,explain,human-full,create,human-cont,continue
dependency_distance_mean,2.94805411979325,3.757369374854164,3.3881711647731323,4.057229645202383,2.789168755221387
dependency_distance_std,0.7653231499152285,1.2574932241802204,0.7827022654597412,1.1418700856823678,0.91506524305564
prop_adjacent_dependency_relation_mean,0.531736919578785,0.4825949431944513,0.4853172464476167,0.48259864330768176,0.4899456975772766
prop_adjacent_dependency_relation_std,0.07408191606590284,0.06056373331161683,0.079735217895389,0.05430277652668005,0.039808532562064965
entropy,4.465395040834321,13.031276394515789,7.589883209721684,9.234525804616766,3.2028969215665715
perplexity,86.95537367900387,456469.14871767006,1978.0824794517775,10244.802723603267,24.603702052787984
per_word_perplexity,0.3370363320891623,611.0698108670282,4.665288866631551,18.55942522391896,0.14821507260715652
passed_quality_check,True,,True,True,True
n_stop_words,111.0,315.0,190.0,231.0,69.0
alpha_ratio,0.9108527131782945,0.8808567603748326,0.910377358490566,0.8713768115942029,0.9156626506024096
mean_word_length,6.895348837209302,6.5809906291834,6.92688679245283,6.298913043478261,7.271084337349397
doc_length,258.0,747.0,424.0,552.0,166.0
top_ngram_chr_fraction_2,0.009935419771485345,0.005739910313901345,0.009036144578313253,0.008082849204344532,0.0706401766004415
top_ngram_chr_fraction_3,0.019374068554396422,0.007174887892376682,0.05271084337349398,0.010103561505430665,0.10301692420897719
oov_ratio,0.01937984496124031,0.0321285140562249,0.02122641509433962,0.03260869565217391,0.030120481927710843
pos_prop_DET,0.12790697674418605,0.12315930388219545,0.12028301886792453,0.10869565217391304,0.15060240963855423
pos_prop_NOUN,0.2751937984496124,0.2597054886211513,0.2617924528301887,0.25,0.27710843373493976
pos_prop_ADP,0.12403100775193798,0.11244979919678715,0.11556603773584906,0.11231884057971014,0.10240963855421686
pos_prop_PUNCT,0.08914728682170543,0.10977242302543508,0.08962264150943396,0.11775362318840579,0.0783132530120482
pos_prop_ADJ,0.11627906976744186,0.08032128514056225,0.09433962264150944,0.08152173913043478,0.0783132530120482
pos_prop_VERB,0.07364341085271318,0.058902275769745646,0.07783018867924528,0.05615942028985507,0.0783132530120482
pos_prop_PRON,0.023255813953488372,0.01740294511378849,0.018867924528301886,0.021739130434782608,
pos_prop_CCONJ,0.050387596899224806,0.06961178045515395,0.05660377358490566,0.07608695652173914,0.05421686746987952
pos_prop_SCONJ,0.023255813953488372,0.01606425702811245,0.018867924528301886,0.016304347826086956,0.012048192771084338
pos_prop_ADV,0.03875968992248062,0.07630522088353414,0.06367924528301887,0.07789855072463768,0.08433734939759036
pos_prop_AUX,0.031007751937984496,0.0428380187416332,0.049528301886792456,0.041666666666666664,0.060240963855421686
pos_prop_PART,0.015503875968992248,0.008032128514056224,0.02358490566037736,0.009057971014492754,0.018072289156626505
pos_prop_X,0.007751937984496124,0.00535475234270415,0.009433962264150943,0.005434782608695652,0.006024096385542169
pos_prop_PROPN,0.003875968992248062,0.020080321285140562,,0.025362318840579712,
first_order_coherence,0.8081563532352447,0.6488208304400798,0.7401025891304016,0.6670332234352827,0.662349146273401
second_order_coherence,0.7855775025155809,0.6313267996391425,0.7423345656955943,0.6388809142013391,0.617303941398859
token_length_mean,7.472340425531915,7.326251896813353,7.510362694300518,7.081081081081081,7.803921568627451
token_length_median,6.0,6.0,6.0,6.0,6.0
token_length_std,4.938158073685592,4.976859325300621,5.062423427226899,4.703658468603758,5.26308990425337
sentence_length_mean,21.363636363636363,23.535714285714285,20.31578947368421,28.294117647058822,15.3
sentence_length_median,20.0,21.0,21.0,25.0,15.5
sentence_length_std,5.278993142166536,13.521100290332312,5.301962214510748,14.603644613114877,5.64003546088143
syllables_per_token_mean,2.65531914893617,2.5477996965098635,2.6191709844559585,2.4781704781704783,2.6666666666666665
syllables_per_token_median,2.0,2.0,2.0,2.0,2.0
syllables_per_token_std,1.8509121972621347,1.8076067182577773,1.838715855337918,1.760044408590176,1.8506314061171634
n_tokens,235,659.0,386,481,153
n_unique_tokens,143,322.0,217,276,106
proportion_unique_tokens,0.6085106382978723,0.48861911987860396,0.5621761658031088,0.5738045738045738,0.6928104575163399
n_characters,1779,4916.0,2937,3477,1207
n_sentences,11,28.0,19,17,10
flesch_reading_ease,-39.48909090909086,-32.59760432473442,-35.36739160076354,-31.53675186498714,-34.29449999999997
flesch_kincaid_grade,24.07458413926499,23.652964990244957,23.239375511317153,24.68711752476459,21.843666666666667
smog,20.946342134312687,20.60407510727841,19.70694698102609,22.025407482431277,17.80541091248751
gunning_fog,26.758220502901356,25.317168870583135,24.7066266703027,26.785422526598996,23.374901960784314
automated_readability_index,24.4465415860735,24.844503576848034,24.10170302699754,26.068950715421302,22.976470588235294
coleman_liau_index,26.751829787234033,26.020698027314108,26.903937823834188,24.79060291060291,28.15241830065359
lix,70.72533849129594,69.21097983958379,69.53858740114535,73.20056255350373,63.66601307189542
rix,10.545454545454545,10.75,10.0,12.705882352941176,7.4
connectives,8,32.0,18,25,6
duplicate_ngram_chr_fraction_5,,0.15121076233183856,,0.014650164182874464,
duplicate_ngram_chr_fraction_6,,0.15121076233183856,,0.014650164182874464,
duplicate_ngram_chr_fraction_7,,0.12645739910313902,,0.014650164182874464,
duplicate_ngram_chr_fraction_8,,0.1158744394618834,,,
duplicate_ngram_chr_fraction_9,,0.1158744394618834,,,
duplicate_ngram_chr_fraction_10,,0.1158744394618834,,,
top_ngram_chr_fraction_4,,0.004304932735426009,0.03433734939759036,0.006062136903258399,
