,continue,human-full,create,human-cont,explain
pos_prop_DET,0.13953488372093023,0.10542168674698796,0.11371237458193979,0.10795454545454546,0.112
pos_prop_X,0.03197674418604651,0.04216867469879518,0.04013377926421405,0.04734848484848485,0.04
pos_prop_PROPN,0.0377906976744186,0.08132530120481928,0.043478260869565216,0.08333333333333333,0.056
pos_prop_VERB,0.061046511627906974,0.045180722891566265,0.07357859531772576,0.043560606060606064,0.064
pos_prop_PRON,0.020348837209302327,0.015060240963855422,0.013377926421404682,0.017045454545454544,0.016
pos_prop_ADP,0.09302325581395349,0.09939759036144578,0.08695652173913043,0.0928030303030303,0.136
pos_prop_NOUN,0.25872093023255816,0.21686746987951808,0.22408026755852842,0.20265151515151514,0.256
pos_prop_ADJ,0.11046511627906977,0.10993975903614457,0.12709030100334448,0.10227272727272728,0.112
pos_prop_CCONJ,0.06686046511627906,0.05421686746987952,0.07023411371237458,0.05113636363636364,0.064
pos_prop_PUNCT,0.08430232558139535,0.10993975903614457,0.08695652173913043,0.11931818181818182,0.088
pos_prop_AUX,0.029069767441860465,0.03162650602409638,0.05016722408026756,0.03409090909090909,0.008
pos_prop_SCONJ,0.005813953488372093,0.018072289156626505,0.013377926421404682,0.020833333333333332,0.008
pos_prop_PART,0.01744186046511628,0.012048192771084338,0.013377926421404682,0.00946969696969697,0.024
pos_prop_ADV,0.0436046511627907,0.0572289156626506,0.043478260869565216,0.06628787878787878,0.016
dependency_distance_mean,2.532234575396519,3.5840945393399615,3.3252963430613263,3.984842212953944,3.5133053221288515
dependency_distance_std,0.9701803766842089,1.5878704001335346,1.204460027144643,1.58025478348062,0.2874209485643151
prop_adjacent_dependency_relation_mean,0.5010473979560146,0.4550118437128255,0.41582779293171995,0.44297426497246106,0.4957983193277311
prop_adjacent_dependency_relation_std,0.08907226665375365,0.07790197028570256,0.1377773032773284,0.08055488318947418,0.07895289481906737
first_order_coherence,0.5636003750719523,0.5566481165587902,0.6880364647278419,0.6541980430483818,0.7365824977556864
second_order_coherence,0.5136004065473875,0.537969605449368,0.6920017202695211,0.6217089877887205,0.674839973449707
n_stop_words,137.0,240.0,115.0,191.0,48.0
alpha_ratio,0.9011627906976745,0.8719879518072289,0.9130434782608695,0.8598484848484849,0.912
mean_word_length,7.011627906976744,6.375,7.117056856187291,6.111742424242424,6.976
doc_length,344.0,664.0,299.0,528.0,125.0
duplicate_ngram_chr_fraction_5,0.24394717534849597,0.18825238688252388,0.16583333333333333,0.04612045577862181,
duplicate_ngram_chr_fraction_6,0.1995597945707997,0.16645911166459113,0.14416666666666667,0.04612045577862181,
duplicate_ngram_chr_fraction_7,0.1995597945707997,0.1311747613117476,0.14416666666666667,,
duplicate_ngram_chr_fraction_8,0.12619222303741745,0.1311747613117476,0.14416666666666667,,
duplicate_ngram_chr_fraction_9,0.12619222303741745,0.09464508094645081,0.14416666666666667,,
duplicate_ngram_chr_fraction_10,0.12619222303741745,0.09464508094645081,0.14416666666666667,,
top_ngram_chr_fraction_2,0.03338224504768892,0.03507679535076795,0.03791666666666667,0.011937059142702116,0.03350253807106599
top_ngram_chr_fraction_3,0.05135730007336757,0.053964300539643004,0.058333333333333334,0.014921323928377646,0.06091370558375635
top_ngram_chr_fraction_4,0.02641232575201761,0.039850560398505604,0.04,0.03906673901247965,
oov_ratio,0.046511627906976744,0.03463855421686747,0.04013377926421405,0.02462121212121212,0.072
flesch_reading_ease,-31.259821428571428,-32.13516169942926,-40.726730769230755,-28.383186813186796,-52.88723684210524
flesch_kincaid_grade,21.53218253968254,25.33819911223843,23.784230769230778,25.913186813186815,27.716228070175443
smog,17.80541091248751,21.98526231815003,19.069314709971756,22.918633597333717,22.501965172709998
gunning_fog,23.061904761904763,26.482869825165324,23.77069597069597,27.71428571428571,27.54035087719298
automated_readability_index,22.076523809523806,27.502330827067674,24.58527472527473,28.719098901098903,28.392894736842102
