,human-full,continue,human-cont,explain,create
pos_prop_PROPN,0.0860655737704918,0.059782608695652176,0.08836789900811542,0.06199460916442048,0.055415617128463476
pos_prop_ADP,0.11147540983606558,0.10054347826086957,0.1109107303877367,0.09164420485175202,0.10579345088161209
pos_prop_ADJ,0.0959016393442623,0.07336956521739131,0.09828674481514878,0.07816711590296496,0.09571788413098237
pos_prop_NOUN,0.20491803278688525,0.20108695652173914,0.20559062218214608,0.21293800539083557,0.2216624685138539
pos_prop_PUNCT,0.1418032786885246,0.12771739130434784,0.14156898106402163,0.14285714285714285,0.13602015113350127
pos_prop_DET,0.12131147540983607,0.1358695652173913,0.12173128944995491,0.1347708894878706,0.11838790931989925
pos_prop_X,0.005737704918032787,,0.005410279531109108,,0.005037783375314861
pos_prop_ADV,0.05245901639344262,0.06521739130434782,0.05139765554553652,0.05929919137466307,0.04785894206549118
pos_prop_NUM,0.020491803278688523,0.005434782608695652,0.023444544634806132,0.0026954177897574125,
pos_prop_AUX,0.028688524590163935,0.04891304347826087,0.027953110910730387,0.04851752021563342,0.042821158690176324
pos_prop_CCONJ,0.020491803278688523,0.02717391304347826,0.02164111812443643,0.03504043126684636,0.04030226700251889
pos_prop_VERB,0.06967213114754098,0.07608695652173914,0.06943192064923355,0.07816711590296496,0.08312342569269521
pos_prop_SCONJ,0.013114754098360656,0.02717391304347826,0.009017132551848512,0.016172506738544475,0.017632241813602016
pos_prop_PART,0.002459016393442623,0.019021739130434784,0.0018034265103697023,0.01078167115902965,0.0025188916876574307
pos_prop_PRON,0.02540983606557377,0.03260869565217391,0.023444544634806132,0.026954177897574125,0.027707808564231738
dependency_distance_mean,3.3510526821480844,3.692712445517752,3.37651132974401,3.175587362050626,3.376515295372169
dependency_distance_std,1.258733212810062,0.726387622298283,1.2251098085225338,0.8873162239853343,1.0651753826175163
prop_adjacent_dependency_relation_mean,0.4281862081543088,0.4434698968126572,0.4235863059510907,0.4550238213317183,0.43032004000217994
prop_adjacent_dependency_relation_std,0.09726069046118409,0.038919318677862996,0.09689666193242959,0.0570989048420327,0.11627930006157138
first_order_coherence,0.49778157594645844,0.7119038887321949,0.49383165026610754,0.6068104582236094,0.657504729512665
second_order_coherence,0.4608801896765567,0.7262464721997579,0.44918923602940947,0.6182935750111938,0.6381400514613179
passed_quality_check,True,True,True,True,True
n_stop_words,436.0,165.0,388.0,159.0,150.0
alpha_ratio,0.819672131147541,0.8668478260869565,0.8151487826871056,0.8544474393530997,0.8614609571788413
mean_word_length,5.81311475409836,5.543478260869565,5.799819657348963,5.725067385444744,6.093198992443325
doc_length,1220.0,368.0,1109.0,371.0,397.0
duplicate_ngram_chr_fraction_5,0.0404289412054727,0.06059322033898305,0.036160957041870584,0.02376075378943056,
duplicate_ngram_chr_fraction_6,0.01577714778750154,0.019491525423728815,0.017400761283306143,0.02376075378943056,
duplicate_ngram_chr_fraction_7,0.01577714778750154,,0.017400761283306143,,
top_ngram_chr_fraction_2,0.010353753235547885,0.017796610169491526,0.011419249592169658,0.010241704219582138,0.010869565217391304
top_ngram_chr_fraction_3,0.012942191544434857,0.0211864406779661,0.014274061990212071,0.01106104055714871,0.009782608695652175
top_ngram_chr_fraction_4,0.01257241464316529,0.023728813559322035,0.013866231647634585,,
oov_ratio,0.07868852459016394,0.029891304347826088,0.0811541929666366,0.05929919137466307,0.055415617128463476
flesch_reading_ease,-14.367399920859953,1.0750192413414368,-14.739800508663137,-7.964591194968534,-24.419210526315794
flesch_kincaid_grade,19.59183011277452,17.80028587135789,19.602913686218404,18.75911949685535,21.137017543859653
smog,17.2600881082412,17.05364977622574,17.165536196952242,17.37919286519448,18.8015233339294
gunning_fog,21.01618413242762,20.138610958402055,20.895120012716582,21.15471698113208,23.92514619883041
automated_readability_index,18.895677636351643,17.254260582737764,18.810198299157527,18.077578616352206,20.126842105263158
coleman_liau_index,21.968093385214008,19.13968847352025,21.947854077253222,20.818490566037735,23.199766081871342
lix,58.37703620655543,55.01942459226681,58.246383722778575,57.28930817610063,63.90643274853801
rix,7.135593220338983,6.823529411764706,7.074074074074074,7.0,8.263157894736842
entropy,16.741319459148563,6.056955529568647,14.870699719012869,6.372311161526389,6.464399396550185
perplexity,18649305.39544709,427.07324375826073,2872518.4711186034,585.4092419399931,641.8787330707187
per_word_perplexity,15286.31589790745,1.1605251189083172,2590.1879811709678,1.5779224850134583,1.616823005215916
token_length_mean,6.712062256809339,6.2087227414330215,6.71137339055794,6.512578616352202,6.912280701754386
token_length_median,5.0,5.0,5.0,5.0,6.0
token_length_std,4.8801562004582575,4.103419885279032,4.867709078820358,4.172178625468136,4.247933250848307
sentence_length_mean,17.423728813559322,18.88235294117647,17.25925925925926,17.666666666666668,18.0
sentence_length_median,17.0,18.0,17.0,17.5,19.0
sentence_length_std,8.33657123728062,4.1569552338952365,7.846171949818457,7.859884081701064,7.462185372015076
syllables_per_token_mean,2.4056420233463034,2.205607476635514,2.412017167381974,2.3270440251572326,2.517543859649123
syllables_per_token_median,2.0,2.0,2.0,2.0,2.0
syllables_per_token_std,1.9432231028615163,1.5928480209637155,1.9510604048998437,1.6578263230986052,1.7466716358926446
n_tokens,1028,321,932,318,342
n_unique_tokens,521,179,489,184,209
proportion_unique_tokens,0.5068093385214008,0.557632398753894,0.5246781115879828,0.5786163522012578,0.6111111111111112
n_characters,7092,2040,6432,2124,2419
n_sentences,59,17,54,18,19
connectives,24,7,22,8,13
