,continue,human-full,create,human-cont,explain
pos_prop_DET,0.16289592760180996,0.12315930388219545,0.12883435582822086,0.10869565217391304,0.15193370165745856
pos_prop_NOUN,0.28054298642533937,0.2597054886211513,0.26789366053169733,0.25,0.27624309392265195
pos_prop_AUX,0.058823529411764705,0.0428380187416332,0.049079754601226995,0.041666666666666664,0.027624309392265192
pos_prop_ADP,0.1085972850678733,0.11244979919678715,0.12678936605316973,0.11231884057971014,0.12154696132596685
pos_prop_ADJ,0.06787330316742081,0.08032128514056225,0.08793456032719836,0.08152173913043478,0.08839779005524862
pos_prop_ADV,0.06334841628959276,0.07630522088353414,0.05112474437627812,0.07789855072463768,0.06077348066298342
pos_prop_CCONJ,0.049773755656108594,0.06961178045515395,0.05725971370143149,0.07608695652173914,0.055248618784530384
pos_prop_VERB,0.08597285067873303,0.058902275769745646,0.07566462167689161,0.05615942028985507,0.0718232044198895
pos_prop_PUNCT,0.08144796380090498,0.10977242302543508,0.08793456032719836,0.11775362318840579,0.0856353591160221
pos_prop_SCONJ,0.02262443438914027,0.01606425702811245,0.018404907975460124,0.016304347826086956,0.019337016574585635
pos_prop_PART,0.013574660633484163,0.008032128514056224,0.018404907975460124,0.009057971014492754,0.019337016574585635
pos_prop_PRON,0.004524886877828055,0.01740294511378849,0.024539877300613498,0.021739130434782608,0.016574585635359115
flesch_reading_ease,-33.18995969547689,-32.59760432473442,-33.58800652262531,-31.53675186498714,-31.857364048338354
flesch_kincaid_grade,22.473282579489474,23.652964990244957,22.980489196901754,24.68711752476459,23.576333621061725
smog,18.915686596336663,20.60407510727841,19.515097445158084,22.025407482431277,21.19438992294339
gunning_fog,23.93354231974922,25.317168870583135,24.342274765593153,26.785422526598996,26.375571860164
automated_readability_index,24.01554858934169,24.844503576848034,24.02080309824705,26.068950715421302,24.77015968925334
coleman_liau_index,27.811231527093593,26.020698027314108,26.8267264573991,24.79060291060291,25.866706948640473
lix,63.28213166144201,69.21097983958379,67.80635955972278,73.20056255350373,71.98122572291757
rix,8.272727272727273,10.75,9.636363636363637,12.705882352941176,11.428571428571429
first_order_coherence,0.7994397163391114,0.6488208304400798,0.7196689822844097,0.6670332234352827,0.802728730898637
second_order_coherence,0.8250595132509867,0.6313267996391425,0.7346484437584877,0.6388809142013391,0.7713215996821722
entropy,4.651110248852483,13.031276394515789,9.421821728652727,9.234525804616766,7.747452865344719
perplexity,104.70116541967244,456469.14871767006,12355.06931458629,10244.802723603267,2315.666581727895
per_word_perplexity,0.47376092950078025,611.0698108670282,25.26599041837687,18.55942522391896,6.396869010298052
token_length_mean,7.689655172413793,7.326251896813353,7.497757847533633,7.081081081081081,7.2990936555891235
token_length_median,6.0,6.0,6.0,6.0,6.0
token_length_std,5.403633276828984,4.976859325300621,5.130035043422544,4.703658468603758,4.876539102645176
sentence_length_mean,18.454545454545453,23.535714285714285,20.272727272727273,28.294117647058822,23.642857142857142
sentence_length_median,18.0,21.0,19.0,25.0,20.0
sentence_length_std,4.120097888590784,13.521100290332312,6.883325162249434,14.603644613114877,8.941134019296456
syllables_per_token_mean,2.6157635467980294,2.5477996965098635,2.598654708520179,2.4781704781704783,2.5377643504531724
syllables_per_token_median,2.0,2.0,2.0,2.0,2.0
syllables_per_token_std,1.8410073766388475,1.8076067182577773,1.85769469513302,1.760044408590176,1.7710989177607954
n_tokens,203.0,659.0,446,481,331.0
n_unique_tokens,110.0,322.0,225,276,160.0
proportion_unique_tokens,0.541871921182266,0.48861911987860396,0.5044843049327354,0.5738045738045738,0.48338368580060426
n_characters,1579.0,4916.0,3387,3477,2447.0
n_sentences,11.0,28.0,22,17,14.0
dependency_distance_mean,3.7217771463794738,3.757369374854164,3.4888220622732296,4.057229645202383,3.3540208940719145
dependency_distance_std,0.6770434718506286,1.2574932241802204,0.9035425377814151,1.1418700856823678,0.9928735688196243
prop_adjacent_dependency_relation_mean,0.4580302388618819,0.4825949431944513,0.4846208808569628,0.48259864330768176,0.5154023909763705
prop_adjacent_dependency_relation_std,0.07712304753564636,0.06056373331161683,0.04881511417257958,0.05430277652668005,0.05119048613071011
n_stop_words,98.0,315.0,222.0,231.0,167.0
alpha_ratio,0.918552036199095,0.8808567603748326,0.9120654396728016,0.8713768115942029,0.914364640883978
