,human-full,continue,human-cont,explain,create
flesch_reading_ease,-32.13516169942926,-19.636622807017517,-28.383186813186796,-39.634446640316156,-25.770227272727226
flesch_kincaid_grade,25.33819911223843,19.594530075187972,25.913186813186815,25.020816864295124,22.12397546897547
smog,21.98526231815003,16.6708967788621,22.918633597333717,21.839781101251425,19.430816780756558
gunning_fog,26.482869825165324,21.316791979949876,27.71428571428571,27.13781291172596,23.83924963924964
automated_readability_index,27.502330827067674,19.490792606516294,28.719098901098903,26.6623023715415,23.0035064935065
coleman_liau_index,25.232013769363167,24.204999999999995,24.113670329670324,27.397246376811598,25.03380471380471
lix,73.78032430473775,57.89724310776943,76.31868131868131,71.8300395256917,64.98532948532949
rix,13.210526315789474,6.285714285714286,14.461538461538462,11.727272727272727,9.285714285714286
entropy,10.508679937939238,5.958043417977027,8.345342699283881,5.686339781820854,5.395014537560105
perplexity,36632.09097943268,386.8524746802332,4210.525325449813,294.8125650876417,220.30534977547916
per_word_perplexity,55.168811716013074,1.1547835065081586,7.9744797830488885,0.9697781746304003,0.6863095008581905
n_stop_words,240.0,135.0,191.0,123.0,133.0
alpha_ratio,0.8719879518072289,0.8955223880597015,0.8598484848484849,0.9078947368421053,0.9252336448598131
mean_word_length,6.375,6.582089552238806,6.111742424242424,6.944078947368421,6.719626168224299
doc_length,664.0,335.0,528.0,304.0,321.0
duplicate_ngram_chr_fraction_5,0.18825238688252388,0.0215311004784689,0.04612045577862181,0.08382229673093043,0.036689767631471665
duplicate_ngram_chr_fraction_6,0.16645911166459113,,0.04612045577862181,0.08382229673093043,
duplicate_ngram_chr_fraction_7,0.1311747613117476,,,0.08382229673093043,
duplicate_ngram_chr_fraction_8,0.1311747613117476,,,0.08382229673093043,
duplicate_ngram_chr_fraction_9,0.09464508094645081,,,0.08382229673093043,
duplicate_ngram_chr_fraction_10,0.09464508094645081,,,0.08382229673093043,
top_ngram_chr_fraction_2,0.03507679535076795,0.04146730462519936,0.011937059142702116,0.036881810561609385,0.0370974317162658
top_ngram_chr_fraction_3,0.053964300539643004,0.05582137161084529,0.014921323928377646,0.03520536462699078,0.05707297187117815
top_ngram_chr_fraction_4,0.039850560398505604,0.028708133971291867,0.03906673901247965,0.0490360435875943,0.058703628210354665
oov_ratio,0.03463855421686747,0.026865671641791045,0.02462121212121212,0.039473684210526314,0.03115264797507788
pos_prop_X,0.04216867469879518,0.03880597014925373,0.04734848484848485,0.019736842105263157,0.03426791277258567
pos_prop_PROPN,0.08132530120481928,0.029850746268656716,0.08333333333333333,0.03289473684210526,0.040498442367601244
pos_prop_ADP,0.09939759036144578,0.1044776119402985,0.0928030303030303,0.11842105263157894,0.09345794392523364
pos_prop_ADJ,0.10993975903614457,0.11044776119402985,0.10227272727272728,0.13157894736842105,0.12149532710280374
pos_prop_NOUN,0.21686746987951808,0.23582089552238805,0.20265151515151514,0.24342105263157895,0.22118380062305296
pos_prop_PUNCT,0.10993975903614457,0.09253731343283582,0.11931818181818182,0.09210526315789473,0.07476635514018691
pos_prop_DET,0.10542168674698796,0.10149253731343283,0.10795454545454546,0.11842105263157894,0.14330218068535824
pos_prop_AUX,0.03162650602409638,0.03582089552238806,0.03409090909090909,0.02631578947368421,0.03115264797507788
pos_prop_PRON,0.015060240963855422,0.029850746268656716,0.017045454545454544,0.039473684210526314,0.028037383177570093
pos_prop_VERB,0.045180722891566265,0.08059701492537313,0.043560606060606064,0.06907894736842106,0.08099688473520249
pos_prop_CCONJ,0.05421686746987952,0.04776119402985075,0.05113636363636364,0.05592105263157895,0.0529595015576324
pos_prop_PART,0.012048192771084338,0.023880597014925373,0.00946969696969697,0.009868421052631578,0.024922118380062305
pos_prop_ADV,0.0572289156626506,0.056716417910447764,0.06628787878787878,0.029605263157894735,0.04361370716510903
pos_prop_SCONJ,0.018072289156626505,0.011940298507462687,0.020833333333333332,0.013157894736842105,0.009345794392523364
pos_prop_NUM,0.0015060240963855422,,0.001893939393939394,,
first_order_coherence,0.5566481165587902,0.49412858858704567,0.6541980430483818,0.79284628033638,0.6430665094118851
second_order_coherence,0.537969605449368,0.4844461826632093,0.6217089877887205,0.7858650286992391,0.7001492772251368
dependency_distance_mean,3.5840945393399615,2.537096484626435,3.984842212953944,3.5409939219030124,3.1922508846935225
dependency_distance_std,1.5878704001335346,1.0890957282845124,1.58025478348062,0.7105419251128172,0.3949466465150228
prop_adjacent_dependency_relation_mean,0.4550118437128255,0.4597699666813468,0.44297426497246106,0.4969950588132406,0.4682074671891952
prop_adjacent_dependency_relation_std,0.07790197028570256,0.14882842056318002,0.08055488318947418,0.048004292464589336,0.05844441061145391
token_length_mean,7.142857142857143,7.151315789473684,6.931868131868132,7.547101449275362,7.181818181818182
token_length_median,6.0,6.0,6.0,6.0,6.0
token_length_std,4.666713501000248,4.668990463998464,4.481190950434844,5.238648072488665,4.623968378233327
sentence_length_mean,30.57894736842105,14.476190476190476,35.0,25.09090909090909,21.214285714285715
sentence_length_median,24.0,17.0,25.0,24.0,19.5
sentence_length_std,26.866758544369294,6.793687880035252,30.47319124436075,6.302301822704369,7.645526903533403
syllables_per_token_mean,2.4578313253012047,2.5032894736842106,2.3604395604395605,2.61231884057971,2.494949494949495
syllables_per_token_median,2.0,2.0,2.0,2.0,2.0
syllables_per_token_std,1.82269913312552,1.7415177048209949,1.7281686375332856,1.9886618069442215,1.6999132719434173
n_tokens,581.0,304,455,276,297
n_unique_tokens,279.0,172,244,148,182
proportion_unique_tokens,0.4802065404475043,0.5657894736842105,0.5362637362637362,0.5362318840579711,0.6127946127946128
n_characters,4233.0,2205,3227,2111,2157
n_sentences,19.0,21,13,11,14
connectives,14.0,12,14,7,3
passed_quality_check,,True,True,True,True
