,explain,human-full,create,human-cont,continue
flesch_reading_ease,-40.250948795180705,-39.48914434060228,-52.528007232937654,-32.23271428571425,-36.599491716867476
flesch_kincaid_grade,24.028403614457833,23.492919003115265,25.818440281899104,22.425586626139822,22.23037901606426
smog,19.661554785965695,19.12932285261469,20.326743643098318,18.818736324657113,17.62361062040385
gunning_fog,24.444578313253015,24.104215991692627,25.6356824925816,23.56863221884499,22.771184738955824
automated_readability_index,23.461355421686747,23.21352933541018,25.705077893175073,22.19981762917933,21.818117469879518
coleman_liau_index,25.863975903614463,26.503504672897197,28.49115727002967,25.358297872340426,26.575100401606424
lix,66.53313253012048,65.86801661474559,68.54024480712167,64.6966565349544,62.14884538152611
rix,9.5,8.911111111111111,10.0,8.628571428571428,7.25
pos_prop_DET,0.11671087533156499,0.09198813056379822,0.13136729222520108,0.08706786171574904,0.1054421768707483
pos_prop_NOUN,0.22811671087533156,0.22551928783382788,0.26005361930294907,0.2176696542893726,0.20748299319727892
pos_prop_VERB,0.07427055702917772,0.05539070227497527,0.058981233243967826,0.058898847631242,0.07142857142857142
pos_prop_PRON,0.01856763925729443,0.02274975272007913,0.01876675603217158,0.02560819462227913,0.023809523809523808
pos_prop_ADP,0.1273209549071618,0.10583580613254204,0.13404825737265416,0.10499359795134443,0.09523809523809523
pos_prop_PUNCT,0.11936339522546419,0.1394658753709199,0.09651474530831099,0.13956466069142126,0.15306122448979592
pos_prop_ADV,0.06631299734748011,0.0722057368941642,0.045576407506702415,0.07682458386683738,0.06802721088435375
pos_prop_PART,0.023872679045092837,0.020771513353115726,0.01876675603217158,0.023047375160051217,0.02040816326530612
pos_prop_AUX,0.026525198938992044,0.03066271018793274,0.02680965147453083,0.029449423815621,0.06802721088435375
pos_prop_SCONJ,0.015915119363395226,0.013847675568743818,0.010723860589812333,0.015364916773367477,0.02040816326530612
pos_prop_ADJ,0.07161803713527852,0.09099901088031652,0.08310991957104558,0.08578745198463508,0.07142857142857142
pos_prop_CCONJ,0.04509283819628647,0.043521266073194856,0.05630026809651475,0.04225352112676056,0.03741496598639456
pos_prop_PROPN,0.0636604774535809,0.08110781404549951,0.05361930294906166,0.088348271446863,0.047619047619047616
pos_prop_X,0.002652519893899204,0.005934718100890208,0.002680965147453083,0.005121638924455826,0.01020408163265306
entropy,6.34297505135553,15.316626370330388,6.432981482873609,11.48483861008188,4.621671625591869
perplexity,568.4850703428087,4486692.585396684,622.0257451964103,97230.39137858487,101.66383403413974
per_word_perplexity,1.5079179584689888,4437.8759499472635,1.667629343690108,124.4947392811586,0.34579535385761817
token_length_mean,7.328313253012048,7.45911214953271,7.771513353115727,7.267477203647417,7.530120481927711
token_length_median,6.0,6.0,6.0,6.0,6.0
token_length_std,5.0869588328325195,5.216635070111019,5.502469509846918,5.020160572783703,5.182618500684448
sentence_length_mean,20.75,19.022222222222222,21.0625,18.8,15.5625
sentence_length_median,21.0,19.0,21.0,19.0,15.0
sentence_length_std,3.6996621467371855,10.756886969934685,8.99631000744194,11.303096920755834,6.726521667994536
syllables_per_token_mean,2.6716867469879517,2.683411214953271,2.8130563798219583,2.6003039513677813,2.6907630522088355
syllables_per_token_median,2.0,2.0,2.0,2.0,2.0
syllables_per_token_std,2.1933729976207483,2.176017443637438,2.286083917819706,2.0442966623716283,2.131414255133965
n_tokens,332,856,337,658,249
n_unique_tokens,196,462,206,390,171
proportion_unique_tokens,0.5903614457831325,0.5397196261682243,0.6112759643916914,0.5927051671732523,0.6867469879518072
n_characters,2478,6540,2655,4905,1920
n_sentences,16,45,16,35,16
dependency_distance_mean,3.4868491749063635,3.0644137052460185,2.9116971398130906,3.031131687875971,3.27968939800411
dependency_distance_std,0.9535442394322444,1.356017630251172,1.1686955378976118,1.3754846158529224,1.0133597784074777
prop_adjacent_dependency_relation_mean,0.5366488377174128,0.46877156646437673,0.47417640901184355,0.47535039429529785,0.452390089807853
prop_adjacent_dependency_relation_std,0.10068945499370859,0.11112190045695494,0.14947191889622805,0.11511917578270518,0.09313625830770716
passed_quality_check,True,True,True,True,True
n_stop_words,159.0,369.0,160.0,281.0,116.0
alpha_ratio,0.8806366047745358,0.8456973293768546,0.903485254691689,0.8425096030729834,0.8469387755102041
mean_word_length,6.572944297082228,6.468842729970326,7.117962466487936,6.280409731113957,6.530612244897959
doc_length,377.0,1011.0,373.0,781.0,294.0
duplicate_ngram_chr_fraction_5,0.024207903168387328,0.059794372294372296,,0.007556675062972292,
duplicate_ngram_chr_fraction_6,0.024207903168387328,0.05654761904761905,,0.0032385750269881253,
duplicate_ngram_chr_fraction_7,0.024207903168387328,0.05411255411255411,,,
top_ngram_chr_fraction_2,0.01067995728017088,0.007034632034632035,0.013373453694416584,0.009355883411299028,0.01845018450184502
top_ngram_chr_fraction_3,0.02029191883232467,0.008793290043290044,,0.011694854264123786,
oov_ratio,0.07161803713527852,0.0722057368941642,0.07238605898123325,0.06145966709346991,0.061224489795918366
first_order_coherence,0.7145074705282847,0.5086687259714712,0.6965284297863642,0.5006224475800991,0.4845878357688586
second_order_coherence,0.7044826788561684,0.46562896586608055,0.7013744871531215,0.4375215088666389,0.5613460684461253
connectives,11,24,7,20,9
duplicate_ngram_chr_fraction_8,,0.02462121212121212,,,
duplicate_ngram_chr_fraction_9,,0.02462121212121212,,,
top_ngram_chr_fraction_4,,0.004734848484848485,,0.006297229219143577,
pos_prop_NUM,,,0.002680965147453083,,
