,human-full,continue,explain,human-cont,create
flesch_reading_ease,-32.59760432473442,-33.20040441176471,-37.46728932584267,-31.53675186498714,-39.87082539682538
flesch_kincaid_grade,23.652964990244957,22.641299019607846,24.012780898876404,24.68711752476459,23.65104761904762
smog,20.60407510727841,19.16045447334379,20.562338780415992,22.025407482431277,19.6203779977781
gunning_fog,25.317168870583135,24.120588235294118,25.64157303370787,26.785422526598996,24.92063492063492
automated_readability_index,24.844503576848034,24.057794117647063,25.324297752808988,26.068950715421302,24.814907936507936
coleman_liau_index,26.020698027314108,27.50169934640523,27.349550561797752,24.79060291060291,28.272914285714283
lix,69.21097983958379,64.87663398692811,70.56460674157304,73.20056255350373,69.73015873015873
rix,10.75,8.75,10.75,12.705882352941176,9.777777777777779
pos_prop_NOUN,0.2597054886211513,0.2694610778443114,0.28350515463917525,0.25,0.25906735751295334
pos_prop_ADJ,0.08032128514056225,0.07784431137724551,0.10309278350515463,0.08152173913043478,0.10621761658031088
pos_prop_ADP,0.11244979919678715,0.10179640718562874,0.13402061855670103,0.11231884057971014,0.11139896373056994
pos_prop_DET,0.12315930388219545,0.15568862275449102,0.11597938144329897,0.10869565217391304,0.12953367875647667
pos_prop_PUNCT,0.10977242302543508,0.08383233532934131,0.08247422680412371,0.11775362318840579,0.09326424870466321
pos_prop_PROPN,0.020080321285140562,,0.002577319587628866,0.025362318840579712,0.0025906735751295338
pos_prop_VERB,0.058902275769745646,0.08982035928143713,0.07474226804123711,0.05615942028985507,0.07772020725388601
pos_prop_CCONJ,0.06961178045515395,0.05389221556886228,0.05154639175257732,0.07608695652173914,0.05181347150259067
pos_prop_ADV,0.07630522088353414,0.07784431137724551,0.059278350515463915,0.07789855072463768,0.05958549222797927
pos_prop_AUX,0.0428380187416332,0.04790419161676647,0.030927835051546393,0.041666666666666664,0.05181347150259067
pos_prop_X,0.00535475234270415,,0.005154639175257732,0.005434782608695652,0.0051813471502590676
pos_prop_SCONJ,0.01606425702811245,0.017964071856287425,0.01288659793814433,0.016304347826086956,0.018134715025906734
pos_prop_PRON,0.01740294511378849,,0.020618556701030927,0.021739130434782608,0.015544041450777202
pos_prop_PART,0.008032128514056224,0.023952095808383235,0.023195876288659795,0.009057971014492754,0.018134715025906734
entropy,13.031276394515789,3.4527554875235444,6.512397923131013,9.234525804616766,6.787808778347466
perplexity,456469.14871767006,31.58731094335238,673.4393387554832,10244.802723603267,886.9678876669054
per_word_perplexity,611.0698108670282,0.1891455745110921,1.735668398854338,18.55942522391896,2.2978442685671125
token_length_mean,7.326251896813353,7.627450980392157,7.564606741573034,7.081081081081081,7.7542857142857144
token_length_median,6.0,6.0,6.0,6.0,7.0
token_length_std,4.976859325300621,5.307390768586094,5.020048022551039,4.703658468603758,5.208473472944577
sentence_length_mean,23.535714285714285,19.125,22.25,28.294117647058822,19.444444444444443
sentence_length_median,21.0,17.5,23.5,25.0,18.0
sentence_length_std,13.521100290332312,4.342738191510052,5.651327277728657,14.603644613114877,4.775193099320955
syllables_per_token_mean,2.5477996965098635,2.607843137254902,2.6207865168539324,2.4781704781704783,2.682857142857143
syllables_per_token_median,2.0,2.0,2.0,2.0,2.0
syllables_per_token_std,1.8076067182577773,1.8655293948653013,1.8219989792169595,1.760044408590176,1.900223402548194
n_tokens,659.0,153,356,481,350
n_unique_tokens,322.0,103,192,276,202
proportion_unique_tokens,0.48861911987860396,0.673202614379085,0.5393258426966292,0.5738045738045738,0.5771428571428572
n_characters,4916.0,1181,2725,3477,2750
n_sentences,28.0,8,16,17,18
dependency_distance_mean,3.757369374854164,3.410131513513109,3.1839840781096487,4.057229645202383,3.506672074421807
dependency_distance_std,1.2574932241802204,0.5412115197234264,0.7846473758661486,1.1418700856823678,0.9946656135673044
prop_adjacent_dependency_relation_mean,0.4825949431944513,0.47896319883788757,0.5266610188136558,0.48259864330768176,0.45941231991216863
prop_adjacent_dependency_relation_std,0.06056373331161683,0.046179337590471575,0.08401047020625152,0.05430277652668005,0.07842170721036508
n_stop_words,315.0,73.0,168.0,231.0,168.0
alpha_ratio,0.8808567603748326,0.9161676646706587,0.9175257731958762,0.8713768115942029,0.9067357512953368
mean_word_length,6.5809906291834,7.07185628742515,7.02319587628866,6.298913043478261,7.124352331606218
doc_length,747.0,167.0,388.0,552.0,386.0
duplicate_ngram_chr_fraction_5,0.15121076233183856,0.06301575393848462,0.03831168831168831,0.014650164182874464,
duplicate_ngram_chr_fraction_6,0.15121076233183856,,0.014285714285714285,0.014650164182874464,
duplicate_ngram_chr_fraction_7,0.12645739910313902,,,0.014650164182874464,
duplicate_ngram_chr_fraction_8,0.1158744394618834,,,,
duplicate_ngram_chr_fraction_9,0.1158744394618834,,,,
duplicate_ngram_chr_fraction_10,0.1158744394618834,,,,
top_ngram_chr_fraction_2,0.005739910313901345,0.07201800450112528,0.01818181818181818,0.008082849204344532,0.00968054211035818
top_ngram_chr_fraction_3,0.007174887892376682,0.10502625656414104,0.02727272727272727,0.010103561505430665,0.04517586318167151
top_ngram_chr_fraction_4,0.004304932735426009,0.08777194298574643,0.037987012987012986,0.006062136903258399,
oov_ratio,0.0321285140562249,0.017964071856287425,0.02577319587628866,0.03260869565217391,0.02849740932642487
first_order_coherence,0.6488208304400798,0.7799016322408404,0.7772216240564982,0.6670332234352827,0.7955497222788194
second_order_coherence,0.6313267996391425,0.7089649438858032,0.7686826458999089,0.6388809142013391,0.7982406355440617
connectives,32.0,8,17,25,12
passed_quality_check,,True,True,True,True
