,continue,human,create,explain
first_order_coherence,0.5692119353450835,0.5815495013406402,0.7206800977389017,0.67498679459095
second_order_coherence,0.58715426216,0.3855781378741894,0.7280277141502925,0.6573110779126485
passed_quality_check,True,True,True,True
n_stop_words,165.0,143.0,153.0,155.0
alpha_ratio,0.8604651162790697,0.83,0.888,0.888
mean_word_length,6.335917312661499,6.1675,6.578666666666667,6.288
doc_length,387.0,400.0,375.0,375.0
duplicate_ngram_chr_fraction_5,0.01939655172413793,0.012164579606440072,0.027152554483744193,
top_ngram_chr_fraction_2,0.014367816091954023,0.01144901610017889,0.01429081814933905,0.011152416356877323
oov_ratio,0.046511627906976744,0.0475,0.037333333333333336,0.04533333333333334
token_length_mean,7.201201201201201,7.225903614457831,7.282282282282282,6.954954954954955
token_length_median,6.0,6.0,6.0,6.0
token_length_std,4.77214122700167,5.02045731516168,4.6632759449699455,4.622157213929796
sentence_length_mean,15.857142857142858,16.6,20.8125,19.58823529411765
sentence_length_median,14.0,15.0,21.0,16.0
sentence_length_std,7.052765173932807,10.190191362285598,5.077139327416572,7.889373519670112
syllables_per_token_mean,2.5495495495495497,2.5993975903614457,2.5015015015015014,2.3963963963963963
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.9776775535468618,2.1140094090805133,1.8085957996507296,1.7326364465989714
n_tokens,333,332,333,333
n_unique_tokens,211,223,206,220
proportion_unique_tokens,0.6336336336336337,0.6716867469879518,0.6186186186186187,0.6606606606606606
n_characters,2452,2467,2467,2358
n_sentences,21,20,16,17
pos_prop_DET,0.11627906976744186,0.085,0.12533333333333332,0.11466666666666667
pos_prop_X,0.007751937984496124,0.005,0.005333333333333333,0.005333333333333333
pos_prop_VERB,0.082687338501292,0.05,0.072,0.09066666666666667
pos_prop_PRON,0.03617571059431524,0.03,0.024,0.04
pos_prop_ADJ,0.06459948320413436,0.07,0.09333333333333334,0.08266666666666667
pos_prop_NOUN,0.21963824289405684,0.2225,0.24,0.23466666666666666
pos_prop_ADV,0.07751937984496124,0.085,0.072,0.056
pos_prop_PUNCT,0.13953488372093023,0.15,0.112,0.112
pos_prop_SCONJ,0.012919896640826873,0.0125,0.013333333333333334,0.024
pos_prop_PART,0.020671834625323,0.0175,0.018666666666666668,0.024
pos_prop_CCONJ,0.04392764857881137,0.0525,0.04,0.04
pos_prop_ADP,0.082687338501292,0.0925,0.10133333333333333,0.09333333333333334
pos_prop_AUX,0.05426356589147287,0.0325,0.050666666666666665,0.04
pos_prop_PROPN,0.041343669250646,0.095,0.032,0.042666666666666665
entropy,6.428472515056743,5.993117964089441,6.134122600192158,5.664883338290085
perplexity,619.2273647747934,400.6619138515905,461.33414190497234,288.5543159130356
per_word_perplexity,1.600070710012386,1.0016547846289763,1.2302243784132596,0.769478175768095
dependency_distance_mean,2.8859305325064133,2.786934630586804,2.9568057467219298,3.391603626460566
dependency_distance_std,0.83610431292229,1.2003724348524765,0.4163342829311936,0.8616981515193461
prop_adjacent_dependency_relation_mean,0.4807850585882451,0.498449479903444,0.46868448529834583,0.47875635676042855
prop_adjacent_dependency_relation_std,0.08887086978590124,0.10339421735523367,0.06602859985569788,0.05658106829395271
flesch_reading_ease,-24.951891891891876,-29.923036144578276,-25.916714527026983,-15.782193958664521
flesch_kincaid_grade,20.678970398970403,21.55689156626506,22.044592717717723,20.32688924218336
smog,17.288020509699884,18.1352568364455,19.53771442962202,18.370089372702267
gunning_fog,21.83835263835264,23.266506024096387,24.180855855855857,22.369828652181596
automated_readability_index,20.416229086229087,20.904006024096383,23.275799549549546,21.121955484896667
coleman_liau_index,24.676396396396388,24.90518072289156,25.597597597597595,23.584024024024014
lix,61.2024882024882,63.58795180722892,67.95964714714714,63.13177883766119
rix,7.190476190476191,7.8,9.8125,8.529411764705882
connectives,9,9,5,7
connectives_cap,4,4,2,1
duplicate_ngram_chr_fraction_6,,0.0064400715563506265,0.027152554483744193,
top_ngram_chr_fraction_3,,0.014311270125223614,,0.013382899628252789
top_ngram_chr_fraction_4,,0.01001788908765653,,
