,explain,human,create,continue
passed_quality_check,True,True,True,
n_stop_words,150.0,167.0,176.0,175.0
alpha_ratio,0.892128279883382,0.8645320197044335,0.9033078880407125,0.9145077720207254
mean_word_length,6.685131195335277,6.1182266009852215,6.643765903307888,6.658031088082901
doc_length,343.0,406.0,393.0,386.0
duplicate_ngram_chr_fraction_5,0.05431432973805855,0.020451339915373765,0.03170320404721754,0.1713406292749658
duplicate_ngram_chr_fraction_6,0.04314329738058552,0.020451339915373765,,0.06361149110807114
duplicate_ngram_chr_fraction_7,0.026194144838212634,0.020451339915373765,,0.06361149110807114
top_ngram_chr_fraction_2,0.01386748844375963,0.009873060648801129,0.04856661045531197,0.012311901504787962
top_ngram_chr_fraction_3,0.017334360554699536,0.01234132581100141,0.07082630691399663,0.06155950752393981
top_ngram_chr_fraction_4,0.02773497688751926,0.006346967559943582,,0.03283173734610123
oov_ratio,0.023323615160349854,0.034482758620689655,0.002544529262086514,0.010362694300518135
flesch_reading_ease,-35.7447737556561,-30.906573426573374,-23.038714788732364,-22.557079318013308
flesch_kincaid_grade,24.092614379084974,25.497280497280503,20.882359154929585,21.047264640474427
smog,20.984727619669595,23.14225124430115,18.511140095513987,18.469208059044366
gunning_fog,26.0166918049271,28.148251748251752,23.43802816901409,22.910303928836175
automated_readability_index,25.06393665158371,27.118818958818956,21.582549295774648,21.59855596738325
coleman_liau_index,26.293071895424834,23.963304843304844,25.149971830985915,24.67019718309859
lix,69.61689291101055,76.35353535353535,64.5105633802817,61.78280207561157
rix,10.846153846153847,14.181818181818182,8.3,8.052631578947368
token_length_mean,7.372549019607843,6.92022792022792,7.247887323943662,7.152112676056338
token_length_median,6.0,6.0,6.0,6.0
token_length_std,4.731872672916624,4.474609082789117,4.841774181716938,4.882791257690354
sentence_length_mean,23.53846153846154,31.90909090909091,17.75,18.68421052631579
sentence_length_median,22.0,31.0,17.0,18.0
sentence_length_std,5.093213956075954,16.188966756037864,7.401857874885197,4.645910840150297
syllables_per_token_mean,2.584967320261438,2.427350427350427,2.5042253521126763,2.4873239436619716
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.7696523509934032,1.6571501262765351,1.6840123631842108,1.7236490588745423
n_tokens,306,351,355,355.0
n_unique_tokens,179,216,182,178.0
proportion_unique_tokens,0.5849673202614379,0.6153846153846154,0.5126760563380282,0.5014084507042254
n_characters,2293,2484,2611,2570.0
n_sentences,13,11,20,19.0
first_order_coherence,0.8208731065193812,0.58912563174963,0.7902451204626184,0.7494974599944221
second_order_coherence,0.8133707696741278,0.6701116462548574,0.7811129871341917,0.7181537537013784
entropy,6.126543972987189,6.79567478308315,7.9980367144829225,8.249174431057536
perplexity,457.8510775207722,893.9722935005582,2975.11125667729,3824.4671564656073
per_word_perplexity,1.33484279160575,2.201902200740291,7.570257650578346,9.907946001206236
pos_prop_ADP,0.09620991253644315,0.10098522167487685,0.08142493638676845,0.09326424870466321
pos_prop_DET,0.11370262390670553,0.10837438423645321,0.14249363867684478,0.14248704663212436
pos_prop_NOUN,0.2536443148688047,0.2536945812807882,0.2544529262086514,0.24870466321243523
pos_prop_AUX,0.061224489795918366,0.03940886699507389,0.04580152671755725,0.04922279792746114
pos_prop_VERB,0.08454810495626822,0.054187192118226604,0.089058524173028,0.09585492227979274
pos_prop_PUNCT,0.10787172011661808,0.1206896551724138,0.09669211195928754,0.08031088082901554
pos_prop_ADV,0.061224489795918366,0.07635467980295567,0.07633587786259542,0.06994818652849741
pos_prop_ADJ,0.07871720116618076,0.07881773399014778,0.07888040712468193,0.08290155440414508
pos_prop_PRON,0.026239067055393587,0.017241379310344827,0.022900763358778626,0.025906735751295335
pos_prop_SCONJ,0.029154518950437316,0.019704433497536946,0.022900763358778626,0.007772020725388601
pos_prop_NUM,0.0029154518950437317,,,
pos_prop_CCONJ,0.0641399416909621,0.08866995073891626,0.05089058524173028,0.06217616580310881
pos_prop_PART,0.011661807580174927,0.007389162561576354,0.035623409669211195,0.038860103626943004
pos_prop_X,0.008746355685131196,0.0049261083743842365,,
dependency_distance_mean,3.4569449822018212,3.78873750513779,3.074711941953815,3.2251316069213214
dependency_distance_std,0.7422738095847995,1.1565924264355756,0.9475693550075948,0.8308499653817997
prop_adjacent_dependency_relation_mean,0.48123975509090233,0.48244038360092517,0.43280383217573615,0.46796252545078276
prop_adjacent_dependency_relation_std,0.06790239500571672,0.05096222337463333,0.1257848491751158,0.07257148669222697
connectives,16,19,16,10.0
connectives_cap,3,2,3,2.0
pos_prop_PROPN,,0.029556650246305417,0.002544529262086514,0.0025906735751295338
