,human,continue,explain,create
passed_quality_check,True,True,True,True
n_stop_words,146.0,162.0,146.0,150.0
alpha_ratio,0.8653366583541147,0.898989898989899,0.9157608695652174,0.9192708333333334
mean_word_length,5.9351620947630925,6.371212121212121,6.763586956521739,7.1484375
doc_length,401.0,396.0,368.0,384.0
duplicate_ngram_chr_fraction_5,0.03661662394727206,0.10215427380125087,0.049557522123893805,0.12072304712717882
duplicate_ngram_chr_fraction_6,0.03661662394727206,0.10215427380125087,0.049557522123893805,0.09038089089735313
top_ngram_chr_fraction_2,0.03808128890516294,0.03613620569840167,0.036814159292035395,0.05422853453841188
top_ngram_chr_fraction_3,0.0585865983156353,0.048644892286309936,0.05663716814159292,0.03227888960619755
top_ngram_chr_fraction_4,0.03515195898938118,0.015635858234885336,0.033982300884955755,0.028082633957391866
oov_ratio,0.012468827930174564,0.020202020202020204,0.021739130434782608,0.041666666666666664
flesch_reading_ease,-26.69508620689652,-14.652224719101127,-31.286794015825905,-39.900882352941125
flesch_kincaid_grade,27.789367816091957,19.72503370786517,24.599888724035612,23.997843137254907
smog,25.069318378585024,17.971250198000288,21.932049901544705,20.43454511384308
gunning_fog,30.963218390804595,22.2885393258427,26.663600395647872,25.956530408773677
automated_readability_index,31.81474137931034,20.320926966292134,26.965316518298714,25.10506979062812
coleman_liau_index,22.83781609195402,23.54842696629213,26.033353115727007,27.875141242937854
lix,84.30459770114942,61.05842696629213,72.00024727992087,71.38850116317712
rix,17.75,7.7,12.333333333333334,10.529411764705882
token_length_mean,6.686781609195402,6.974719101123595,7.293768545994065,7.669491525423729
token_length_median,6.0,6.0,6.0,7.0
token_length_std,4.092626954547295,4.446552910543668,4.607411431675243,4.857962916311308
sentence_length_mean,43.5,17.8,28.083333333333332,20.823529411764707
sentence_length_median,36.0,18.0,27.5,23.0
sentence_length_std,34.777866524558405,5.500909015790026,8.693468173800884,8.347139658854946
syllables_per_token_mean,2.2385057471264367,2.404494382022472,2.477744807121662,2.6666666666666665
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.4867267361213372,1.6316332282536639,1.768570887841847,1.9518690641769874
n_tokens,348,356,337,354
n_unique_tokens,195,187,171,173
proportion_unique_tokens,0.5603448275862069,0.5252808988764045,0.5074183976261127,0.4887005649717514
n_characters,2380,2523,2489,2745
n_sentences,8,20,12,17
first_order_coherence,0.7159377081053597,0.667142196313331,0.7910473238338124,0.787345876917243
second_order_coherence,0.7103823125362396,0.6543315036688,0.8040996253490448,0.7335837930440903
entropy,6.124878928539378,7.0318823085115545,6.727778579127728,6.278702512833651
perplexity,457.08936944110434,1132.1596795763357,835.28967355554,533.0965289998311
per_word_perplexity,1.1398737392546243,2.858989089839232,2.2698088955313587,1.3882722109370602
pos_prop_ADP,0.09975062344139651,0.08838383838383838,0.06521739130434782,0.13020833333333334
pos_prop_DET,0.10723192019950124,0.12878787878787878,0.125,0.11458333333333333
pos_prop_ADJ,0.10473815461346633,0.11363636363636363,0.10869565217391304,0.140625
pos_prop_NOUN,0.19950124688279303,0.20454545454545456,0.20652173913043478,0.2864583333333333
pos_prop_AUX,0.02743142144638404,0.022727272727272728,0.043478260869565216,0.036458333333333336
pos_prop_ADV,0.06982543640897755,0.0707070707070707,0.0625,0.036458333333333336
pos_prop_X,0.05486284289276808,0.03282828282828283,0.029891304347826088,0.0078125
pos_prop_PROPN,0.08229426433915212,0.030303030303030304,0.057065217391304345,0.013020833333333334
pos_prop_VERB,0.03740648379052369,0.08333333333333333,0.08695652173913043,0.06510416666666667
pos_prop_PUNCT,0.11471321695760599,0.10101010101010101,0.08423913043478261,0.078125
pos_prop_CCONJ,0.04239401496259352,0.03282828282828283,0.0625,0.052083333333333336
pos_prop_PRON,0.022443890274314215,0.04292929292929293,0.019021739130434784,0.005208333333333333
pos_prop_SCONJ,0.02493765586034913,0.020202020202020204,0.029891304347826088,0.013020833333333334
pos_prop_PART,0.00997506234413965,0.027777777777777776,0.019021739130434784,0.020833333333333332
pos_prop_NUM,0.0024937655860349127,,,
dependency_distance_mean,4.45792931314422,2.930090048141536,3.7252612845781794,3.1415215815388517
dependency_distance_std,1.505064575272529,0.8702492439663451,0.8030978674926832,1.0020534219826693
prop_adjacent_dependency_relation_mean,0.4295003052073281,0.4191778638346144,0.45799959195200907,0.510860687898683
prop_adjacent_dependency_relation_std,0.07245908993529043,0.1124438939913222,0.0875679646673278,0.06726872743541745
connectives,11,11,9,10
connectives_cap,1,0,2,3
duplicate_ngram_chr_fraction_7,,0.05003474635163308,0.049557522123893805,0.051000645577792124
duplicate_ngram_chr_fraction_8,,0.029186935371785964,0.049557522123893805,0.051000645577792124
duplicate_ngram_chr_fraction_9,,,0.049557522123893805,0.051000645577792124
duplicate_ngram_chr_fraction_10,,,0.049557522123893805,0.051000645577792124
