,human,continue,explain,create
entropy,6.79567478308315,3.571798976148213,3.2717806884802583,6.527568039543887
perplexity,893.9722935005582,35.58054416149761,26.358233381580355,683.7333753731201
per_word_perplexity,2.201902200740291,0.16472474148841487,0.1365711574175148,1.9205993690256182
flesch_reading_ease,-30.906573426573374,-37.30519102324337,-15.128734746306975,-35.08482954545454
flesch_kincaid_grade,25.497280497280503,21.038455784130374,20.14481695568401,23.27678030303031
smog,23.14225124430115,15.562485235769564,18.363090066077017,19.723128387495304
gunning_fog,28.148251748251752,22.421480096179536,22.486576750160566,24.613636363636367
automated_readability_index,27.118818958818956,21.816748597381782,20.25267180475273,24.90686363636364
coleman_liau_index,23.963304843304844,28.862741116751263,22.698497109826594,27.73793939393939
lix,76.35353535353535,58.08415709324072,62.57482337829158,68.80681818181819
rix,14.181818181818182,4.947368421052632,8.333333333333334,9.9375
passed_quality_check,True,,True,True
n_stop_words,167.0,84.0,85.0,160.0
alpha_ratio,0.8645320197044335,0.8842592592592593,0.8963730569948186,0.9269662921348315
mean_word_length,6.1182266009852215,7.458333333333333,6.2072538860103625,7.162921348314606
doc_length,406.0,216.0,193.0,356.0
duplicate_ngram_chr_fraction_5,0.020451339915373765,0.18040951853901493,,0.029176797499131643
duplicate_ngram_chr_fraction_6,0.020451339915373765,0.13613724405091313,,
duplicate_ngram_chr_fraction_7,0.020451339915373765,0.13613724405091313,,
top_ngram_chr_fraction_2,0.009873060648801129,0.053126729385722195,0.015339663988312637,0.024313997915943037
top_ngram_chr_fraction_3,0.01234132581100141,0.0774764803541782,,0.048627995831886074
top_ngram_chr_fraction_4,0.006346967559943582,,,0.04063911080236193
oov_ratio,0.034482758620689655,0.037037037037037035,0.02072538860103627,0.016853932584269662
dependency_distance_mean,3.78873750513779,1.9622160157478714,2.8555076371599806,3.2140451684675213
dependency_distance_std,1.1565924264355756,1.1782208108327334,0.926474975575301,0.9887595655380219
prop_adjacent_dependency_relation_mean,0.48244038360092517,0.4931402392621229,0.5093661617702133,0.4589244192060141
prop_adjacent_dependency_relation_std,0.05096222337463333,0.13628548019003967,0.09182019282792674,0.12962718424058942
pos_prop_VERB,0.054187192118226604,0.08796296296296297,0.08808290155440414,0.07865168539325842
pos_prop_PRON,0.017241379310344827,0.023148148148148147,0.025906735751295335,0.019662921348314606
pos_prop_ADP,0.10098522167487685,0.09722222222222222,0.11917098445595854,0.12078651685393259
pos_prop_DET,0.10837438423645321,0.12037037037037036,0.09326424870466321,0.15168539325842698
pos_prop_NOUN,0.2536945812807882,0.2916666666666667,0.27979274611398963,0.2808988764044944
pos_prop_ADJ,0.07881773399014778,0.10185185185185185,0.06217616580310881,0.08146067415730338
pos_prop_PUNCT,0.1206896551724138,0.08796296296296297,0.10362694300518134,0.07303370786516854
pos_prop_ADV,0.07635467980295567,0.06481481481481481,0.06217616580310881,0.05337078651685393
pos_prop_CCONJ,0.08866995073891626,0.037037037037037035,0.05181347150259067,0.05337078651685393
pos_prop_PROPN,0.029556650246305417,,,
pos_prop_AUX,0.03940886699507389,0.041666666666666664,0.05699481865284974,0.05056179775280899
pos_prop_SCONJ,0.019704433497536946,0.013888888888888888,0.031088082901554404,0.016853932584269662
pos_prop_PART,0.007389162561576354,0.027777777777777776,0.02072538860103627,0.016853932584269662
pos_prop_X,0.0049261083743842365,0.004629629629629629,,0.0028089887640449437
token_length_mean,6.92022792022792,8.081218274111675,6.809248554913295,7.648484848484848
token_length_median,6.0,6.0,6.0,6.0
token_length_std,4.474609082789117,5.611219954586734,4.305330210501565,5.127827894580424
sentence_length_mean,31.90909090909091,10.368421052631579,19.22222222222222,20.625
sentence_length_median,31.0,12.0,16.0,19.5
sentence_length_std,16.188966756037864,6.49056421451284,7.539197979416611,7.801241888314962
syllables_per_token_mean,2.427350427350427,2.761421319796954,2.393063583815029,2.6121212121212123
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.6571501262765351,1.8901115939854065,1.6257886948647915,1.8060097613343329
n_tokens,351,197.0,173,330
n_unique_tokens,216,107.0,119,188
proportion_unique_tokens,0.6153846153846154,0.5431472081218274,0.6878612716763006,0.5696969696969697
n_characters,2484,1611.0,1198,2550
n_sentences,11,19.0,9,16
first_order_coherence,0.58912563174963,0.19847934876775575,0.5817896276712418,0.781969956556956
second_order_coherence,0.6701116462548574,0.34089698445271044,0.546695952968938,0.7674667515924999
connectives,19,2.0,9,11
connectives_cap,2,0.0,2,2
duplicate_ngram_chr_fraction_8,,0.07969009407858328,,
pos_prop_NUM,,,0.0051813471502590676,
