,human,continue,create,explain
dependency_distance_mean,4.1275531296322185,3.0171789637130546,3.076165295411212,3.9453681529568096
dependency_distance_std,1.5639103059267876,1.155982256164336,1.1187717791098146,0.9242731762585482
prop_adjacent_dependency_relation_mean,0.44113974052413263,0.5207183157751339,0.416601663518476,0.44693525416694085
prop_adjacent_dependency_relation_std,0.08474528987570322,0.08748920641904126,0.12758505146055713,0.06063594542314327
first_order_coherence,0.6397734528238123,0.6598270831718331,0.7038162626002146,0.824387479912151
second_order_coherence,0.6037228986620903,0.616193474456668,0.6912594755942171,0.8251638293266297
token_length_mean,6.805491990846682,7.54932735426009,7.547085201793722,7.2844311377245505
token_length_median,6.0,6.0,7.0,6.0
token_length_std,4.371864177059823,4.988869853734698,4.62070578994432,4.622898953716807
sentence_length_mean,36.416666666666664,20.272727272727273,18.583333333333332,27.833333333333332
sentence_length_median,30.5,23.0,20.0,27.5
sentence_length_std,31.287533015919017,8.47553601513212,6.356864181514516,7.559026980299045
syllables_per_token_mean,2.3043478260869565,2.632286995515695,2.609865470852018,2.497005988023952
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.6657278555118171,1.8808064457150926,1.7282385547375338,1.7590629360934746
n_tokens,437,446,446.0,334
n_unique_tokens,233,201,209.0,174
proportion_unique_tokens,0.5331807780320366,0.45067264573991034,0.46860986547085204,0.5209580838323353
n_characters,3044,3420,3408.0,2461
n_sentences,12,22,24.0,12
entropy,7.974884206401921,9.068366329435975,8.79890164126087,6.708874338391231
perplexity,2907.021238163313,8676.437780220935,6626.961226680529,819.647474267798
per_word_perplexity,5.733769700519354,17.3876508621662,13.57983857926338,2.2642195421762374
flesch_reading_ease,-25.075742753623132,-36.43329800244592,-32.82170216741403,-32.662539920159674
flesch_kincaid_grade,25.80380434782609,23.377350183448836,22.45391255605381,24.72967065868264
smog,22.98722837354014,20.224005660618737,19.865919216924105,22.14776957754932
gunning_fog,27.83897787948131,25.777252344068486,25.90866965620329,27.06147704590818
automated_readability_index,28.8322006102212,24.26369547492866,23.4084379671151,26.7963373253493
coleman_liau_index,23.403478260869566,27.129955156950675,26.98403587443946,25.96898203592814
lix,76.69126620900076,67.58214431308602,69.48019431988043,71.24650698602794
rix,14.666666666666666,9.590909090909092,9.458333333333334,12.083333333333334
pos_prop_ADP,0.09467455621301775,0.12024048096192384,0.0860655737704918,0.08011049723756906
pos_prop_DET,0.11045364891518737,0.11623246492985972,0.1168032786885246,0.1298342541436464
pos_prop_ADJ,0.09861932938856016,0.10220440881763528,0.14754098360655737,0.1298342541436464
pos_prop_NOUN,0.20118343195266272,0.2785571142284569,0.2540983606557377,0.21823204419889503
pos_prop_AUX,0.03353057199211045,0.03406813627254509,0.036885245901639344,0.04696132596685083
pos_prop_ADV,0.0670611439842209,0.05410821643286573,0.0430327868852459,0.03867403314917127
pos_prop_X,0.04930966469428008,0.008016032064128256,0.020491803278688523,0.03591160220994475
pos_prop_PROPN,0.08678500986193294,0.022044088176352707,0.01639344262295082,0.04143646408839779
pos_prop_VERB,0.04142011834319527,0.056112224448897796,0.0778688524590164,0.0718232044198895
pos_prop_PUNCT,0.11834319526627218,0.1062124248496994,0.0860655737704918,0.07734806629834254
pos_prop_CCONJ,0.047337278106508875,0.04208416833667335,0.06147540983606557,0.06353591160220995
pos_prop_PRON,0.01775147928994083,0.018036072144288578,0.02459016393442623,0.03591160220994475
pos_prop_SCONJ,0.021696252465483234,0.022044088176352707,0.010245901639344262,0.024861878453038673
pos_prop_PART,0.009861932938856016,0.02004008016032064,0.018442622950819672,0.0055248618784530384
pos_prop_NUM,0.0019723865877712033,,,
passed_quality_check,True,True,,True
n_stop_words,185.0,198.0,183.0,152.0
alpha_ratio,0.8599605522682445,0.8877755511022044,0.9098360655737705,0.9226519337016574
mean_word_length,6.003944773175542,6.8537074148296595,6.983606557377049,6.798342541436464
doc_length,507.0,499.0,488.0,362.0
duplicate_ngram_chr_fraction_5,0.04878048780487805,0.09676584734799483,0.17570724111082273,0.024337866857551897
duplicate_ngram_chr_fraction_6,0.04878048780487805,0.05226390685640362,0.10277705683882689,0.024337866857551897
top_ngram_chr_fraction_2,0.012625538020086082,0.04346701164294955,0.054502984687256686,0.03722261989978525
top_ngram_chr_fraction_3,0.015781922525107604,0.04346701164294955,0.051907604464053986,0.0572655690765927
top_ngram_chr_fraction_4,0.04131994261119082,0.02483829236739974,0.024915650142745913,0.05153901216893343
oov_ratio,0.01775147928994083,0.04208416833667335,0.03483606557377049,0.024861878453038673
connectives,14,17,12.0,7
connectives_cap,1,1,2.0,2
duplicate_ngram_chr_fraction_7,,0.05226390685640362,0.0716324941603945,0.024337866857551897
duplicate_ngram_chr_fraction_8,,0.03001293661060802,,
