,human,continue,explain,create
dependency_distance_mean,3.7413793189849365,2.4738003668258934,3.2033307377658984,3.116933059895016
dependency_distance_std,1.4153377771643474,0.9449237994506833,1.1024990142822584,0.8830008079741644
prop_adjacent_dependency_relation_mean,0.4628745558146006,0.4998745253361367,0.49017087028169204,0.4817153496664367
prop_adjacent_dependency_relation_std,0.06737055857844373,0.134712446378902,0.06788266824998822,0.10184597437110045
first_order_coherence,0.5714542597532273,0.5724315281175743,0.7280215507461911,0.7711155900829717
second_order_coherence,0.6110167333057949,0.5251644720081929,0.737800395488739,0.7670250462575091
flesch_reading_ease,-21.86311243297581,-16.70229551451186,-28.39573636363636,-15.791357142857123
flesch_kincaid_grade,22.100266420911527,18.835656446183247,21.45452727272728,20.157190476190475
smog,19.78447435784618,15.990984468030547,17.59159266519811,19.337601889440617
gunning_fog,23.909450402144774,20.742098080247477,21.85818181818182,24.59703703703704
automated_readability_index,23.53718833780161,18.459733418251297,21.959287272727273,22.061587301587302
coleman_liau_index,24.515924932975867,23.57604221635884,25.991146666666662,25.131640211640214
lix,67.28032841823057,55.549176599035576,61.578787878787885,65.46084656084656
rix,10.25,5.551724137931035,7.590909090909091,8.8
entropy,7.60527545385212,8.622783622110681,7.072951181083118,8.507639432677138
perplexity,2008.7651396048511,5556.833008161696,1179.6241869338648,4952.458667124679
per_word_perplexity,4.628491105080302,13.199128285419706,2.8153321883863125,11.962460548610336
token_length_mean,7.072386058981233,7.08179419525066,7.402666666666667,7.227513227513228
token_length_median,5.0,5.0,6.0,6.0
token_length_std,5.249548831988355,4.979764959312105,5.40325761822337,4.719214876868592
sentence_length_mean,23.3125,13.068965517241379,17.045454545454547,18.9
sentence_length_median,19.0,13.0,16.5,20.0
sentence_length_std,13.989812141340568,5.717070834775919,5.547130894167253,5.647123161398199
syllables_per_token_mean,2.423592493297587,2.4854881266490767,2.576,2.4047619047619047
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.921427352918706,1.8961634537999539,2.069192435065751,1.5524953702113216
n_tokens,373,379.0,375,378.0
n_unique_tokens,225,169.0,228,178.0
proportion_unique_tokens,0.6032171581769437,0.44591029023746703,0.608,0.4708994708994709
n_characters,2699,2726.0,2820,2768.0
n_sentences,16,29.0,22,20.0
pos_prop_DET,0.12442396313364056,0.15201900237529692,0.13126491646778043,0.1497584541062802
pos_prop_NOUN,0.23963133640552994,0.23040380047505937,0.2386634844868735,0.2777777777777778
pos_prop_PUNCT,0.12211981566820276,0.0997624703087886,0.10501193317422435,0.08695652173913043
pos_prop_ADJ,0.06682027649769585,0.0665083135391924,0.0954653937947494,0.10628019323671498
pos_prop_ADP,0.11059907834101383,0.07363420427553444,0.10978520286396182,0.10144927536231885
pos_prop_X,0.01152073732718894,,0.007159904534606206,
pos_prop_NUM,0.016129032258064516,,0.002386634844868735,
pos_prop_AUX,0.04377880184331797,0.05938242280285035,0.0477326968973747,0.03864734299516908
pos_prop_VERB,0.041474654377880185,0.07363420427553444,0.07159904534606205,0.07246376811594203
pos_prop_PROPN,0.04377880184331797,0.023752969121140142,0.028639618138424822,
pos_prop_CCONJ,0.05069124423963134,0.0665083135391924,0.045346062052505964,0.06280193236714976
pos_prop_ADV,0.08986175115207373,0.0855106888361045,0.06682577565632458,0.04106280193236715
pos_prop_PART,0.009216589861751152,0.021377672209026127,0.00954653937947494,0.021739130434782608
pos_prop_PRON,0.027649769585253458,0.028503562945368172,0.028639618138424822,0.024154589371980676
pos_prop_SCONJ,0.002304147465437788,0.019002375296912115,0.011933174224343675,0.016908212560386472
passed_quality_check,True,,True,
n_stop_words,185.0,187.0,179.0,187.0
alpha_ratio,0.8456221198156681,0.8907363420427553,0.8926014319809069,0.9082125603864735
mean_word_length,6.21889400921659,6.475059382422803,6.730310262529833,6.685990338164252
doc_length,434.0,421.0,419.0,414.0
duplicate_ngram_chr_fraction_5,0.02342987308818744,0.2815721649484536,,0.19236883942766295
top_ngram_chr_fraction_2,0.009111617312072893,0.009664948453608248,0.006261740763932373,0.02003179650238474
top_ngram_chr_fraction_3,0.011389521640091117,0.01675257731958763,0.008453350031308704,0.03688394276629571
top_ngram_chr_fraction_4,0.01171493654409372,0.03962628865979381,,0.04197138314785374
oov_ratio,0.04608294930875576,0.0023752969121140144,0.03341288782816229,0.014492753623188406
connectives,24,11.0,10,13.0
connectives_cap,2,4.0,0,4.0
duplicate_ngram_chr_fraction_6,,0.22164948453608246,,0.1386327503974563
duplicate_ngram_chr_fraction_7,,0.22164948453608246,,0.1386327503974563
duplicate_ngram_chr_fraction_8,,0.07087628865979381,,
duplicate_ngram_chr_fraction_9,,0.07087628865979381,,
duplicate_ngram_chr_fraction_10,,0.03286082474226804,,
