,human,continue,explain,create
passed_quality_check,True,True,True,True
n_stop_words,150.0,169.0,173.0,166.0
alpha_ratio,0.8305882352941176,0.8673218673218673,0.8869346733668342,0.8676470588235294
mean_word_length,6.247058823529412,6.619164619164619,6.263819095477387,6.634803921568627
doc_length,425.0,407.0,398.0,408.0
duplicate_ngram_chr_fraction_5,0.011314475873544094,,,
duplicate_ngram_chr_fraction_6,0.005990016638935108,,,
top_ngram_chr_fraction_2,0.011980033277870216,0.014773473407747865,0.00843585237258348,0.00914733747141457
top_ngram_chr_fraction_3,0.014975041597337771,,,
top_ngram_chr_fraction_4,0.009317803660565723,,,
oov_ratio,0.047058823529411764,0.044226044226044224,0.04020100502512563,0.0392156862745098
flesch_reading_ease,-33.29362928148336,-31.806662181303096,-20.947106055240766,-36.61736100815418
flesch_kincaid_grade,21.88925701776977,22.080468838526915,21.661967067988673,23.00839140103781
smog,17.946242345024807,18.35118385865746,19.78447435784618,18.91074014890321
gunning_fog,23.188720061807885,23.150651558073655,24.235764872521244,23.811712379540406
automated_readability_index,21.05711820757147,22.61992917847025,22.264366147308785,23.124330615270573
coleman_liau_index,25.380849858356935,26.49801699716713,23.63524079320113,26.574985915492956
lix,63.070950296162756,63.542351274787535,67.67156515580737,67.41660489251298
rix,7.545454545454546,8.1,10.0625,9.105263157894736
token_length_mean,7.317280453257791,7.478753541076487,6.934844192634561,7.476056338028169
token_length_median,6.0,6.0,6.0,6.0
token_length_std,5.060670041864096,5.124537055456075,4.588908112715071,5.232764189914214
sentence_length_mean,16.045454545454547,17.65,22.0625,18.68421052631579
sentence_length_median,13.5,16.5,22.5,18.0
sentence_length_std,10.939824133235218,4.85051543652837,10.395123556264254,5.292026092736599
syllables_per_token_mean,2.6458923512747874,2.6090651558073654,2.4277620396600565,2.6535211267605634
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,2.1387670483237113,2.0954902280941345,1.7767844495610805,2.040700720990771
n_tokens,353,353,353,355
n_unique_tokens,238,217,213,215
proportion_unique_tokens,0.6742209631728046,0.6147308781869688,0.603399433427762,0.6056338028169014
n_characters,2655,2694,2493,2707
n_sentences,22,20,16,19
first_order_coherence,0.5321867409206572,0.7157391937155473,0.7934325575828552,0.7707181308004591
second_order_coherence,0.3977258563041687,0.7208126617802514,0.7903523359979902,0.752261245951933
entropy,6.198448144861076,7.551354210644718,6.773503460264496,7.44489887467039
perplexity,491.9849589873491,1903.3184810394237,874.3698541825203,1711.112246613186
per_word_perplexity,1.1576116682055273,4.6764581843720485,2.1969091813631163,4.193902565228397
pos_prop_PROPN,0.09411764705882353,0.03931203931203931,0.022613065326633167,0.0196078431372549
pos_prop_VERB,0.04941176470588235,0.09090909090909091,0.08793969849246232,0.09313725490196079
pos_prop_NOUN,0.22588235294117648,0.22358722358722358,0.2185929648241206,0.23529411764705882
pos_prop_CCONJ,0.04941176470588235,0.04668304668304668,0.04773869346733668,0.04656862745098039
pos_prop_ADV,0.08235294117647059,0.05405405405405406,0.07537688442211055,0.031862745098039214
pos_prop_ADP,0.0988235294117647,0.07371007371007371,0.09547738693467336,0.09313725490196079
pos_prop_PRON,0.02823529411764706,0.03194103194103194,0.03768844221105527,0.0196078431372549
pos_prop_DET,0.08470588235294117,0.13267813267813267,0.09798994974874371,0.12990196078431374
pos_prop_ADJ,0.07529411764705882,0.07125307125307126,0.09045226130653267,0.09313725490196079
pos_prop_PUNCT,0.14823529411764705,0.13267813267813267,0.11306532663316583,0.12990196078431374
pos_prop_AUX,0.03058823529411765,0.056511056511056514,0.04773869346733668,0.03676470588235294
pos_prop_SCONJ,0.011764705882352941,0.012285012285012284,0.02763819095477387,0.024509803921568627
pos_prop_PART,0.01647058823529412,0.02702702702702703,0.035175879396984924,0.041666666666666664
pos_prop_X,0.004705882352941176,0.007371007371007371,0.002512562814070352,0.004901960784313725
dependency_distance_mean,2.671450028717555,3.2151763934299096,3.4760833305065386,3.261175453008544
dependency_distance_std,1.2745965659287886,0.7446977780348253,0.990209306580403,0.7957650887146153
prop_adjacent_dependency_relation_mean,0.5032327238128826,0.46115764561413386,0.47104999934174163,0.48459383509717496
prop_adjacent_dependency_relation_std,0.09875431735194931,0.085574210939312,0.04686815134347711,0.08729516960005027
connectives,9,7,12,7
connectives_cap,4,3,4,3
