,human,continue,explain,create
pos_prop_ADP,0.09812108559498957,0.0880503144654088,0.0859538784067086,0.0782608695652174
pos_prop_DET,0.14822546972860126,0.16561844863731656,0.18448637316561844,0.1782608695652174
pos_prop_ADJ,0.11482254697286012,0.08176100628930817,0.10062893081761007,0.10869565217391304
pos_prop_NOUN,0.22338204592901878,0.21174004192872117,0.2348008385744235,0.21304347826086956
pos_prop_PUNCT,0.1127348643006263,0.0859538784067086,0.09643605870020965,0.0782608695652174
pos_prop_PRON,0.037578288100208766,0.04821802935010482,0.03773584905660377,0.0391304347826087
pos_prop_PROPN,0.05636743215031315,0.05241090146750524,0.0440251572327044,0.06304347826086956
pos_prop_ADV,0.054279749478079335,0.06708595387840671,0.0440251572327044,0.04782608695652174
pos_prop_NUM,0.006263048016701462,,,
pos_prop_VERB,0.07933194154488518,0.09014675052410902,0.09224318658280922,0.08043478260869565
pos_prop_AUX,0.025052192066805846,0.020964360587002098,0.027253668763102725,0.01956521739130435
pos_prop_CCONJ,0.022964509394572025,0.04612159329140461,0.033542976939203356,0.05652173913043478
pos_prop_SCONJ,0.0020876826722338203,0.027253668763102725,0.014675052410901468,0.02391304347826087
pos_prop_X,0.008350730688935281,,,
pos_prop_PART,0.010438413361169102,0.014675052410901468,0.0041928721174004195,0.013043478260869565
flesch_reading_ease,-19.19605870020962,7.5998445919939,-13.262327512516777,-6.027190775681333
flesch_kincaid_grade,21.788647798742137,16.681353926097,20.744545121504455,19.951855345911955
smog,19.946969662950774,16.728156217252725,19.287186520377343,19.56531514623526
gunning_fog,24.139203354297695,19.78017705927637,23.18041274880938,23.478825995807128
automated_readability_index,22.97341457023061,16.013997305619704,21.81115398705581,20.50732966457023
coleman_liau_index,23.67349056603773,18.043048498845256,22.718143851508113,20.59481132075471
lix,69.31027253668763,54.30032717474981,66.07168152399561,63.64989517819707
rix,10.777777777777779,6.541666666666667,9.842105263157896,9.444444444444445
token_length_mean,6.92688679245283,6.034642032332563,6.77262180974478,6.403301886792453
token_length_median,6.0,5.0,6.0,5.0
token_length_std,4.2755153861695705,3.4206546817145727,4.250212752244141,3.860184818553727
sentence_length_mean,23.555555555555557,18.041666666666668,22.68421052631579,23.555555555555557
sentence_length_median,25.0,19.5,24.0,26.0
sentence_length_std,13.250669677928745,9.606764832947436,6.537765847097015,7.733205618357918
syllables_per_token_mean,2.3891509433962264,2.138568129330254,2.3294663573085845,2.233490566037736
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.6287439412850304,1.3436068037372115,1.6243619323855294,1.510876006333668
n_tokens,424,433.0,431,424.0
n_unique_tokens,285,173.0,257,190.0
proportion_unique_tokens,0.6721698113207547,0.3995381062355658,0.5962877030162413,0.4481132075471698
n_characters,2992,2657.0,2965,2751.0
n_sentences,18,24.0,19,18.0
dependency_distance_mean,3.458153047355422,2.848046452015126,3.586540352103782,3.695308533553605
dependency_distance_std,1.2274825965422353,1.3472594915900478,0.8407408553443105,1.2522572322258563
prop_adjacent_dependency_relation_mean,0.37080710557943375,0.40205258674756705,0.4394954117470605,0.429326995990553
prop_adjacent_dependency_relation_std,0.10502470771085073,0.14441569369171173,0.07376754056357519,0.06454988485043246
passed_quality_check,True,,True,
n_stop_words,176.0,206.0,197.0,206.0
alpha_ratio,0.8747390396659708,0.89937106918239,0.9035639412997903,0.9195652173913044
mean_word_length,6.246346555323591,5.570230607966457,6.215932914046122,5.980434782608696
doc_length,479.0,477.0,477.0,460.0
top_ngram_chr_fraction_2,0.007318501170960188,0.040789899643897704,0.008836524300441826,0.026465028355387523
oov_ratio,0.1127348643006263,0.05241090146750524,0.06708595387840671,0.0782608695652174
entropy,6.793621280978427,9.154021394365234,7.653625059461109,9.202143551952313
perplexity,892.1384031076212,9452.375781734083,2108.2743736325456,9918.366823053686
per_word_perplexity,1.862501885402132,19.816301429211915,4.419862418516867,21.561667006638448
first_order_coherence,0.447809060158975,0.4950654565802087,0.78384154703882,0.6803986899938215
second_order_coherence,0.34284832142293453,0.41259417649019847,0.7492089902653414,0.6599292112514377
connectives,10,19.0,15,18.0
connectives_cap,0,1.0,2,4.0
duplicate_ngram_chr_fraction_5,,0.17254775008093234,,0.2741020793950851
duplicate_ngram_chr_fraction_6,,0.13985108449336356,,0.2741020793950851
duplicate_ngram_chr_fraction_7,,0.11848494658465523,,0.203528670447385
duplicate_ngram_chr_fraction_8,,0.11848494658465523,,0.16698172652804033
duplicate_ngram_chr_fraction_9,,0.06345095500161865,,0.16698172652804033
duplicate_ngram_chr_fraction_10,,0.06345095500161865,,0.12791430371770637
top_ngram_chr_fraction_3,,0.03237293622531564,0.011487481590574375,0.015122873345935728
top_ngram_chr_fraction_4,,0.028164454516024603,,
