,human,create,explain,continue
pos_prop_PUNCT,0.14717741935483872,0.1165644171779141,0.1168032786885246,0.11836734693877551
pos_prop_SCONJ,0.012096774193548387,0.016359918200409,0.01639344262295082,0.026530612244897958
pos_prop_NOUN,0.23588709677419356,0.2147239263803681,0.23565573770491804,0.21224489795918366
pos_prop_VERB,0.08266129032258064,0.08997955010224949,0.09631147540983606,0.09591836734693877
pos_prop_DET,0.1431451612903226,0.1738241308793456,0.13934426229508196,0.17346938775510204
pos_prop_ADV,0.05443548387096774,0.049079754601226995,0.06147540983606557,0.05918367346938776
pos_prop_ADJ,0.08870967741935484,0.09611451942740286,0.09221311475409837,0.05918367346938776
pos_prop_PROPN,0.020161290322580645,0.010224948875255624,0.020491803278688523,0.00816326530612245
pos_prop_PRON,0.046370967741935484,0.04703476482617587,0.0471311475409836,0.05714285714285714
pos_prop_ADP,0.10080645161290322,0.0736196319018405,0.09631147540983606,0.07755102040816327
pos_prop_PART,0.012096774193548387,0.018404907975460124,0.00819672131147541,0.018367346938775512
pos_prop_CCONJ,0.04032258064516129,0.05112474437627812,0.045081967213114756,0.05102040816326531
pos_prop_AUX,0.016129032258064516,0.032719836400818,0.02459016393442623,0.04081632653061224
flesch_reading_ease,-14.18799999999996,8.695757575757597,1.3414647432664424,29.974551282051294
flesch_kincaid_grade,22.243933806146575,16.924663299663298,17.727541612024613,13.206203703703707
smog,20.767830509875136,16.41549244079856,17.32376638963535,14.16338327113693
gunning_fog,24.802458628841606,18.873063973063974,20.674306466256432,15.62763532763533
automated_readability_index,24.225886524822698,17.37866792929293,18.855087259154644,13.50227564102564
coleman_liau_index,22.544964539007093,18.88453703703704,21.21559164733178,15.656851851851847
lix,69.80756501182033,55.74747474747474,57.71824876424896,47.63390313390313
rix,11.733333333333333,7.090909090909091,7.304347826086956,5.153846153846154
token_length_mean,6.699763593380615,6.155092592592593,6.5638051044083525,5.652777777777778
token_length_median,6.0,5.0,5.0,5.0
token_length_std,4.255123452290205,3.6844922750305704,4.066727467647966,3.3740282094293
sentence_length_mean,28.2,19.636363636363637,18.73913043478261,16.615384615384617
sentence_length_median,26.0,18.5,21.0,18.0
sentence_length_std,10.283968105745952,8.52560557457493,6.614985565098765,7.555318672080376
syllables_per_token_mean,2.2742316784869976,2.1064814814814814,2.2041763341067284,1.8912037037037037
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.5284451263439918,1.325586742774696,1.409309849525266,1.134360823117283
n_tokens,423,432,431,432
n_unique_tokens,274,226,264,216
proportion_unique_tokens,0.6477541371158393,0.5231481481481481,0.6125290023201856,0.5
n_characters,2907,2716,2886,2500
n_sentences,15,22,23,26
dependency_distance_mean,3.675678340167148,3.1076691038952515,3.3471358642704403,2.7590371544359207
dependency_distance_std,0.7489887628677275,1.0223267128570261,0.9930556786959283,1.1632845906365388
prop_adjacent_dependency_relation_mean,0.44668991415028925,0.4308082961079013,0.4065704894489826,0.4144654441704798
prop_adjacent_dependency_relation_std,0.06602971445216604,0.06055009124611412,0.10275299711548676,0.15368622086036487
passed_quality_check,True,True,True,True
n_stop_words,199.0,227.0,210.0,239.0
alpha_ratio,0.8508064516129032,0.8813905930470347,0.8811475409836066,0.8755102040816326
mean_word_length,5.860887096774194,5.554192229038855,5.913934426229508,5.1020408163265305
doc_length,496.0,489.0,488.0,490.0
top_ngram_chr_fraction_2,0.012008405884118884,0.009532888465204958,0.0075392038600723766,0.014329580348004094
oov_ratio,0.06451612903225806,0.028629856850715747,0.045081967213114756,0.00816326530612245
entropy,8.64821805272522,8.805532389031477,8.346064928364022,8.676165822434807
perplexity,5699.980613777663,6671.0489407833265,4213.567387683196,5861.529307121489
per_word_perplexity,11.491896398745288,13.642226872767539,8.634359400990157,11.962304708411203
first_order_coherence,0.77262943983078,0.6090607949576917,0.7388049486008558,0.5748002798482775
second_order_coherence,0.7512535223594079,0.5539286591112613,0.7333733389774958,0.4852926367893815
connectives,14,13,22,18
connectives_cap,2,3,5,6
pos_prop_X,,0.0081799591002045,,0.0020408163265306124
pos_prop_NUM,,0.002044989775051125,,
duplicate_ngram_chr_fraction_5,,0.08738481093104544,,0.10849539406345957
duplicate_ngram_chr_fraction_6,,0.07530981887511916,,0.07028317980211532
duplicate_ngram_chr_fraction_7,,0.02986971719097553,,0.04367110201296486
top_ngram_chr_fraction_3,,0.021607880521131235,,0.02320027294438758
top_ngram_chr_fraction_4,,0.020972354623450904,,0.03002388263391334
duplicate_ngram_chr_fraction_8,,,,0.04367110201296486
duplicate_ngram_chr_fraction_9,,,,0.04367110201296486
duplicate_ngram_chr_fraction_10,,,,0.04367110201296486
