,create,human,explain,continue
flesch_reading_ease,-0.8291176470588084,-7.357694954128419,-1.5741428571428173,6.77429361179361
flesch_kincaid_grade,18.34352941176471,21.055237003058107,17.652476190476197,16.07474337974338
smog,16.63371718428618,20.267338824336647,17.410965686947208,14.937675812826573
gunning_fog,19.176470588235293,24.11100917431193,21.600952380952386,17.345836745836746
automated_readability_index,19.323529411764703,23.566192660550456,19.28116071428571,17.467461097461097
coleman_liau_index,21.11294117647059,22.277798165137607,22.77559523809524,21.35615615615615
lix,57.64705882352941,66.08792048929664,58.46666666666667,56.57780507780508
rix,7.529411764705882,10.583333333333334,7.0,6.2727272727272725
entropy,6.492985269787318,6.50403713453683,5.835220091807249,5.962717950232716
perplexity,660.4921703637784,667.8323269952353,342.1400279812722,388.6650622502424
per_word_perplexity,1.715564078866957,1.6950059060792775,0.9123734079500593,1.0447985544361353
pos_prop_NOUN,0.24415584415584415,0.23096446700507614,0.24,0.21505376344086022
pos_prop_PUNCT,0.11948051948051948,0.1649746192893401,0.104,0.10483870967741936
pos_prop_ADP,0.1038961038961039,0.07360406091370558,0.096,0.11559139784946236
pos_prop_PROPN,0.03896103896103896,0.02284263959390863,0.0026666666666666666,0.043010752688172046
pos_prop_DET,0.14545454545454545,0.12944162436548223,0.10933333333333334,0.13978494623655913
pos_prop_NUM,0.0025974025974025974,,,0.005376344086021506
pos_prop_AUX,0.03636363636363636,0.050761421319796954,0.058666666666666666,0.03763440860215054
pos_prop_ADV,0.05454545454545454,0.07614213197969544,0.07466666666666667,0.08870967741935484
pos_prop_VERB,0.08051948051948052,0.06598984771573604,0.104,0.06451612903225806
pos_prop_ADJ,0.08311688311688312,0.06852791878172589,0.08,0.07795698924731183
pos_prop_PRON,0.025974025974025976,0.03807106598984772,0.04,0.043010752688172046
pos_prop_CCONJ,0.03636363636363636,0.04568527918781726,0.042666666666666665,0.04032258064516129
pos_prop_SCONJ,0.015584415584415584,0.02030456852791878,0.02666666666666667,0.016129032258064516
pos_prop_PART,0.012987012987012988,0.01015228426395939,0.018666666666666668,0.008064516129032258
passed_quality_check,True,True,True,
n_stop_words,164.0,159.0,166.0,175.0
alpha_ratio,0.8779220779220779,0.8274111675126904,0.8933333333333333,0.8870967741935484
mean_word_length,5.883116883116883,5.697969543147208,6.250666666666667,6.059139784946237
doc_length,385.0,394.0,375.0,372.0
duplicate_ngram_chr_fraction_5,0.02689204763734153,0.009316770186335404,,0.17059050559629488
top_ngram_chr_fraction_2,0.013830195927775643,0.004658385093167702,0.013427825438269302,0.011578541103820918
top_ngram_chr_fraction_3,0.016135228582404917,0.009316770186335404,0.010070869078701977,0.011578541103820918
oov_ratio,0.023376623376623377,0.050761421319796954,0.048,0.053763440860215055
first_order_coherence,0.5841074818745255,0.6541202203793959,0.7576420244417692,0.5091927042674451
second_order_coherence,0.6147746766606966,0.715140289068222,0.7353138228257498,0.4413691837340593
dependency_distance_mean,3.371579391146332,4.058311776840772,3.2345409255676287,2.3845671099949173
dependency_distance_std,1.1084645602626804,1.1615365558677255,0.844328510185573,1.3354235842077906
prop_adjacent_dependency_relation_mean,0.4598528728270165,0.4651814150104388,0.4636736910596436,0.4204908384320149
prop_adjacent_dependency_relation_std,0.08006612730366679,0.06575402125352965,0.05935104493914564,0.18667014233856397
token_length_mean,6.529411764705882,6.660550458715596,6.8601190476190474,6.651651651651652
token_length_median,5.0,5.0,6.0,5.0
token_length_std,4.143991356151892,4.224336475381649,4.2245123680411245,4.368049293380762
sentence_length_mean,20.0,27.25,16.8,15.136363636363637
sentence_length_median,22.0,23.0,17.0,15.5
sentence_length_std,5.90114644893386,12.767961205037135,5.635601121442148,8.802352240093422
syllables_per_token_mean,2.2147058823529413,2.2048929663608563,2.261904761904762,2.1831831831831834
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.5617924003304995,1.4199024078685891,1.39616010491231,1.5342200978954303
n_tokens,340,327,336,333.0
n_unique_tokens,195,207,209,190.0
proportion_unique_tokens,0.5735294117647058,0.6330275229357798,0.6220238095238095,0.5705705705705706
n_characters,2265,2245,2344,2254.0
n_sentences,17,12,20,22.0
connectives,16,12,13,10.0
connectives_cap,2,0,2,2.0
pos_prop_X,,0.0025380710659898475,0.0026666666666666666,
top_ngram_chr_fraction_4,,0.010869565217391304,,
duplicate_ngram_chr_fraction_6,,,,0.15129293708992667
duplicate_ngram_chr_fraction_7,,,,0.12582014666152064
duplicate_ngram_chr_fraction_8,,,,0.12582014666152064
duplicate_ngram_chr_fraction_9,,,,0.12582014666152064
duplicate_ngram_chr_fraction_10,,,,0.06869934388267078
