lemma,shannon
der,1.4581969396803889
werden,0.7595473914748635
klinisch,0.6108643020548935
ein,1.240684291953396
dies,1.277034259466139
sein,1.3030924037617193
tatsächlich,0.6931471805599453
führen,0.6931471805599453
konkret,0.6931471805599453
studienbezogen,0.6931471805599453
hoch,0.6931471805599453
vollständig,0.6931471805599453
alle,1.0114042647073516
können,1.0549201679861442
neu,0.6931471805599453
sollen,0.6931471805599453
wichtig,1.0986122886681096
machen,0.6931471805599453
verschieden,0.6931471805599453
erreichen,0.6931471805599453
