,explain,human,create,continue
pos_prop_X,0.5463108320251178,0.5039872408293461,0.5666156202143952,0.5659050966608085
pos_prop_PROPN,0.3218210361067504,0.31100478468899523,0.29709035222052066,0.29349736379613356
pos_prop_PUNCT,0.08006279434850863,0.12280701754385964,0.0888208269525268,0.09666080843585237
pos_prop_ADJ,0.004709576138147566,0.006379585326953748,0.004594180704441042,0.005272407732864675
pos_prop_ADP,0.018838304552590265,0.023923444976076555,0.018376722817764167,0.015817223198594025
pos_prop_ADV,0.007849293563579277,0.001594896331738437,0.009188361408882083,0.007029876977152899
pos_prop_NOUN,0.012558869701726845,0.011164274322169059,0.013782542113323124,0.014059753954305799
pos_prop_NUM,0.0015698587127158557,0.017543859649122806,,0.0017574692442882249
pos_prop_VERB,0.0031397174254317113,,,
pos_prop_AUX,0.0031397174254317113,,0.0015313935681470138,
token_length_mean,5.691780821917808,5.2032967032967035,6.104906937394247,5.845703125
token_length_median,5.0,4.0,6.0,5.0
token_length_std,2.9285207554283557,2.8722603018594053,3.1168706837723725,3.2066856876477985
sentence_length_mean,16.685714285714287,19.5,17.38235294117647,17.066666666666666
sentence_length_median,15.0,21.0,17.0,18.0
sentence_length_std,8.440620926961065,8.922283500155263,7.592622990471247,6.697926710723418
syllables_per_token_mean,2.089041095890411,1.9102564102564104,2.257191201353638,2.138671875
syllables_per_token_median,2.0,1.0,2.0,2.0
syllables_per_token_std,1.210237341585799,1.2363559862474767,1.366078618108493,1.3500248094327691
n_tokens,584,546,591,512
n_unique_tokens,310,321,315,270
proportion_unique_tokens,0.5308219178082192,0.5879120879120879,0.5329949238578681,0.52734375
n_characters,3386,2925,3686,3061
n_sentences,35,28,34,30
dependency_distance_mean,3.8246918043166342,3.777286817484661,4.055137932206135,4.305066568541198
dependency_distance_std,1.579054650823587,1.5326938267224925,1.8567478375305233,1.9352158284740117
prop_adjacent_dependency_relation_mean,0.31187626938780716,0.3229853850425461,0.3134105556654429,0.31045473425286413
prop_adjacent_dependency_relation_std,0.09626501695794486,0.11139988383188446,0.12843883005250253,0.1101795243538673
entropy,0.9201714201378364,1.5538327198624535,0.7685224513433282,0.5578904375988643
perplexity,2.5097205697104967,4.729562577333548,2.1565774504440927,1.746983240143206
per_word_perplexity,0.0039399067028422245,0.007543162005316663,0.003302568836820969,0.0030702693148386747
flesch_reading_ease,13.16612328767124,25.434807692307714,-1.7664638698118722,8.580692708333345
flesch_kincaid_grade,15.568113502935425,14.556025641025645,17.823973823031753,16.302328125
smog,16.613394197324528,15.948729577331786,17.79232458718128,16.607630446602847
gunning_fog,20.03045009784736,18.12967032967033,22.113685677316614,19.873541666666668
automated_readability_index,13.721144814090017,12.827527472527471,16.01528814571514,14.636595052083337
coleman_liau_index,15.893698630136985,13.277435897435897,18.39397631133672,16.838359375
lix,56.0692759295499,51.734432234432234,62.89842739126107,58.47291666666666
rix,6.571428571428571,6.285714285714286,7.911764705882353,7.066666666666666
first_order_coherence,0.7280522536705522,0.7530880857397009,0.7266024276614189,0.7855102070446672
second_order_coherence,0.7250600804885229,0.7706289211144814,0.7091599573614076,0.8243309727736882
passed_quality_check,True,True,True,True
n_stop_words,31.0,22.0,23.0,20.0
alpha_ratio,0.9167974882260597,0.8548644338118022,0.9081163859111792,0.9033391915641477
mean_word_length,5.315541601255887,4.6650717703349285,5.644716692189893,5.3796133567662565
doc_length,637.0,627.0,653.0,569.0
duplicate_ngram_chr_fraction_5,0.0418030722739864,,0.012619770974526759,0.04476776720761052
duplicate_ngram_chr_fraction_6,0.0418030722739864,,,0.03413542249580302
duplicate_ngram_chr_fraction_7,0.0418030722739864,,,0.03413542249580302
duplicate_ngram_chr_fraction_8,0.02115336187358348,,,0.03413542249580302
duplicate_ngram_chr_fraction_9,0.02115336187358348,,,0.03413542249580302
top_ngram_chr_fraction_2,0.01057668093679174,0.00844832441565756,0.0212666510867025,0.02238388360380526
top_ngram_chr_fraction_3,0.012843112566104256,0.013517319065052097,0.0070109838747370885,0.01846670397313934
oov_ratio,0.054945054945054944,0.06379585326953748,0.07963246554364471,0.061511423550087874
connectives,4,1,3,3
pos_prop_PRON,,0.001594896331738437,,
duplicate_ngram_chr_fraction_10,,,,0.03413542249580302
