,human,create,explain,continue
flesch_reading_ease,54.094172621809776,38.942812101910846,53.66118469462842,41.59280455153953
flesch_kincaid_grade,9.997173085846864,11.72790445859873,9.942737306843267,12.040080321285142
smog,12.68835289967788,14.410869940926823,12.931820455737444,14.314028922438442
gunning_fog,13.392519721577726,16.216305732484077,13.73097866077999,15.691030789825971
automated_readability_index,11.384756380510446,14.740000000000002,12.692332597498158,14.46330655957162
coleman_liau_index,12.68798143851508,17.669554140127392,14.561589403973514,15.891566265060238
lix,46.938375870069606,59.649044585987255,50.2214863870493,57.60107095046854
rix,5.12,6.9,5.611111111111111,7.222222222222222
token_length_mean,5.1368909512761025,6.012738853503185,5.4635761589403975,5.662650602409639
token_length_median,4.0,6.0,5.0,5.0
token_length_std,2.90088530925225,3.1572124711291547,2.9895509739184525,3.1766357457306706
sentence_length_mean,17.24,15.7,16.77777777777778,18.444444444444443
sentence_length_median,16.0,14.0,16.0,18.0
sentence_length_std,10.362547949225617,5.030904491242106,5.573304979548645,7.499794235860535
syllables_per_token_mean,1.5986078886310904,1.7961783439490446,1.609271523178808,1.7319277108433735
syllables_per_token_median,1.0,1.0,1.0,1.0
syllables_per_token_std,0.8954113038672349,1.0078598976489626,0.9488474007190631,1.0629884649900905
n_tokens,431,314,302,332
n_unique_tokens,244,173,164,177
proportion_unique_tokens,0.5661252900232019,0.5509554140127388,0.543046357615894,0.5331325301204819
n_characters,2272,1944,1695,1920
n_sentences,25,20,18,18
entropy,12.507078655327804,9.912309135641273,10.22520102788198,11.564964763193878
perplexity,270243.49241142324,20177.21215877161,27589.78923170824,105341.7139122282
per_word_perplexity,553.777648384064,54.97877972417332,79.73927523615099,284.70733489791405
first_order_coherence,0.742507075270017,0.8194296579611929,0.8176549077033997,0.8801723753704744
second_order_coherence,0.7230857895768207,0.7926694982581668,0.8428789041936398,0.8723852559924126
pos_prop_SCONJ,0.0020491803278688526,0.0027247956403269754,0.002890173410404624,0.01891891891891892
pos_prop_PRON,0.012295081967213115,0.02997275204359673,0.008670520231213872,0.03513513513513514
pos_prop_VERB,0.0778688524590164,0.11171662125340599,0.09826589595375723,0.11891891891891893
pos_prop_DET,0.09221311475409837,0.07084468664850137,0.11271676300578035,0.11621621621621622
pos_prop_NOUN,0.27459016393442626,0.28337874659400547,0.30346820809248554,0.24594594594594596
pos_prop_ADP,0.12295081967213115,0.0681198910081744,0.11271676300578035,0.0945945945945946
pos_prop_ADJ,0.12704918032786885,0.12534059945504086,0.11849710982658959,0.11891891891891893
pos_prop_ADV,0.020491803278688523,0.013623978201634877,0.014450867052023121,0.021621621621621623
pos_prop_PART,0.006147540983606557,0.021798365122615803,0.002890173410404624,0.03513513513513514
pos_prop_PUNCT,0.11065573770491803,0.1362397820163488,0.12427745664739884,0.0972972972972973
pos_prop_AUX,0.036885245901639344,0.04087193460490463,0.02023121387283237,0.043243243243243246
pos_prop_CCONJ,0.0430327868852459,0.04087193460490463,0.03757225433526012,0.03513513513513514
pos_prop_PROPN,0.0430327868852459,0.04632152588555858,0.03757225433526012,0.01891891891891892
pos_prop_NUM,0.02459016393442623,0.008174386920980926,0.005780346820809248,
pos_prop_SYM,0.006147540983606557,,,
dependency_distance_mean,2.4652114167745793,2.5323684588261206,2.4754656170105354,2.5970596396399235
dependency_distance_std,0.7578927905325044,0.4840915855610774,0.40064758101670334,0.4154917677123969
prop_adjacent_dependency_relation_mean,0.48721793337373626,0.43667060828955995,0.5002960398309763,0.45165247962619265
prop_adjacent_dependency_relation_std,0.09390815535168381,0.08392641445868981,0.06772244619722798,0.05716926696584664
passed_quality_check,True,True,True,True
n_stop_words,171.0,111.0,118.0,151.0
alpha_ratio,0.860655737704918,0.8583106267029973,0.869942196531792,0.9027027027027027
mean_word_length,4.655737704918033,5.29700272479564,4.898843930635838,5.1891891891891895
doc_length,488.0,367.0,346.0,370.0
top_ngram_chr_fraction_2,0.014853323431117713,0.010652463382157125,0.02755511022044088,0.013333333333333334
oov_ratio,0.010245901639344262,0.010899182561307902,0.005780346820809248,
connectives,5,2,7,9
duplicate_ngram_chr_fraction_5,,0.02663115845539281,0.01903807615230461,
top_ngram_chr_fraction_3,,0.017310252996005325,0.03006012024048096,
