,continue,human,create,explain
flesch_reading_ease,35.99610459572847,40.96227839522908,26.02766001024068,43.25944947209658
flesch_kincaid_grade,12.762050915331809,13.88812957441041,15.618863287250388,12.454318034906272
smog,15.021129683784007,16.200300561449858,17.251386760058843,14.889722007359985
gunning_fog,16.802784134248665,18.41452968284088,19.782693292370713,16.473346261581554
automated_readability_index,15.847942410373761,16.675374085117916,19.36306707629288,15.478334410687353
coleman_liau_index,17.74672768878718,14.676036866359443,18.8484792626728,15.732307692307685
lix,61.22892829900839,60.55245323936026,68.35074244751664,57.69920275802629
rix,7.833333333333333,8.941176470588236,10.666666666666666,7.714285714285714
dependency_distance_mean,2.5265498805211943,3.062616158582812,2.8693129702417632,2.793671257344375
dependency_distance_std,0.3570391975965533,1.3042499398878056,1.0159184749127061,0.5931624735108034
prop_adjacent_dependency_relation_mean,0.4682554109570221,0.44337289765674365,0.4663251581111489,0.4720327657320159
prop_adjacent_dependency_relation_std,0.06709306743068882,0.06518673723835577,0.05718719163018026,0.07600981462915496
entropy,12.019089163513494,13.360935428234143,10.630406642526003,12.16668354362547
perplexity,165891.48744727223,634717.5832993056,41373.946185825145,192275.31258176317
per_word_perplexity,346.32878381476456,1242.1087735798544,84.95676834871693,379.2412476957853
token_length_mean,5.981693363844394,5.380184331797235,6.1013824884792625,5.601809954751131
token_length_median,5.0,4.0,6.0,5.0
token_length_std,3.3648654251418773,3.3437022395067744,3.3365519228519274,3.2891975090400947
sentence_length_mean,18.208333333333332,25.529411764705884,24.11111111111111,21.047619047619047
sentence_length_median,19.0,25.0,26.5,20.0
sentence_length_std,4.387284341011976,14.689402530831632,10.519235760627021,6.665305983589596
syllables_per_token_mean,1.8009153318077804,1.6543778801843319,1.847926267281106,1.6809954751131222
syllables_per_token_median,1.0,1.0,1.0,1.0
syllables_per_token_std,1.067171493907121,1.025208399661513,1.0861116686489782,1.0464552987525162
n_tokens,437,434,434,442
n_unique_tokens,215,189,243,217
proportion_unique_tokens,0.4919908466819222,0.43548387096774194,0.5599078341013825,0.49095022624434387
n_characters,2656,2412,2702,2542
n_sentences,24,17,18,21
passed_quality_check,True,True,True,True
n_stop_words,183.0,202.0,171.0,203.0
alpha_ratio,0.9123173277661796,0.8434442270058709,0.8829568788501027,0.8658777120315582
mean_word_length,5.544885177453027,4.720156555772994,5.5482546201232035,5.013806706114399
doc_length,479.0,511.0,487.0,507.0
duplicate_ngram_chr_fraction_5,0.04402719326642927,0.07334273624823695,0.04469987228607918,0.029599730911537166
top_ngram_chr_fraction_2,0.07478148268047911,0.01692524682651622,0.013409961685823755,0.015136226034308779
top_ngram_chr_fraction_3,0.06215603755260602,0.008815232722143865,0.011494252873563218,0.0053817692566431215
top_ngram_chr_fraction_4,0.048559404337973455,0.014104372355430184,,0.020181634712411706
oov_ratio,0.0041753653444676405,0.0019569471624266144,,
first_order_coherence,0.8607984470284503,0.7058376977220178,0.8053261392256793,0.8045149743556976
second_order_coherence,0.8611816465854645,0.6977292274435362,0.792757885530591,0.7914845096437555
pos_prop_ADP,0.12317327766179541,0.1487279843444227,0.12114989733059549,0.13214990138067062
pos_prop_NOUN,0.267223382045929,0.2054794520547945,0.2587268993839836,0.2465483234714004
pos_prop_PUNCT,0.081419624217119,0.13307240704500978,0.08829568788501027,0.1242603550295858
pos_prop_DET,0.0918580375782881,0.07827788649706457,0.06776180698151951,0.08284023668639054
pos_prop_VERB,0.1440501043841336,0.0958904109589041,0.11088295687885011,0.11045364891518737
pos_prop_AUX,0.020876826722338204,0.05675146771037182,0.03285420944558522,0.045364891518737675
pos_prop_ADJ,0.10855949895615867,0.08610567514677103,0.12320328542094455,0.07495069033530571
pos_prop_CCONJ,0.031315240083507306,0.011741682974559686,0.024640657084188913,0.01972386587771203
pos_prop_PROPN,0.020876826722338204,0.0410958904109589,0.04106776180698152,0.03155818540433925
pos_prop_ADV,0.03966597077244259,0.033268101761252444,0.03285420944558522,0.04142011834319527
pos_prop_PART,0.016701461377870562,0.0136986301369863,0.014373716632443531,0.013806706114398421
pos_prop_SCONJ,0.018789144050104383,0.01761252446183953,0.030800821355236138,0.027613412228796843
pos_prop_NUM,0.0020876826722338203,0.015655577299412915,0.01026694045174538,0.009861932938856016
pos_prop_PRON,0.033402922755741124,0.0410958904109589,0.039014373716632446,0.03550295857988166
connectives,11,7,11,14
connectives_cap,3,1,1,1
duplicate_ngram_chr_fraction_6,,0.03173483779971791,0.02362707535121328,
duplicate_ngram_chr_fraction_7,,0.019746121297602257,,
pos_prop_X,,0.021526418786692758,0.004106776180698152,0.0039447731755424065
