,human,create,explain,continue
pos_prop_NOUN,0.25493716337522443,0.2782462057335582,0.2982832618025751,0.2852173913043478
pos_prop_AUX,0.02872531418312388,0.023608768971332208,0.019313304721030045,0.02608695652173913
pos_prop_ADJ,0.10412926391382406,0.12647554806070826,0.1072961373390558,0.11652173913043479
pos_prop_ADP,0.118491921005386,0.10118043844856661,0.1351931330472103,0.09565217391304348
pos_prop_PUNCT,0.12028725314183124,0.15345699831365936,0.08583690987124463,0.12869565217391304
pos_prop_PRON,0.02154398563734291,0.011804384485666104,0.027896995708154508,0.020869565217391306
pos_prop_VERB,0.08797127468581688,0.07925801011804384,0.1072961373390558,0.10782608695652174
pos_prop_PART,0.01615798922800718,0.01854974704890388,0.006437768240343348,0.02434782608695652
pos_prop_DET,0.06642728904847396,0.06745362563237774,0.08583690987124463,0.06956521739130435
pos_prop_ADV,0.03052064631956912,0.01854974704890388,0.04721030042918455,0.02608695652173913
pos_prop_X,0.01615798922800718,0.0016863406408094434,,
pos_prop_PROPN,0.02872531418312388,0.04047217537942664,0.008583690987124463,0.019130434782608695
pos_prop_CCONJ,0.05385996409335727,0.05396290050590219,0.060085836909871244,0.04869565217391304
pos_prop_SCONJ,0.019748653500897665,0.00505902192242833,0.01072961373390558,0.010434782608695653
pos_prop_NUM,0.03231597845601436,0.02023608768971332,,0.020869565217391306
first_order_coherence,0.8393219287196795,0.8592645436525345,0.9313651045163472,0.8751479864120484
second_order_coherence,0.8218422694639727,0.8639257707093891,0.9271777697971889,0.8547736594551488
passed_quality_check,True,True,,True
n_stop_words,195.0,178.0,173.0,189.0
alpha_ratio,0.8366247755834829,0.8111298482293423,0.9141630901287554,0.8504347826086956
mean_word_length,4.859964093357271,5.387858347386172,5.76824034334764,5.311304347826087
doc_length,557.0,593.0,466.0,575.0
duplicate_ngram_chr_fraction_5,0.01507537688442211,0.12394672465343844,0.20791760540714516,0.06446140797285835
top_ngram_chr_fraction_2,0.00628140703517588,0.004349007882576787,0.023173479240424847,0.009895391574780888
top_ngram_chr_fraction_3,0.007851758793969849,0.015221527589018754,0.014483424525265529,0.020356234096692113
top_ngram_chr_fraction_4,0.005653266331658292,0.025006795324816526,,0.024879841673734804
oov_ratio,0.0017953321364452424,0.02023608768971332,0.008583690987124463,0.017391304347826087
dependency_distance_mean,4.062504839661635,3.0361228858797897,3.140028820555912,2.9602691587807994
dependency_distance_std,1.6356473771452484,0.6378656717016541,0.5219228674624998,0.6864404367544492
prop_adjacent_dependency_relation_mean,0.41420462824946946,0.45637030289444797,0.4731146999157785,0.4835598035514947
prop_adjacent_dependency_relation_std,0.06463048405760828,0.05580320993321302,0.05487124552412591,0.05294683351406121
flesch_reading_ease,23.394653607262313,17.004758995247812,14.979639084507085,25.331818181818193
flesch_kincaid_grade,19.22629399585922,16.695984870526626,17.784360328638503,15.581847041847045
smog,19.20931577065337,18.29492869479937,18.7741,17.066773765732933
gunning_fog,23.39155916547221,21.409407428959366,21.91760563380282,19.529581529581534
automated_readability_index,22.822761586239842,19.91141305401998,21.15968309859155,18.63474458874459
coleman_liau_index,15.457225672877847,19.950468431771892,19.63812206572769,18.247999999999994
lix,72.7646121993948,70.02046358258171,74.27758215962442,66.6017316017316
rix,13.23076923076923,10.904761904761905,12.6875,10.142857142857142
token_length_mean,5.451345755693581,6.295315682281059,6.215962441314554,6.004040404040404
token_length_median,5.0,6.0,6.0,5.0
token_length_std,3.142445219420309,3.349371228972527,3.3783803990455357,3.3838570781934987
sentence_length_mean,37.15384615384615,23.38095238095238,26.625,23.571428571428573
sentence_length_median,36.0,24.0,28.5,23.0
sentence_length_std,18.430101439038648,4.540570453737225,6.091746465505603,7.141904698404232
syllables_per_token_mean,1.7225672877846792,1.9633401221995928,1.948356807511737,1.8626262626262626
syllables_per_token_median,1.0,1.0,1.0,1.0
syllables_per_token_std,1.075632623872392,1.200254659162941,1.1697115026573701,1.150018520587435
n_tokens,483,491,426.0,495
n_unique_tokens,232,221,181.0,219
proportion_unique_tokens,0.4803312629399586,0.45010183299389,0.42488262910798125,0.44242424242424244
n_characters,2707,3195,2688.0,3054
n_sentences,13,21,16.0,21
entropy,14.12345624952152,17.256646202580114,12.783917737250427,15.525150249983287
perplexity,1360627.0933919821,31222395.58778645,356438.76512423187,5526969.707523928
per_word_perplexity,2442.7775464847077,52651.59458311374,764.8900539146607,9612.121230476396
connectives,9,15,7.0,13
connectives_cap,0,5,1.0,1
duplicate_ngram_chr_fraction_6,,0.11687958684425115,0.15963952365626005,
duplicate_ngram_chr_fraction_7,,0.10192987224789345,0.08883167042162858,
duplicate_ngram_chr_fraction_8,,0.07175863006251698,0.058577405857740586,
duplicate_ngram_chr_fraction_9,,0.04240282685512368,0.058577405857740586,
duplicate_ngram_chr_fraction_10,,0.04240282685512368,0.058577405857740586,
