,human,continue,create,explain
entropy,10.995478231857035,11.868798696474842,11.772516517035896,12.179524744731701
perplexity,59604.01591198636,142742.6584073471,129639.98182193396,194760.27937077338
per_word_perplexity,83.12972930542031,179.09994781348445,162.25279326900372,248.10226671436098
pos_prop_PRON,0.02789400278940028,0.03262233375156838,0.02252816020025031,0.02165605095541401
pos_prop_AUX,0.040446304044630406,0.060225846925972396,0.04881101376720901,0.044585987261146494
pos_prop_ADP,0.10739191073919108,0.08657465495608532,0.09261576971214018,0.13248407643312102
pos_prop_DET,0.1492329149232915,0.13048933500627352,0.14893617021276595,0.1554140127388535
pos_prop_NOUN,0.19246861924686193,0.20828105395232122,0.2390488110137672,0.2318471337579618
pos_prop_VERB,0.08507670850767085,0.11292346298619825,0.10638297872340426,0.0751592356687898
pos_prop_PUNCT,0.14365411436541142,0.10790464240903387,0.10888610763454318,0.0929936305732484
pos_prop_SPACE,0.01813110181311018,,,
pos_prop_PROPN,0.04602510460251046,0.0075282308657465494,0.007509386733416771,0.035668789808917196
pos_prop_ADJ,0.05578800557880056,0.07026348808030113,0.06508135168961202,0.07006369426751592
pos_prop_ADV,0.09344490934449093,0.09912170639899624,0.08260325406758448,0.08025477707006369
pos_prop_NUM,0.012552301255230125,,,0.005095541401273885
pos_prop_CCONJ,0.012552301255230125,0.04265997490589712,0.03629536921151439,0.025477707006369428
pos_prop_PART,0.0041841004184100415,0.015056461731493099,0.016270337922403004,0.006369426751592357
pos_prop_SCONJ,0.009762900976290097,0.02258469259723965,0.025031289111389236,0.01910828025477707
pos_prop_X,0.001394700139470014,0.0037641154328732747,,0.003821656050955414
passed_quality_check,True,True,True,
n_stop_words,307.0,361.0,356.0,354.0
alpha_ratio,0.8228730822873083,0.8920953575909661,0.8911138923654568,0.9031847133757962
mean_word_length,4.845188284518828,5.936010037641155,5.962453066332916,5.861146496815286
doc_length,717.0,797.0,799.0,785.0
duplicate_ngram_chr_fraction_5,0.019202363367799114,0.037486218302094816,,0.16528614457831325
top_ngram_chr_fraction_2,0.007385524372230428,0.00735023888276369,0.014611872146118721,0.009036144578313253
top_ngram_chr_fraction_3,0.006893156080748399,0.005880191106210952,0.006027397260273973,0.011859939759036145
oov_ratio,0.030683403068340307,0.0075282308657465494,0.011264080100125156,0.017834394904458598
token_length_mean,5.490228013029316,6.533052039381153,6.568820224719101,6.359550561797753
token_length_median,4.5,6.0,6.0,5.0
token_length_std,3.323845680966026,3.823639049331198,3.902359522658739,3.7682058169511095
sentence_length_mean,10.964285714285714,14.8125,12.945454545454545,17.365853658536587
sentence_length_median,9.5,14.0,13.0,18.0
sentence_length_std,5.697631982155537,5.963976057687242,4.829523529361997,5.892351791697502
syllables_per_token_mean,1.8224755700325732,2.1758087201125176,2.2514044943820224,2.127808988764045
syllables_per_token_median,1.0,2.0,2.0,2.0
syllables_per_token_std,1.191480231439582,1.32009456571394,1.4260806052127877,1.3705209898937802
n_tokens,614,711,712,712.0
n_unique_tokens,323,366,377,327.0
proportion_unique_tokens,0.5260586319218241,0.5147679324894515,0.5294943820224719,0.4592696629213483
n_characters,3473,4731,4764,4601.0
n_sentences,56,48,55,41.0
dependency_distance_mean,2.4686427730980753,2.8034611586712637,2.6448997992405583,3.0751508480122416
dependency_distance_std,1.0098708846408972,0.7922022734456369,0.8702800454797068,1.1264075336886135
prop_adjacent_dependency_relation_mean,0.42018128016063233,0.453274768848196,0.44709870596206697,0.4418342840607831
prop_adjacent_dependency_relation_std,0.12616677282749011,0.07785431915650759,0.09973897163145702,0.13402212920738876
first_order_coherence,0.44041742692616853,0.70587291267324,0.6236842185672786,0.6397277143783867
second_order_coherence,0.4339130301442411,0.6861083732674951,0.6183642325395683,0.6245642496416202
flesch_reading_ease,41.52481677524432,7.726894778481039,3.2265434116445704,9.196018087147195
flesch_kincaid_grade,10.191283154955794,15.861417897327708,16.02530030643514,16.290828994245
smog,11.629938488055164,15.796290986955235,15.037750278454961,15.996318472518144
gunning_fog,12.463890181479758,19.20207454289733,18.60514811031665,18.6317347218416
automated_readability_index,9.911116798510939,16.746925105485232,15.981870531154236,17.20640997533571
coleman_liau_index,13.782866449511403,20.616033755274255,20.538146067415727,19.889662921348307
lix,42.39751046998604,57.28788677918425,53.81624106230848,58.798437928199505
rix,3.4464285714285716,6.291666666666667,5.290909090909091,7.195121951219512
connectives,21,29,27,41.0
connectives_cap,5,7,8,6.0
duplicate_ngram_chr_fraction_6,,0.013597941933112825,,0.10805722891566265
duplicate_ngram_chr_fraction_7,,,,0.05233433734939759
duplicate_ngram_chr_fraction_8,,,,0.023343373493975902
duplicate_ngram_chr_fraction_9,,,,0.023343373493975902
