feature,human-cont,human-full,create,continue,explain
n_stop_words,651.0,332.4,143.2,170.8,145.6
alpha_ratio,0.8181817572789118,0.8161732635910226,0.871321271180957,0.8716502536278362,0.886772757867465
mean_word_length,4.847993661355059,4.896134081701468,5.327669534390337,5.335249983529372,5.399073849633563
doc_length,2069.8,1112.4,428.0,497.6,415.4
duplicate_ngram_chr_fraction_5,0.1024156971383893,0.12803220959015,0.052487692142620994,0.08295163227252482,0.1032356983622322
duplicate_ngram_chr_fraction_6,0.06745959975806963,0.09483396114559361,0.019907571987202274,0.05335429892168849,0.08192535929083321
duplicate_ngram_chr_fraction_7,0.05555781991661416,0.07328673964106534,,0.05073740759423517,0.0774016189119067
duplicate_ngram_chr_fraction_8,0.046408889375000185,0.05637125421874685,,0.05073740759423517,0.05915585857238147
duplicate_ngram_chr_fraction_9,0.052838936815769386,0.0637060710710813,,0.04391666882478288,0.039686404025099195
duplicate_ngram_chr_fraction_10,0.0993204391008886,0.04716124613841488,,0.055182699478001494,0.0394944707740916
top_ngram_chr_fraction_2,0.014111839736550327,0.01141237960695559,0.015429965729635791,0.015373112589911581,0.014216777645081387
top_ngram_chr_fraction_3,0.016899252537040936,0.013884164775002376,0.02353301634609566,0.021390913343134366,0.024813311298302016
top_ngram_chr_fraction_4,0.01602057665452075,0.01507513406781454,0.023957179896708775,0.029152268137009957,0.027209496967596974
oov_ratio,0.021226827782523234,0.023886477068578854,0.027417204006531973,0.01675972838457542,0.022478270241319123
token_length_mean,5.650802162572051,5.689981972831251,5.951630973433355,5.965881889680221,5.957814745154447
token_length_median,4.8,5.0,5.4,5.4,5.4
token_length_std,3.3804139101804056,3.3667015950146335,3.3279167585277882,3.2991182102669767,3.208671832135604
sentence_length_mean,23.44373919967261,24.907842401500936,23.74156288156288,21.429072681704262,23.756622782252073
sentence_length_median,23.0,23.2,23.9,20.8,23.1
sentence_length_std,11.930496574763264,12.903622203556171,6.649656951434919,6.230194534404815,6.5679530148625584
syllables_per_token_mean,1.7187777011832583,1.7373813390176938,1.8272008764199985,1.8303305131947394,1.8057924438172694
syllables_per_token_median,1.0,1.0,1.2,1.2,1.2
syllables_per_token_std,1.0278883115648898,1.0446249872692872,1.0929773674930028,1.0760947992755951,1.0472015129010757
n_tokens,1743.2,923.8,374.4,434.2,370.0
n_unique_tokens,527.4,381.4,184.8,208.4,168.4
proportion_unique_tokens,0.41171850801904525,0.4143790254962374,0.4973245304838175,0.48179256495392214,0.47169531132338915
