,create,human,explain,continue
pos_prop_ADJ,0.13125,0.12314540059347182,0.11786372007366483,0.13153961136023917
pos_prop_NOUN,0.2734375,0.2774480712166172,0.26519337016574585,0.2795216741405082
pos_prop_PUNCT,0.14375,0.17210682492581603,0.19337016574585636,0.1375186846038864
pos_prop_ADP,0.08125,0.09643916913946587,0.07550644567219153,0.09566517189835576
pos_prop_DET,0.0734375,0.06379821958456973,0.07734806629834254,0.08221225710014948
pos_prop_PROPN,0.0265625,0.06973293768545995,0.053406998158379376,0.02242152466367713
pos_prop_NUM,0.0171875,0.020771513353115726,0.003683241252302026,0.01195814648729447
pos_prop_ADV,0.01875,0.017804154302670624,0.02578268876611418,0.02092675635276532
pos_prop_AUX,0.034375,0.037091988130563795,0.02394106813996317,0.043348281016442454
pos_prop_VERB,0.0921875,0.06528189910979229,0.07734806629834254,0.08071748878923767
pos_prop_PART,0.0234375,0.002967359050445104,0.007366482504604052,0.026905829596412557
pos_prop_PRON,0.03125,0.010385756676557863,0.022099447513812154,0.01943198804185351
pos_prop_CCONJ,0.0484375,0.04154302670623145,0.0570902394106814,0.04185351270553064
pos_prop_SCONJ,0.003125,0.001483679525222552,,0.005979073243647235
pos_prop_SYM,0.0015625,,,
token_length_mean,5.545454545454546,5.635379061371841,5.7949308755760365,5.586267605633803
token_length_median,5.0,5.0,5.0,5.0
token_length_std,3.022990558650936,3.3254153591974225,3.207403894392721,3.122998764088756
sentence_length_mean,15.4,20.51851851851852,18.083333333333332,17.75
sentence_length_median,14.0,17.0,17.0,17.0
sentence_length_std,7.2316763517972,11.814524552338332,6.337169890591716,7.862092596758194
syllables_per_token_mean,1.6697588126159555,1.7689530685920578,1.7695852534562213,1.7394366197183098
syllables_per_token_median,1.0,1.0,1.0,1.0
syllables_per_token_std,1.002054539383534,1.0901809812158085,1.0527104859151974,1.0290127736021848
n_tokens,539,554,434,568
n_unique_tokens,281,317,236,303
proportion_unique_tokens,0.5213358070500927,0.572202166064982,0.543778801843318,0.5334507042253521
n_characters,3096,3243,2627,3282
n_sentences,35,27,24,32
dependency_distance_mean,2.54203270521862,2.747326133875858,2.6659981068545537,2.631743521559354
dependency_distance_std,0.6927183272958177,0.7979952008312896,0.5775816199561784,0.4839946334212494
prop_adjacent_dependency_relation_mean,0.46902752811254333,0.47565005981225095,0.4464098652726214,0.45752164857262567
prop_adjacent_dependency_relation_std,0.0748811523312379,0.07336401344275166,0.07611706158527523,0.06045576723203167
entropy,17.147255490128188,16.20960148068614,16.24944337641812,19.41095479888781
perplexity,27987134.77219823,10958231.650247103,11403642.46059354,269197211.95121574
per_word_perplexity,43729.89808155973,16258.503932117363,21001.183168680553,402387.4618104869
first_order_coherence,0.7040605368092656,0.7672269103618768,0.8013370257356892,0.8187085620818599
second_order_coherence,0.7024787103362156,0.7336098334938288,0.8016057691790841,0.8016117314497629
flesch_reading_ease,49.94240445269017,36.35527410081562,38.77350422427037,41.662411971831034
flesch_kincaid_grade,10.119153988868277,13.285868431608506,12.343605990783413,11.857852112676056
smog,12.540900571622839,15.12234027201249,13.943154165760404,14.052626774238252
gunning_fog,13.21009276437848,16.79946516914026,15.159600614439325,15.339436619718311
automated_readability_index,12.38909090909091,15.371894638320633,14.905791090629798,13.756320422535211
coleman_liau_index,14.885194805194807,15.893429602888087,16.637327188940088,15.37964788732394
lix,52.13469387755102,55.89757989035967,58.636328725038396,54.721830985915496
rix,5.6571428571428575,7.2592592592592595,7.333333333333333,6.5625
passed_quality_check,True,True,True,True
n_stop_words,209.0,194.0,161.0,231.0
alpha_ratio,0.834375,0.8130563798219584,0.8047882136279927,0.8475336322869955
mean_word_length,4.8375,4.811572700296736,4.837937384898711,4.9058295964125564
doc_length,640.0,674.0,543.0,669.0
duplicate_ngram_chr_fraction_5,0.02707182320441989,,0.03412073490813648,0.06342991386061081
duplicate_ngram_chr_fraction_6,0.01712707182320442,,0.03412073490813648,0.028974158183241974
top_ngram_chr_fraction_2,0.012430939226519336,0.011099365750528542,0.031167979002624673,0.014356564865570347
top_ngram_chr_fraction_3,0.017955801104972375,,0.021325459317585303,0.020360219263899765
top_ngram_chr_fraction_4,0.01408839779005525,,,0.011746280344557557
oov_ratio,0.0046875,0.013353115727002967,0.0055248618784530384,0.008968609865470852
connectives,6,11,7,10
connectives_cap,0,1,3,4
duplicate_ngram_chr_fraction_7,,,0.03412073490813648,
duplicate_ngram_chr_fraction_8,,,0.03412073490813648,
