,human,continue,explain,create
token_length_mean,5.100642398286938,5.382795698924731,5.135775862068965,5.170940170940171
token_length_median,4.0,5.0,4.0,4.0
token_length_std,2.8706108129756696,3.219517884695467,2.9149015630336437,2.95924048436144
sentence_length_mean,16.678571428571427,19.375,17.846153846153847,18.0
sentence_length_median,15.5,19.0,16.5,16.0
sentence_length_std,10.145560504929417,5.528807134756406,7.058504459664284,5.0
syllables_per_token_mean,1.582441113490364,1.6989247311827957,1.5538793103448276,1.6004273504273505
syllables_per_token_median,1.0,1.0,1.0,1.0
syllables_per_token_std,0.8823465127647151,1.024274684224504,0.8816288525847309,0.949898683902291
n_tokens,467,465,464,468
n_unique_tokens,257,254,225,256
proportion_unique_tokens,0.550321199143469,0.546236559139785,0.4849137931034483,0.5470085470085471
n_characters,2447,2569,2458,2482
n_sentences,28,24,26,26
passed_quality_check,True,True,True,True
n_stop_words,185.0,198.0,201.0,199.0
alpha_ratio,0.8549905838041432,0.8912213740458015,0.8566108007448789,0.8878326996197718
mean_word_length,4.608286252354049,4.902671755725191,4.577281191806332,4.718631178707224
doc_length,531.0,524.0,537.0,526.0
top_ngram_chr_fraction_2,0.013783597518952447,0.016166281755196306,0.01884206920178143,0.018682065217391304
top_ngram_chr_fraction_3,0.006202618883528601,0.014846585285384361,0.0171291538198013,0.010190217391304348
top_ngram_chr_fraction_4,0.009303928325292901,,0.014388489208633094,
oov_ratio,0.009416195856873822,0.007633587786259542,0.0111731843575419,0.0019011406844106464
flesch_reading_ease,56.031731798715214,43.440342741935495,57.26296419098145,53.16884615384615
flesch_kincaid_grade,9.58744799632915,12.013561827956995,9.705775862068968,10.315042735042738
smog,12.416235457179464,14.848354935788365,12.569435656516262,13.397384779245865
gunning_fog,13.009758335882532,16.438172043010752,13.259151193633953,14.37948717948718
automated_readability_index,10.933311410217193,13.610467741935487,11.68258123342175,11.92512820512821
coleman_liau_index,12.417044967880088,14.323096774193544,12.739741379310342,12.960683760683757
lix,46.01475986540226,55.50403225806451,46.94098143236074,49.837606837606835
rix,4.892857142857143,7.0,5.1923076923076925,5.730769230769231
first_order_coherence,0.7402056654294332,0.8276404194209886,0.7936054456233979,0.8196868968009948
second_order_coherence,0.7242528452323034,0.826894995841113,0.81007228170832,0.8011295000712076
pos_prop_SCONJ,0.005649717514124294,0.011450381679389313,0.00186219739292365,0.005703422053231939
pos_prop_PRON,0.011299435028248588,0.013358778625954198,0.00558659217877095,0.03802281368821293
pos_prop_VERB,0.07344632768361582,0.09541984732824428,0.08752327746741155,0.11977186311787072
pos_prop_DET,0.0903954802259887,0.11450381679389313,0.13221601489757914,0.10456273764258556
pos_prop_NOUN,0.2787193973634652,0.25,0.2756052141527002,0.2509505703422053
pos_prop_ADP,0.11487758945386065,0.11068702290076336,0.12104283054003724,0.10266159695817491
pos_prop_ADJ,0.12052730696798493,0.12213740458015267,0.11173184357541899,0.10836501901140684
pos_prop_ADV,0.02071563088512241,0.02862595419847328,0.0223463687150838,0.013307984790874524
pos_prop_PART,0.007532956685499058,0.02480916030534351,0.00558659217877095,0.026615969581749048
pos_prop_PUNCT,0.11487758945386065,0.09923664122137404,0.13221601489757914,0.10076045627376426
pos_prop_AUX,0.04519774011299435,0.04770992366412214,0.035381750465549346,0.034220532319391636
pos_prop_CCONJ,0.04143126177024482,0.02862595419847328,0.035381750465549346,0.03802281368821293
pos_prop_PROPN,0.04331450094161959,0.04389312977099236,0.0186219739292365,0.04752851711026616
pos_prop_NUM,0.026365348399246705,0.009541984732824428,0.0111731843575419,0.009505703422053232
pos_prop_SYM,0.005649717514124294,,0.0037243947858473,
dependency_distance_mean,2.4466956572078797,2.7468780340172376,2.66282264223055,2.750303759090012
dependency_distance_std,0.8192406115634298,0.5829315054107932,0.6803934907414896,0.537608942222961
prop_adjacent_dependency_relation_mean,0.48879015317627744,0.44645519189952054,0.47150598930996956,0.44376501160886933
prop_adjacent_dependency_relation_std,0.09758610847671743,0.057468686281404356,0.05932147081305048,0.060855054627146174
entropy,13.704757284832986,14.883662286745833,17.744576552960012,15.173064014252088
perplexity,895159.5816058008,2909996.0645133015,50859452.4951367,3886672.745548589
per_word_perplexity,1685.7995887114892,5553.427604033018,94710.33984196778,7389.111683552451
connectives,7,13,8,4
connectives_cap,2,3,2,0
duplicate_ngram_chr_fraction_5,,0.03563180468492247,0.030832476875642344,
duplicate_ngram_chr_fraction_6,,0.03563180468492247,0.0171291538198013,
