,create,human,explain,continue
token_length_mean,5.656842105263158,4.808602150537634,5.637316561844863,5.6963906581740975
token_length_median,5.0,4.0,5.0,6.0
token_length_std,3.3526314136990787,2.8367653817267153,3.237702347172626,3.008686597270001
sentence_length_mean,21.59090909090909,18.6,17.666666666666668,19.625
sentence_length_median,21.0,16.0,17.0,21.0
sentence_length_std,7.126513178451622,11.845674315968678,5.463684823619666,5.5962226843946565
syllables_per_token_mean,1.6842105263157894,1.4817204301075269,1.7169811320754718,1.7494692144373674
syllables_per_token_median,1.0,1.0,1.0,1.0
syllables_per_token_std,1.0509460188925208,0.8425443080859232,0.9997824216444926,0.98657373963855
n_tokens,475,465,477,471
n_unique_tokens,232,241,248,252
proportion_unique_tokens,0.4884210526315789,0.5182795698924731,0.519916142557652,0.535031847133758
n_characters,2760,2316,2799,2748
n_sentences,22,25,27,24
passed_quality_check,True,True,True,True
n_stop_words,200.0,185.0,185.0,188.0
alpha_ratio,0.8642201834862385,0.8096118299445472,0.8263888888888888,0.8924528301886793
mean_word_length,5.064220183486238,4.280961182994455,4.859375,5.184905660377359
doc_length,545.0,541.0,576.0,530.0
duplicate_ngram_chr_fraction_5,0.03475023270245113,0.05563583815028902,0.06060606060606061,0.017440049828713795
duplicate_ngram_chr_fraction_6,0.03475023270245113,0.03106936416184971,0.011631466176920723,0.017440049828713795
duplicate_ngram_chr_fraction_7,0.03475023270245113,0.03106936416184971,,0.017440049828713795
duplicate_ngram_chr_fraction_8,0.03475023270245113,,,0.017440049828713795
duplicate_ngram_chr_fraction_9,0.019857275829972074,,,
top_ngram_chr_fraction_2,0.012410797393732548,0.014450867052023121,0.06060606060606061,0.010900031142946123
top_ngram_chr_fraction_3,0.02016754576481539,0.0328757225433526,0.039791857973676154,0.016194331983805668
top_ngram_chr_fraction_4,0.015823766677008997,0.024566473988439308,0.018365472910927456,0.018685767673621925
oov_ratio,0.001834862385321101,0.005545286506469501,,
flesch_reading_ease,42.436016746411525,62.60245161290325,43.64672955974842,38.910529458598745
flesch_kincaid_grade,12.70413875598086,9.148301075268819,11.56037735849057,12.707486730360937
smog,14.683698258229963,11.905187351434009,13.901157680251561,14.848354935788365
gunning_fog,16.21531100478469,12.515268817204301,15.116981132075473,16.427494692144375
automated_readability_index,16.00918086124402,10.51851612903226,13.95509433962264,15.212499999999999
coleman_liau_index,16.091284210526318,10.883182795698925,15.671949685534589,16.186496815286628
lix,58.85406698564593,44.83655913978495,57.079664570230605,61.87553078556263
rix,8.045454545454545,4.88,6.962962962962963,8.291666666666666
first_order_coherence,0.8356641346500033,0.6959480742613474,0.7397734843767606,0.8511257145715796
second_order_coherence,0.8121936649084092,0.6645478360030962,0.7422418665885925,0.8470766381783918
pos_prop_ADJ,0.09174311926605505,0.066543438077634,0.078125,0.10943396226415095
pos_prop_NOUN,0.29541284403669726,0.28650646950092423,0.2934027777777778,0.27547169811320754
pos_prop_PUNCT,0.11743119266055047,0.11645101663585952,0.1423611111111111,0.1
pos_prop_DET,0.07155963302752294,0.08502772643253234,0.09895833333333333,0.07169811320754717
pos_prop_NUM,0.014678899082568808,0.059149722735674676,0.022569444444444444,0.009433962264150943
pos_prop_ADP,0.11926605504587157,0.07578558225508318,0.08333333333333333,0.09245283018867924
pos_prop_VERB,0.10458715596330276,0.07763401109057301,0.09722222222222222,0.14150943396226415
pos_prop_AUX,0.031192660550458717,0.05545286506469501,0.034722222222222224,0.024528301886792454
pos_prop_PRON,0.06422018348623854,0.022181146025878003,0.010416666666666666,0.06415094339622641
pos_prop_ADV,0.023853211009174313,0.03512014787430684,0.020833333333333332,0.020754716981132074
pos_prop_CCONJ,0.03302752293577982,0.04066543438077634,0.034722222222222224,0.04716981132075472
pos_prop_SCONJ,0.005504587155963303,0.0073937153419593345,0.008680555555555556,0.0037735849056603774
pos_prop_PART,0.027522935779816515,0.024029574861367836,0.034722222222222224,0.03962264150943396
dependency_distance_mean,2.8533458771977656,2.6587718298499126,2.936641822942075,2.7159380330680043
dependency_distance_std,0.5038050154816335,0.8268456526832035,0.7554181542276848,0.5079536181655219
prop_adjacent_dependency_relation_mean,0.44597389359947637,0.44967548695963055,0.4338642399083187,0.44868042229608157
prop_adjacent_dependency_relation_std,0.06546098147724011,0.06959220645483699,0.06185257628732217,0.07449611381172136
entropy,14.923893940338587,14.24986066262485,17.087533389232817,14.344097726431475
perplexity,3029456.9601126104,1543959.3208574255,26364616.610500865,1696533.6982959793
per_word_perplexity,5558.636624059835,2853.8989294961652,45771.90383767511,3201.006977916942
connectives,6,12,7,4
connectives_cap,1,2,3,2
pos_prop_PROPN,,0.033271719038817,0.029513888888888888,
pos_prop_SYM,,0.014787430683918669,0.010416666666666666,
