,human,create,explain,continue
pos_prop_ADP,0.1282051282051282,0.11655405405405406,0.10445205479452055,0.10294117647058823
pos_prop_DET,0.06623931623931624,0.07939189189189189,0.0958904109589041,0.10130718954248366
pos_prop_NOUN,0.23931623931623933,0.26013513513513514,0.238013698630137,0.26633986928104575
pos_prop_NUM,0.014957264957264958,0.013513513513513514,0.010273972602739725,
pos_prop_PRON,0.07692307692307693,0.05405405405405406,0.05821917808219178,0.032679738562091505
pos_prop_VERB,0.0876068376068376,0.12162162162162163,0.10102739726027397,0.09477124183006536
pos_prop_PROPN,0.03632478632478633,0.02195945945945946,0.018835616438356163,0.024509803921568627
pos_prop_PART,0.008547008547008548,0.010135135135135136,0.0136986301369863,0.024509803921568627
pos_prop_PUNCT,0.06196581196581197,0.12162162162162163,0.12157534246575342,0.13398692810457516
pos_prop_AUX,0.03632478632478633,0.03209459459459459,0.03595890410958904,0.05065359477124183
pos_prop_ADJ,0.15598290598290598,0.08614864864864864,0.1284246575342466,0.10947712418300654
pos_prop_SCONJ,0.010683760683760684,0.011824324324324325,0.0136986301369863,0.0032679738562091504
pos_prop_CCONJ,0.038461538461538464,0.04222972972972973,0.02910958904109589,0.03758169934640523
pos_prop_ADV,0.038461538461538464,0.028716216216216218,0.030821917808219176,0.017973856209150325
dependency_distance_mean,2.5836353926576487,2.72789732855408,2.7529554772375353,2.6286512831841367
dependency_distance_std,0.5360999723482944,0.7215366703373665,0.8005664890936347,0.524959126644544
prop_adjacent_dependency_relation_mean,0.4592047696167487,0.46542158860798133,0.4305064505067445,0.45685424177111
prop_adjacent_dependency_relation_std,0.08634546867930762,0.06570690909711144,0.06680217115094579,0.06245319582999382
entropy,10.914833549318022,16.316243387623594,16.81244936831437,19.48031079966346
perplexity,54985.98146753006,12191424.925640665,20024145.299088877,288530339.0293064
per_word_perplexity,117.49141339215825,20593.623185203825,34287.92003268643,471454.802335468
token_length_mean,5.224256292906179,5.586538461538462,5.48828125,5.732824427480916
token_length_median,4.0,5.0,5.0,5.0
token_length_std,2.9827969317646503,3.21059117765859,3.1030257686487936,3.3403031070603286
sentence_length_mean,19.0,16.25,18.962962962962962,18.06896551724138
sentence_length_median,19.0,16.5,20.0,17.0
sentence_length_std,8.622518546628735,5.606915373001451,8.359875426510637,6.258406949898279
syllables_per_token_mean,1.562929061784897,1.6788461538461539,1.66015625,1.7194656488549618
syllables_per_token_median,1.0,1.0,1.0,1.0
syllables_per_token_std,0.9561548791187057,0.9641330379117291,0.9870916753705997,1.0572915223928618
n_tokens,437,520,512,524
n_unique_tokens,222,242,271,252
proportion_unique_tokens,0.5080091533180778,0.4653846153846154,0.529296875,0.48091603053435117
n_characters,2316,2977,2883,3095
n_sentences,23,32,27,29
first_order_coherence,0.7994919283823534,0.777410586034098,0.7998629235304319,0.8278633654117584
second_order_coherence,0.7615506138120379,0.792421602209409,0.8061514711380005,0.8568682714744851
passed_quality_check,True,True,True,True
n_stop_words,196.0,226.0,235.0,232.0
alpha_ratio,0.9230769230769231,0.8648648648648649,0.8715753424657534,0.8611111111111112
mean_word_length,4.948717948717949,5.028716216216216,4.936643835616438,5.05718954248366
doc_length,468.0,592.0,584.0,612.0
duplicate_ngram_chr_fraction_5,0.06254545454545454,0.028677946659019213,0.010023584905660377,0.036051026067665005
duplicate_ngram_chr_fraction_6,0.06254545454545454,0.028677946659019213,,
duplicate_ngram_chr_fraction_7,0.06254545454545454,0.019501003728133067,,
duplicate_ngram_chr_fraction_8,0.06254545454545454,,,
duplicate_ngram_chr_fraction_9,0.06254545454545454,,,
duplicate_ngram_chr_fraction_10,0.06254545454545454,,,
top_ngram_chr_fraction_2,0.012727272727272728,0.009176942930886148,0.00884433962264151,0.02745424292845258
top_ngram_chr_fraction_3,0.009818181818181818,0.010324060797246917,0.007959905660377358,0.016638935108153077
oov_ratio,0.017094017094017096,,0.010273972602739725,0.008169934640522876
flesch_reading_ease,55.32620137299773,48.3108653846154,47.138373842592614,43.02820610687024
flesch_kincaid_grade,10.262562929061787,10.55788461538462,11.395399305555554,11.746591208212688
smog,12.200932325342574,12.762745094796674,13.500993698302587,13.684228725590849
gunning_fog,12.908924485125858,13.5,14.538310185185185,14.7848381152935
automated_readability_index,12.676247139588106,13.007596153846158,13.901286168981478,14.606085812055802
coleman_liau_index,13.360732265446224,15.22730769230769,14.910156249999996,16.27083969465649
lix,50.121281464530895,55.09615384615385,55.48640046296296,59.481179257699395
rix,5.913043478260869,6.3125,6.925925925925926,7.482758620689655
connectives,13,15,13,14
connectives_cap,3,2,2,2
top_ngram_chr_fraction_4,,,,0.029118136439267885
