,human,create,explain,continue
passed_quality_check,True,True,True,True
n_stop_words,185.0,195.0,219.0,199.0
alpha_ratio,0.8096118299445472,0.8617363344051447,0.8497576736672051,0.8752052545155994
mean_word_length,4.280961182994455,5.236334405144695,4.707592891760905,5.343185550082102
doc_length,541.0,622.0,619.0,609.0
duplicate_ngram_chr_fraction_5,0.05563583815028902,,0.0484338747099768,0.012681638044914135
duplicate_ngram_chr_fraction_6,0.03106936416184971,,0.033932714617169374,
duplicate_ngram_chr_fraction_7,0.03106936416184971,,0.033932714617169374,
top_ngram_chr_fraction_2,0.014450867052023121,0.02112490097702667,0.031902552204176336,0.009247027741083224
top_ngram_chr_fraction_3,0.0328757225433526,0.0031687351465540005,0.018851508120649653,0.010303830911492734
top_ngram_chr_fraction_4,0.024566473988439308,,0.010440835266821345,
oov_ratio,0.005545286506469501,0.003215434083601286,0.0016155088852988692,0.006568144499178982
first_order_coherence,0.6959480742613474,0.8150101631879807,0.7347878945991397,0.8016181182861328
second_order_coherence,0.6645478360030962,0.8088590000805101,0.7040240070537517,0.8092780162890753
entropy,14.24986066262485,12.651839206752648,14.453963036203568,13.718647454461685
perplexity,1543959.3208574255,312337.373141321,1893548.303573094,907680.2558761998
per_word_perplexity,2853.8989294961652,502.15011759054823,3059.044109164934,1490.4437699116581
dependency_distance_mean,2.6587718298499126,2.9416456721221103,2.734675385457823,2.6970383341627167
dependency_distance_std,0.8268456526832035,0.6480037441465997,0.9870488910825594,0.4019841404047875
prop_adjacent_dependency_relation_mean,0.44967548695963055,0.4755897351241392,0.4509011871448717,0.4699584209589952
prop_adjacent_dependency_relation_std,0.06959220645483699,0.05575222650065692,0.11521628561142133,0.053714998694975175
token_length_mean,4.808602150537634,5.8400735294117645,5.201834862385321,5.923507462686567
token_length_median,4.0,5.0,4.0,5.0
token_length_std,2.8367653817267153,3.306379305560765,3.108378191582208,3.168131837455087
sentence_length_mean,18.6,25.904761904761905,25.952380952380953,20.615384615384617
sentence_length_median,16.0,24.0,23.0,20.0
sentence_length_std,11.845674315968678,8.017271605161554,18.99994032691429,6.4871288130178515
syllables_per_token_mean,1.4817204301075269,1.7720588235294117,1.5853211009174313,1.7611940298507462
syllables_per_token_median,1.0,1.0,1.0,1.0
syllables_per_token_std,0.8425443080859232,1.0827315114799039,0.9465364857798929,1.0575182470999882
n_tokens,465,544,545,536
n_unique_tokens,241,303,280,295
proportion_unique_tokens,0.5182795698924731,0.5569852941176471,0.5137614678899083,0.5503731343283582
n_characters,2316,3257,2914,3254
n_sentences,25,21,21,26
flesch_reading_ease,62.60245161290325,30.62549019607846,46.37516819571866,36.91336969001151
flesch_kincaid_grade,9.148301075268819,15.423151260504202,13.23821756225426,13.232089552238808
smog,11.905187351434009,16.6708967788621,14.889722007359985,15.091289759661642
gunning_fog,12.515268817204301,19.038375350140058,16.9130624726955,16.75361653272101
automated_readability_index,10.51851612903226,19.029127275910362,16.04683267802534,16.77741245694604
coleman_liau_index,10.883182795698925,17.396985294117645,13.646238532110093,17.594402985074627
lix,44.83655913978495,66.16211484593838,57.87898645696811,62.21986222732491
rix,4.88,10.428571428571429,8.285714285714286,8.576923076923077
pos_prop_DET,0.08502772643253234,0.04019292604501608,0.07431340872374798,0.06403940886699508
pos_prop_ADJ,0.066543438077634,0.12861736334405144,0.06785137318255251,0.13136288998357964
pos_prop_NOUN,0.28650646950092423,0.3054662379421222,0.2875605815831987,0.2988505747126437
pos_prop_AUX,0.05545286506469501,0.014469453376205787,0.025848142164781908,0.021346469622331693
pos_prop_PROPN,0.033271719038817,0.027331189710610933,0.033925686591276254,0.008210180623973728
pos_prop_NUM,0.059149722735674676,0.01929260450160772,0.045234248788368334,0.016420361247947456
pos_prop_PUNCT,0.11645101663585952,0.11093247588424437,0.09531502423263329,0.10016420361247948
pos_prop_VERB,0.07763401109057301,0.10932475884244373,0.09854604200323101,0.12479474548440066
pos_prop_ADP,0.07578558225508318,0.13183279742765272,0.1421647819063005,0.09195402298850575
pos_prop_CCONJ,0.04066543438077634,0.03376205787781351,0.030694668820678513,0.0361247947454844
pos_prop_ADV,0.03512014787430684,0.02572347266881029,0.030694668820678513,0.024630541871921183
pos_prop_PRON,0.022181146025878003,0.03697749196141479,0.017770597738287562,0.03776683087027915
pos_prop_PART,0.024029574861367836,0.00964630225080386,0.029079159935379646,0.027914614121510674
pos_prop_SCONJ,0.0073937153419593345,0.006430868167202572,0.008077544426494346,0.016420361247947456
pos_prop_SYM,0.014787430683918669,,0.012924071082390954,
connectives,12,18,8,14
connectives_cap,2,4,2,3
