,human,explain,create,continue
dependency_distance_mean,2.6547915146589958,3.119158022848439,2.957093137578651,2.8079014864993965
dependency_distance_std,0.8912149406886083,0.9661270089399536,0.7121048984092991,0.6002416406411184
prop_adjacent_dependency_relation_mean,0.46150497594426243,0.45623998799839266,0.46674995229223537,0.4846246147213639
prop_adjacent_dependency_relation_std,0.06807567683593328,0.06857390744717898,0.056890256427356276,0.06614915659961437
flesch_reading_ease,63.19919506462986,45.806406815264324,25.549471006564573,36.426678571428596
flesch_kincaid_grade,9.240047003525266,12.767146691562612,15.372265864332604,13.74332142857143
smog,11.882522634951826,15.069178484269955,17.063985952170544,16.03029750255766
gunning_fog,12.58660399529965,16.856155910841405,19.55575492341357,18.06714285714286
automated_readability_index,10.658322561692124,15.742922161279026,18.780623632385122,17.220468750000002
coleman_liau_index,10.676126126126125,14.543325942350332,18.840787746170673,17.147946428571426
lix,44.75479827653741,58.104913058699964,65.51958424507659,63.69464285714285
rix,4.913043478260869,8.157894736842104,9.75,9.25
first_order_coherence,0.6838154901157726,0.7528971814446979,0.782801439887599,0.8060995214863828
second_order_coherence,0.671924182346889,0.7457565752898946,0.7465577638811536,0.8377619352605608
passed_quality_check,True,True,True,True
n_stop_words,176.0,172.0,157.0,169.0
alpha_ratio,0.8081395348837209,0.8349328214971209,0.8477443609022557,0.8700787401574803
mean_word_length,4.246124031007752,4.792706333973128,5.396616541353383,5.261811023622047
doc_length,516.0,521.0,532.0,508.0
duplicate_ngram_chr_fraction_5,0.05873379099923722,,0.006626506024096385,0.012849341471249599
duplicate_ngram_chr_fraction_6,0.03279938977879481,,,
duplicate_ngram_chr_fraction_7,0.03279938977879481,,,
top_ngram_chr_fraction_2,0.033562166285278416,0.006805035726437564,0.0030120481927710845,0.011564407324124639
top_ngram_chr_fraction_3,0.029748283752860413,0.013269819666553249,0.0036144578313253013,0.008994539029874718
top_ngram_chr_fraction_4,0.019450800915331808,,,
oov_ratio,0.005813953488372093,0.0019193857965451055,0.0018796992481203006,0.011811023622047244
pos_prop_DET,0.08333333333333333,0.07485604606525911,0.045112781954887216,0.0610236220472441
pos_prop_ADJ,0.060077519379844964,0.07485604606525911,0.12030075187969924,0.10826771653543307
pos_prop_NOUN,0.29069767441860467,0.2821497120921305,0.2894736842105263,0.2992125984251969
pos_prop_AUX,0.05426356589147287,0.04030710172744722,0.015037593984962405,0.013779527559055118
pos_prop_PROPN,0.03488372093023256,0.028790786948176585,0.045112781954887216,0.01968503937007874
pos_prop_NUM,0.06201550387596899,0.046065259117082535,0.020676691729323307,0.01968503937007874
pos_prop_PUNCT,0.11434108527131782,0.11132437619961612,0.12406015037593984,0.10236220472440945
pos_prop_VERB,0.07945736434108527,0.09980806142034548,0.10338345864661654,0.11023622047244094
pos_prop_ADP,0.07751937984496124,0.1036468330134357,0.11842105263157894,0.1141732283464567
pos_prop_CCONJ,0.03875968992248062,0.0345489443378119,0.02631578947368421,0.025590551181102362
pos_prop_ADV,0.03294573643410853,0.04030710172744722,0.02819548872180451,0.04330708661417323
pos_prop_PRON,0.023255813953488372,0.015355086372360844,0.046992481203007516,0.047244094488188976
pos_prop_PART,0.025193798449612403,0.02495201535508637,0.011278195488721804,0.021653543307086614
pos_prop_SCONJ,0.007751937984496124,0.009596928982725527,0.005639097744360902,0.013779527559055118
pos_prop_SYM,0.015503875968992248,0.013435700575815739,,
token_length_mean,4.763513513513513,5.37250554323725,6.111597374179431,5.828125
token_length_median,4.0,5.0,6.0,5.0
token_length_std,2.830882187857541,3.152945010092232,3.323317439708354,3.1818983078530114
sentence_length_mean,19.304347826086957,23.736842105263158,22.85,22.4
sentence_length_median,17.0,23.0,22.5,21.0
sentence_length_std,12.124121779431915,9.066085473740833,7.192183256842111,9.232551110067034
syllables_per_token_mean,1.4662162162162162,1.6186252771618626,1.8687089715536105,1.7455357142857142
syllables_per_token_median,1.0,1.0,1.0,1.0
syllables_per_token_std,0.8362470367084723,0.9398819896577528,1.0871464447472168,1.0340099122950852
n_tokens,444,451,457,448
n_unique_tokens,232,255,272,266
proportion_unique_tokens,0.5225225225225225,0.565410199556541,0.5951859956236324,0.59375
n_characters,2191,2497,2871,2673
n_sentences,23,19,20,20
entropy,13.274126696269224,12.06265049829278,10.902712817899774,11.381082409238461
perplexity,581942.3671351392,173277.6496560636,54323.53393879222,87647.8542568931
per_word_perplexity,1127.7952851456187,332.58665960856735,102.11190589998537,172.5351461749864
connectives,11,8,10,13
connectives_cap,1,3,3,2
