,human,explain,create,continue
pos_prop_PRON,0.019646365422396856,0.011345218800648298,0.03046594982078853,0.03225806451612903
pos_prop_AUX,0.04911591355599214,0.03241491085899514,0.034050179211469536,0.03904923599320883
pos_prop_PART,0.021611001964636542,0.022690437601296597,0.01971326164874552,0.025466893039049237
pos_prop_DET,0.05893909626719057,0.09238249594813615,0.1057347670250896,0.0899830220713073
pos_prop_VERB,0.08644400785854617,0.07779578606158834,0.10215053763440861,0.10696095076400679
pos_prop_NOUN,0.2475442043222004,0.293354943273906,0.2777777777777778,0.2733446519524618
pos_prop_PUNCT,0.11394891944990176,0.15235008103727715,0.12724014336917563,0.12903225806451613
pos_prop_PROPN,0.05893909626719057,0.03079416531604538,0.021505376344086023,0.025466893039049237
pos_prop_CCONJ,0.05697445972495088,0.04051863857374392,0.03225806451612903,0.044142614601018676
pos_prop_ADJ,0.11787819253438114,0.11183144246353323,0.10931899641577061,0.12224108658743633
pos_prop_ADP,0.08840864440078586,0.10048622366288493,0.10752688172043011,0.0831918505942275
pos_prop_ADV,0.021611001964636542,0.02593192868719611,0.01971326164874552,0.02037351443123939
pos_prop_NUM,0.043222003929273084,0.006482982171799027,0.008960573476702509,0.0050933786078098476
pos_prop_SYM,0.0137524557956778,,,0.001697792869269949
pos_prop_SCONJ,0.0019646365422396855,0.0016207455429497568,0.0035842293906810036,0.001697792869269949
dependency_distance_mean,2.487298350854088,2.7749537055219267,2.6100942774651124,2.652254626633781
dependency_distance_std,0.6675257837749893,0.4849476013855544,0.5568248292522133,0.4780339791832537
prop_adjacent_dependency_relation_mean,0.45471001635037367,0.45891256006446324,0.45841608841329184,0.4308570814779859
prop_adjacent_dependency_relation_std,0.0802765122840804,0.08034289535039775,0.06689068483040304,0.07992111154082687
entropy,13.267368606350939,19.419118689820472,15.957481319368519,18.19713066398525
perplexity,578022.8075765088,271403903.9692816,8516204.508856133,79967484.31749354
per_word_perplexity,1135.6047300127875,439876.667697377,15262.015248846115,135768.224647697
token_length_mean,5.235827664399093,5.470134874759152,5.628630705394191,5.889546351084813
token_length_median,4.0,5.0,5.0,5.0
token_length_std,3.0696650244921986,3.182710727246659,3.1846770377191866,3.1883090791735875
sentence_length_mean,13.363636363636363,17.896551724137932,16.620689655172413,17.482758620689655
sentence_length_median,12.0,16.0,15.0,17.0
sentence_length_std,5.902327131287988,6.391507445019399,5.175631183253439,6.646859199471439
syllables_per_token_mean,1.6145124716553287,1.7052023121387283,1.7282157676348548,1.834319526627219
syllables_per_token_median,1.0,1.0,1.0,1.0
syllables_per_token_std,0.9833847792162119,0.97945755283122,1.0460320853438527,1.0585267945714982
n_tokens,441,519,482,507
n_unique_tokens,271,267,245,249
proportion_unique_tokens,0.6145124716553289,0.5144508670520231,0.508298755186722,0.4911242603550296
n_characters,2377,2940,2794,3072
n_sentences,33,29,29,29
first_order_coherence,0.6628874097950757,0.8206767333405358,0.8045943592275892,0.8373407625726291
second_order_coherence,0.6578285577857206,0.8088332458778664,0.7989925565542998,0.8247615750189181
passed_quality_check,True,True,True,True
n_stop_words,166.0,204.0,206.0,205.0
alpha_ratio,0.831041257367387,0.8411669367909238,0.8655913978494624,0.8624787775891342
mean_word_length,4.669941060903732,4.764991896272285,5.007168458781362,5.215619694397284
doc_length,509.0,617.0,558.0,589.0
duplicate_ngram_chr_fraction_5,0.015714285714285715,0.011014492753623189,0.08943338437978561,0.04029099048684947
top_ngram_chr_fraction_2,0.008928571428571428,0.011594202898550725,0.014701378254211332,0.01119194180190263
top_ngram_chr_fraction_3,0.009642857142857142,0.01884057971014493,0.015926493108728942,0.014549524342473419
oov_ratio,0.03339882121807466,0.0016207455429497568,0.0017921146953405018,0.003395585738539898
flesch_reading_ease,56.6831539888683,44.40988439306361,43.757946058091306,33.90656804733729
flesch_kincaid_grade,8.673065347351063,11.511042455650788,11.285015023608526,12.873246276270152
smog,11.855464076750408,13.737403514147577,13.630784692434368,14.554592549557764
gunning_fog,12.32958152958153,14.865749784067503,14.781055945056517,16.144977215534244
automated_readability_index,9.912566481137908,13.28261112218457,13.391195449992843,15.051142623954298
coleman_liau_index,12.771700680272108,14.710443159922928,15.515435684647304,17.137435897435896
lix,44.42939600082457,53.92738024051559,54.794963514093574,59.6918315989934
rix,4.151515151515151,6.448275862068965,6.344827586206897,7.379310344827586
connectives,9,11,9,8
connectives_cap,1,2,1,1
duplicate_ngram_chr_fraction_6,,0.011014492753623189,0.04655436447166922,
duplicate_ngram_chr_fraction_7,,,0.030627871362940276,
duplicate_ngram_chr_fraction_8,,,0.030627871362940276,
duplicate_ngram_chr_fraction_9,,,0.030627871362940276,
top_ngram_chr_fraction_4,,,0.02021439509954058,
