,explain,human-full,create,human-cont,continue
dependency_distance_mean,3.0529819966358427,2.807687953071764,2.674845754407703,2.7592315990028404,3.0586831461753947
dependency_distance_std,0.5233972478778635,0.5469924862627749,0.7732187085707408,0.5503616833567437,0.5971316346018635
prop_adjacent_dependency_relation_mean,0.42537091021204737,0.435082692951416,0.4299335447146047,0.4277102848049414,0.44221807292816656
prop_adjacent_dependency_relation_std,0.07498261669444746,0.07151371222780499,0.09479948268869307,0.07450315558574463,0.040150706292208536
token_length_mean,5.313167259786477,4.823734729493892,4.912101910828025,4.85064935064935,4.827044025157233
token_length_median,5.0,4.0,4.0,4.0,4.0
token_length_std,2.9117758709958848,2.80774210357851,2.8046674092017376,2.836334597793093,2.827030033335787
sentence_length_mean,21.615384615384617,17.90625,17.444444444444443,17.11111111111111,22.714285714285715
sentence_length_median,22.0,17.5,16.0,15.0,23.5
sentence_length_std,4.844321998102704,8.719086015030474,10.025646126156337,9.101621073898842,6.419040553903135
syllables_per_token_mean,1.597864768683274,1.4537521815008727,1.4611464968152865,1.4588744588744589,1.4748427672955975
syllables_per_token_median,1.0,1.0,1.0,1.0,1.0
syllables_per_token_std,0.8879556248354441,0.8165226921668122,0.8162872044781383,0.8357781643974564,0.7956223428139728
n_tokens,281,573,785,462,318
n_unique_tokens,167,312,384,262,171
proportion_unique_tokens,0.594306049822064,0.5445026178010471,0.489171974522293,0.5670995670995671,0.5377358490566038
n_characters,1526,2910,4105,2361,1583
n_sentences,13,32,45,27,14
first_order_coherence,0.8310666431983312,0.6877357440610086,0.6745824881575324,0.6767797573254659,0.85564124584198
second_order_coherence,0.8058309880169955,0.6950539896885554,0.6514700505622598,0.7000114703178406,0.8302863985300064
entropy,7.930215841589885,20.59929726286424,27.603169124943214,17.147251755560962,12.057980395765236
perplexity,2780.0267851654994,883407602.341255,972532299696.7102,27987030.252557125,172470.31190879142
per_word_perplexity,8.996850437428801,1271090.075311158,1036814818.4399896,49798.98621451446,479.08419974664287
flesch_reading_ease,49.716025184779625,65.67272169502618,65.51589525831567,66.04644300144302,59.00830188679247
flesch_kincaid_grade,11.694804270462637,8.547713241710301,8.454861995753713,8.298051948051953,10.671716082659483
smog,13.397384779245865,11.080906280650957,11.02656853955958,11.05711978918934,12.28987398476788
gunning_fog,14.624801532986588,11.490597731239092,11.35994338287332,11.346608946608947,13.61401617250674
automated_readability_index,14.402710101286615,10.242915575916232,10.428222222222221,9.972113997113993,12.662520215633428
coleman_liau_index,14.07202846975089,10.91050610820244,11.38634394904458,10.991948051948047,11.279874213836475
lix,56.13495756912127,44.60782068062827,44.83297947629158,44.38383838383838,49.443845462713384
rix,7.461538461538462,4.78125,4.777777777777778,4.666666666666667,6.071428571428571
pos_prop_DET,0.08090614886731391,0.06474820143884892,0.07249466950959488,0.06405693950177936,0.07777777777777778
pos_prop_NOUN,0.20064724919093851,0.1553956834532374,0.16631130063965885,0.15480427046263345,0.17222222222222222
pos_prop_VERB,0.13592233009708737,0.1223021582733813,0.12046908315565032,0.12633451957295375,0.13333333333333333
pos_prop_PROPN,0.11326860841423948,0.08920863309352518,0.09808102345415778,0.07473309608540925,0.030555555555555555
pos_prop_PART,0.042071197411003236,0.03597122302158273,0.029850746268656716,0.03914590747330961,0.022222222222222223
pos_prop_ADP,0.09061488673139159,0.09352517985611511,0.10021321961620469,0.09074733096085409,0.11944444444444445
pos_prop_ADJ,0.06472491909385113,0.058992805755395686,0.06183368869936034,0.05871886120996441,0.07777777777777778
pos_prop_PRON,0.06796116504854369,0.08920863309352518,0.07889125799573561,0.09430604982206406,0.11666666666666667
pos_prop_PUNCT,0.07119741100323625,0.1539568345323741,0.1460554371002132,0.15658362989323843,0.10277777777777777
pos_prop_SCONJ,0.025889967637540454,0.014388489208633094,0.011727078891257996,0.01601423487544484,0.008333333333333333
pos_prop_ADV,0.025889967637540454,0.034532374100719423,0.031982942430703626,0.03914590747330961,0.03333333333333333
pos_prop_NUM,0.006472491909385114,0.014388489208633094,0.015991471215351813,0.0071174377224199285,0.002777777777777778
pos_prop_AUX,0.02912621359223301,0.051798561151079135,0.04477611940298507,0.05338078291814947,0.05277777777777778
pos_prop_CCONJ,0.045307443365695796,0.02014388489208633,0.02025586353944563,0.02491103202846975,0.05
passed_quality_check,True,True,True,True,True
n_stop_words,131.0,290.0,375.0,243.0,179.0
alpha_ratio,0.919093851132686,0.8316546762589928,0.837953091684435,0.8362989323843416,0.8944444444444445
mean_word_length,4.938511326860842,4.18705035971223,4.3763326226012795,4.201067615658363,4.397222222222222
doc_length,309.0,695.0,938.0,562.0,360.0
top_ngram_chr_fraction_2,0.017718715393133997,0.011200459506031017,0.009200572480065426,0.010626992561105207,0.01263157894736842
connectives,9,12,13,12,10
pos_prop_SYM,,0.0014388489208633094,0.0010660980810234541,,
duplicate_ngram_chr_fraction_5,,0.02613440551407237,0.04314046207319566,0.028338646829613887,0.024210526315789474
duplicate_ngram_chr_fraction_6,,0.022975301550832855,0.0273972602739726,0.028338646829613887,
top_ngram_chr_fraction_3,,0.010051694428489374,0.007156000817828665,0.010626992561105207,0.008421052631578947
top_ngram_chr_fraction_4,,0.01723147616312464,0.012267429973420568,0.017711654268508677,
duplicate_ngram_chr_fraction_7,,,0.011040686976078512,,
oov_ratio,,,0.0010660980810234541,,
