,explain,human-full,create,human-cont,continue
first_order_coherence,0.7474331584843722,0.7244622257717869,0.7922786726401403,0.710882144097827,0.7817632228136062
second_order_coherence,0.7161354839801788,0.6985195076891354,0.7724046611785889,0.6762907883524895,0.7678424684624923
flesch_reading_ease,60.070494100294994,66.80638012618297,58.64406565656566,68.59278974579924,60.298740157480324
flesch_kincaid_grade,9.559424778761063,8.014539504695602,9.937803030303034,7.776552183992944,9.35605549306337
smog,11.37473899888905,10.667716069371043,12.327495391467892,10.551959654778976,11.944058876818428
gunning_fog,11.95811209439528,10.80678052141122,13.125252525252527,10.684048337128907,12.506486689163856
automated_readability_index,12.30777286135693,9.654616556075275,13.351811868686873,9.317674955376376,12.427649043869515
coleman_liau_index,12.99097345132743,10.966225026288114,13.90159090909091,10.522432859399682,13.511811023622041
lix,48.03687315634218,41.94860219732405,50.237373737373744,41.24408608768798,47.539182602174726
rix,5.5,4.189655172413793,6.0,4.077922077922078,5.333333333333333
passed_quality_check,True,True,True,True,True
n_stop_words,107.0,423.0,234.0,596.0,187.0
alpha_ratio,0.9149797570850202,0.84472049689441,0.8913412563667232,0.8372859025032938,0.8635346756152126
mean_word_length,4.809716599190283,4.278615794143745,4.864176570458404,4.180500658761528,4.644295302013423
doc_length,247.0,1127.0,589.0,1518.0,447.0
top_ngram_chr_fraction_2,0.017705382436260624,0.008326105810928014,0.00885216878135143,0.011039558417663294,0.008547008547008548
oov_ratio,0.008097165991902834,0.006211180124223602,,0.005928853754940711,
entropy,6.19683612431324,33.62079474044624,14.196213531259431,46.68377879137607,11.624803018359575
perplexity,491.1925080194628,399324202485548.06,1463312.897844846,1.881514300289358e+20,111837.59109209731
per_word_perplexity,1.9886336357063272,354324935657.0968,2484.402203471725,1.239469236027245e+17,250.19595322616848
token_length_mean,5.163716814159292,4.859095688748686,5.308712121212121,4.782780410742496,5.26246719160105
token_length_median,5.0,4.0,5.0,4.0,5.0
token_length_std,2.5770794317758012,2.5506682125447333,2.624433533483227,2.4966430246510716,2.779637847613289
sentence_length_mean,18.833333333333332,16.396551724137932,19.555555555555557,16.441558441558442,18.142857142857142
sentence_length_median,18.5,15.0,19.0,15.0,18.0
sentence_length_std,6.926198251726716,9.306911883060286,7.03606231066114,9.436725035171985,7.052765173932807
syllables_per_token_mean,1.508849557522124,1.4584647739221872,1.5170454545454546,1.4368088467614535,1.5144356955380578
syllables_per_token_median,1.0,1.0,1.0,1.0,1.0
syllables_per_token_std,0.7827857585180904,0.7451979874887148,0.8139952336212581,0.7347419551867338,0.8054450582925743
n_tokens,226,951,528,1266,381
n_unique_tokens,153,473,301,571,241
proportion_unique_tokens,0.6769911504424779,0.49737118822292326,0.5700757575757576,0.4510268562401264,0.6325459317585301
n_characters,1188,4822,2865,6346,2076
n_sentences,12,58,27,77,21
dependency_distance_mean,2.504678407850846,2.748504929738009,2.6265319219881054,2.7883681860899534,2.7942382685763514
dependency_distance_std,0.5141599203176661,0.7132223416064698,0.47009922389186987,0.8122214304049858,0.793359361646375
prop_adjacent_dependency_relation_mean,0.516595322898691,0.4452332183012152,0.475199082581276,0.4222919437160789,0.45551080887164064
prop_adjacent_dependency_relation_std,0.051926136202594314,0.09147944254599956,0.06603799453597722,0.11266607453425552,0.06318915351796783
pos_prop_DET,0.08502024291497975,0.08163265306122448,0.08488964346349745,0.0836627140974967,0.05145413870246085
pos_prop_NOUN,0.19433198380566802,0.15350488021295475,0.2461799660441426,0.15744400527009222,0.19239373601789708
pos_prop_VERB,0.10526315789473684,0.09937888198757763,0.11375212224108659,0.10210803689064558,0.12304250559284116
pos_prop_ADJ,0.044534412955465584,0.06832298136645963,0.07470288624787776,0.07180500658761528,0.06487695749440715
pos_prop_ADP,0.145748987854251,0.09937888198757763,0.1273344651952462,0.09947299077733861,0.1185682326621924
pos_prop_PRON,0.048582995951417005,0.06033717834960071,0.06451612903225806,0.0691699604743083,0.09395973154362416
pos_prop_NUM,0.016194331983805668,0.019520851818988466,0.015280135823429542,0.016469038208168644,
pos_prop_AUX,0.044534412955465584,0.03904170363797693,0.044142614601018676,0.041501976284584984,0.042505592841163314
pos_prop_PROPN,0.1417004048582996,0.15616681455190773,0.057724957555178265,0.1251646903820817,0.040268456375838924
pos_prop_PUNCT,0.08097165991902834,0.14285714285714285,0.100169779286927,0.15151515151515152,0.13646532438478748
pos_prop_CCONJ,0.044534412955465584,0.027506654835847383,0.025466893039049237,0.025032938076416336,0.035794183445190156
pos_prop_PART,0.012145748987854251,0.012422360248447204,0.010186757215619695,0.021080368906455864,0.024608501118568233
pos_prop_ADV,0.02834008097165992,0.027506654835847383,0.01697792869269949,0.023715415019762844,0.058165548098434
pos_prop_SCONJ,0.008097165991902834,0.012422360248447204,0.01697792869269949,0.011857707509881422,0.017897091722595078
connectives,10,14,11,20,8
duplicate_ngram_chr_fraction_5,,0.023243712055507373,,0.020370613746878697,
duplicate_ngram_chr_fraction_6,,0.01144839549002602,,0.008673938756735444,
top_ngram_chr_fraction_3,,0.004336513443191674,,0.005256932579839664,0.009768009768009768
top_ngram_chr_fraction_4,,0.0046834345186470075,,0.007096858982783546,
pos_prop_X,,,0.001697792869269949,,
