,human-full,continue,create,human-cont,explain
first_order_coherence,0.6333957313943435,0.8229273131915501,0.8072634860873222,0.6204807182906994,0.7742504094328199
second_order_coherence,0.653283980308157,0.8474128796504095,0.8180838317974753,0.6473361954644874,0.7390967469948989
flesch_reading_ease,69.00722689075631,52.504330275229364,38.404769037656905,72.76410596026493,60.29905208333335
flesch_kincaid_grade,7.85747899159664,11.351755351681962,12.652574058577411,6.99081068737155,9.08865625
smog,10.355215969177355,13.241360182570464,15.166603345793927,9.753983421225431,11.473099999999999
gunning_fog,10.564705882352943,14.469235474006116,16.936702928870297,9.69198447134049,11.826666666666668
automated_readability_index,9.66216806722689,14.820458715596331,16.606778242677827,8.412331582553094,11.205286458333333
coleman_liau_index,10.663058823529408,14.489908256880735,18.20251046025105,9.80997792494481,12.5546875
lix,44.73109243697479,57.57981651376147,62.42543933054394,41.66925477658522,51.05104166666666
rix,4.714285714285714,7.8,8.28,4.068965517241379,5.8
passed_quality_check,True,True,True,True,True
n_stop_words,286.0,162.0,195.0,226.0,122.0
alpha_ratio,0.8340425531914893,0.9088397790055248,0.9075471698113208,0.8280961182994455,0.8571428571428571
mean_word_length,4.221276595744681,4.969613259668508,5.560377358490566,4.096118299445472,4.591836734693878
doc_length,705.0,362.0,530.0,541.0,294.0
top_ngram_chr_fraction_2,0.02155051777218024,0.025906735751295335,0.005841121495327103,0.02470984649943841,0.009968847352024923
top_ngram_chr_fraction_3,0.005877413937867338,,0.015771028037383176,,
oov_ratio,0.0014184397163120568,,,,
entropy,19.696219788579764,8.798533844503098,12.706696805437154,15.70975012433766,7.845463601491211
perplexity,358063100.9893236,6624.5243000018145,329950.1315265385,6647491.5060848445,2554.1214836405034
per_word_perplexity,507890.92338911153,18.29979088398291,622.547417974601,12287.41498352097,8.687488039593548
token_length_mean,4.796638655462185,5.382262996941896,6.046025104602511,4.677704194260485,5.1171875
token_length_median,4.0,5.0,6.0,4.0,4.0
token_length_std,2.6385612572168164,2.857051540084297,3.1672313608408227,2.6011310209206404,2.806580141354198
sentence_length_mean,17.0,21.8,19.12,15.620689655172415,17.066666666666666
sentence_length_median,15.0,21.0,17.0,15.0,18.0
sentence_length_std,10.169983846032963,4.354308211415448,6.689215200604627,9.415371851954793,3.586394041683404
syllables_per_token_mean,1.4252100840336135,1.562691131498471,1.7615062761506277,1.3973509933774835,1.52734375
syllables_per_token_median,1.0,1.0,1.0,1.0,1.0
syllables_per_token_std,0.714109716330156,0.7946011093302555,1.002936812546339,0.6912841510304577,0.7851368156798773
n_tokens,595,327,478,453,256
n_unique_tokens,316,202,299,261,161
proportion_unique_tokens,0.5310924369747899,0.617737003058104,0.6255230125523012,0.5761589403973509,0.62890625
n_characters,2976,1799,2947,2216,1350
n_sentences,35,15,25,29,15
dependency_distance_mean,2.616457005055845,2.66834228450341,2.539301793123694,2.566177847245412,2.7148440687628326
dependency_distance_std,0.8012648753132321,0.2945309128733368,0.4880724141277965,0.8242500050131824,0.4108906111914806
prop_adjacent_dependency_relation_mean,0.405070433991335,0.46431629836489174,0.464847205540704,0.3897186009162401,0.468607635520679
prop_adjacent_dependency_relation_std,0.110973170116783,0.06102655920468677,0.06909540605026147,0.11516912294601171,0.05723919178427427
pos_prop_PUNCT,0.14326241134751774,0.0856353591160221,0.09056603773584905,0.14972273567467653,0.12244897959183673
pos_prop_PROPN,0.1148936170212766,0.03867403314917127,0.06037735849056604,0.09796672828096119,0.08503401360544217
pos_prop_PRON,0.08226950354609928,0.09944751381215469,0.0509433962264151,0.08502772643253234,0.08503401360544217
pos_prop_VERB,0.11205673758865248,0.11602209944751381,0.11886792452830189,0.11275415896487985,0.11224489795918367
pos_prop_ADP,0.1276595744680851,0.143646408839779,0.1490566037735849,0.12014787430683918,0.16326530612244897
pos_prop_NOUN,0.17163120567375886,0.20718232044198895,0.25471698113207547,0.17929759704251386,0.19387755102040816
pos_prop_SCONJ,0.019858156028368795,0.03038674033149171,0.011320754716981131,0.018484288354898338,0.01020408163265306
pos_prop_DET,0.07092198581560284,0.049723756906077346,0.05849056603773585,0.07578558225508318,0.05442176870748299
pos_prop_ADJ,0.04113475177304964,0.09116022099447514,0.09056603773584905,0.038817005545286505,0.05442176870748299
pos_prop_AUX,0.03971631205673759,0.03038674033149171,0.033962264150943396,0.04066543438077634,0.027210884353741496
pos_prop_ADV,0.015602836879432624,0.03038674033149171,0.03018867924528302,0.014787430683918669,0.030612244897959183
pos_prop_NUM,0.02269503546099291,0.013812154696132596,0.0037735849056603774,0.02033271719038817,0.02040816326530612
pos_prop_PART,0.01702127659574468,0.024861878453038673,0.013207547169811321,0.018484288354898338,0.013605442176870748
pos_prop_CCONJ,0.019858156028368795,0.03867403314917127,0.033962264150943396,0.025878003696857672,0.027210884353741496
pos_prop_SYM,0.0014184397163120568,,,0.0018484288354898336,
connectives,26,11,12,20,17
duplicate_ngram_chr_fraction_5,,,,,0.03613707165109034
duplicate_ngram_chr_fraction_6,,,,,0.03613707165109034
