,human-full,explain,create,human-cont,continue
token_length_mean,4.731784582893347,4.874251497005988,5.262222222222222,4.701168614357262,4.932346723044398
token_length_median,4.0,4.0,5.0,4.0,4.0
token_length_std,2.48583596558334,2.7010302774133703,2.6878565511399923,2.420181280883138,2.5334277205181293
sentence_length_mean,16.614035087719298,18.555555555555557,17.307692307692307,17.114285714285714,17.51851851851852
sentence_length_median,14.0,18.0,16.0,14.5,17.0
sentence_length_std,11.455105941854914,4.924115512480076,6.803671128765878,10.834525313806331,4.441974622389615
syllables_per_token_mean,1.3812038014783528,1.4790419161676647,1.54,1.3781302170283807,1.4249471458773784
syllables_per_token_median,1.0,1.0,1.0,1.0,1.0
syllables_per_token_std,0.7532999753539996,0.8322707078692405,0.8586552794275994,0.744320180179756,0.7743040572701151
n_tokens,947,167,450,1198,473
n_unique_tokens,470,102,251,560,247
proportion_unique_tokens,0.4963041182682154,0.6107784431137725,0.5577777777777778,0.4674457429048414,0.5221987315010571
n_characters,4710,834,2442,5904,2401
n_sentences,57,9,26,70,27
flesch_reading_ease,73.12191278089628,62.87416500332671,58.98369230769234,72.874183639399,68.50317516247752
flesch_kincaid_grade,7.187678541655089,9.099361277445112,9.332,7.346507989506321,8.056598543575287
smog,10.064110947511566,10.74609503303851,12.635684438814376,10.125756701596842,10.903163001774267
gunning_fog,10.19366049760092,11.254557551563542,13.323076923076924,10.351557357500596,11.235737217132566
automated_readability_index,9.163722929287317,10.805502328675978,12.008912820512819,9.269647030765562,10.560612324798374
coleman_liau_index,10.241267159450892,11.265389221556884,13.431644444444448,10.113322203672784,11.512558139534882
lix,39.42290520387558,45.50166333998669,49.52991452991453,38.39976150727403,45.63691175319083
rix,3.789473684210526,5.0,5.576923076923077,3.642857142857143,4.925925925925926
entropy,33.194918104977695,6.61911345341392,14.93718591924846,41.78763166200195,16.988174002486495
perplexity,260837338538936.25,749.2805304744595,3069993.245040627,1.406493866493816e+18,23870978.78964038
per_word_perplexity,228403974202.2209,4.006847756547912,5881.21311310465,982874819352771.5,44287.5302219673
dependency_distance_mean,2.45199928706512,2.7961150917693964,2.724014631416878,2.5453516860266467,2.482843984901948
dependency_distance_std,0.8624860247937494,0.7392595383234486,1.0161971396007006,0.8386364562429429,0.38490066672055134
prop_adjacent_dependency_relation_mean,0.4563474346112562,0.4899535763962335,0.47857281856542916,0.4424642468419918,0.48656285675406186
prop_adjacent_dependency_relation_std,0.1073724348426372,0.05970760520709676,0.07241266318324711,0.10125116385484495,0.07696002704700249
passed_quality_check,True,True,True,True,True
n_stop_words,476.0,82.0,209.0,613.0,233.0
alpha_ratio,0.8388791593695272,0.8823529411764706,0.8659003831417624,0.8427672955974843,0.87569573283859
mean_word_length,4.1243432574430825,4.459893048128342,4.67816091954023,4.1257861635220126,4.454545454545454
doc_length,1142.0,187.0,522.0,1431.0,539.0
duplicate_ngram_chr_fraction_5,0.023358697575650327,0.0321285140562249,0.025259515570934254,0.009853603603603604,0.01394700139470014
duplicate_ngram_chr_fraction_6,0.015926384710670677,,0.01972318339100346,0.009853603603603604,
top_ngram_chr_fraction_2,0.0037161564324898247,0.020080321285140562,0.010380622837370242,0.005067567567567568,0.01394700139470014
top_ngram_chr_fraction_3,0.004247035922845514,0.05220883534136546,0.01903114186851211,,0.015690376569037656
top_ngram_chr_fraction_4,0.006370553884268271,,0.020761245674740483,,
oov_ratio,0.006129597197898424,,,0.005590496156533892,
first_order_coherence,0.6961682051686304,0.791928268969059,0.7762505245208741,0.7287171890122303,0.8087642032366532
second_order_coherence,0.6628555433316664,0.8095969387463161,0.7732633768270413,0.6828498840332031,0.805702691078186
pos_prop_DET,0.08581436077057793,0.1657754010695187,0.09578544061302682,0.07547169811320754,0.10204081632653061
pos_prop_NUM,0.01838879159369527,0.016042780748663103,0.007662835249042145,0.018867924528301886,0.0074211502782931356
pos_prop_PUNCT,0.15148861646234676,0.10695187165775401,0.13409961685823754,0.14605171208944795,0.11873840445269017
pos_prop_NOUN,0.20140105078809106,0.25668449197860965,0.23180076628352492,0.1893780573025856,0.23376623376623376
pos_prop_ADJ,0.05516637478108581,0.058823529411764705,0.07279693486590039,0.053109713487071976,0.05380333951762523
pos_prop_VERB,0.11471103327495621,0.11764705882352941,0.12643678160919541,0.12159329140461216,0.12987012987012986
pos_prop_ADP,0.09106830122591944,0.10160427807486631,0.1206896551724138,0.09294199860237597,0.11873840445269017
pos_prop_PRON,0.07180385288966724,0.0427807486631016,0.04597701149425287,0.07058001397624039,0.06679035250463822
pos_prop_PROPN,0.063922942206655,0.026737967914438502,0.044061302681992334,0.07127882599580712,0.00927643784786642
pos_prop_AUX,0.0446584938704028,0.016042780748663103,0.040229885057471264,0.04821802935010482,0.05380333951762523
pos_prop_PART,0.03239929947460595,0.0213903743315508,0.011494252873563218,0.033542976939203356,0.02040816326530612
pos_prop_SCONJ,0.013134851138353765,,0.01532567049808429,0.012578616352201259,0.016697588126159554
pos_prop_ADV,0.03239929947460595,0.026737967914438502,0.022988505747126436,0.03563941299790356,0.03339517625231911
pos_prop_CCONJ,0.023642732049036778,0.0427807486631016,0.028735632183908046,0.030747728860936407,0.03525046382189239
connectives,18,5,8,26,8
duplicate_ngram_chr_fraction_7,,,0.01384083044982699,0.009853603603603604,
pos_prop_INTJ,,,0.0019157088122605363,,
duplicate_ngram_chr_fraction_8,,,,0.009853603603603604,
