,human-full,continue,human-cont,create,explain
dependency_distance_mean,2.45199928706512,2.61721950151298,2.5453516860266467,2.766803753679998,2.8265297650083836
dependency_distance_std,0.8624860247937494,0.4752374192517346,0.8386364562429429,0.4694741350935262,0.3503990436331677
prop_adjacent_dependency_relation_mean,0.4563474346112562,0.4674353461477207,0.4424642468419918,0.4938672702129462,0.48821610133287763
prop_adjacent_dependency_relation_std,0.1073724348426372,0.0755405319074588,0.10125116385484495,0.04688191839763368,0.06776940656787749
token_length_mean,4.731784582893347,5.073394495412844,4.701168614357262,5.093023255813954,4.924791086350975
token_length_median,4.0,4.0,4.0,4.0,4.0
token_length_std,2.48583596558334,2.6308209275110785,2.420181280883138,2.6151275099918196,2.6740105604216398
sentence_length_mean,16.614035087719298,16.76923076923077,17.114285714285714,21.5,22.4375
sentence_length_median,14.0,18.0,14.5,21.5,20.5
sentence_length_std,11.455105941854914,5.033027016294027,10.834525313806331,5.177408189003023,6.509308238975936
syllables_per_token_mean,1.3812038014783528,1.4564220183486238,1.3781302170283807,1.4728682170542635,1.4596100278551531
syllables_per_token_median,1.0,1.0,1.0,1.0,1.0
syllables_per_token_std,0.7532999753539996,0.7514084914233284,0.744320180179756,0.8203880034308808,0.7989623238907672
n_tokens,947,436,1198,387,359
n_unique_tokens,470,237,560,228,196
proportion_unique_tokens,0.4963041182682154,0.5435779816513762,0.4674457429048414,0.5891472868217055,0.5459610027855153
n_characters,4710,2277,5904,2010,1799
n_sentences,57,26,70,18,16
first_order_coherence,0.6961682051686304,0.7829129987955094,0.7287171890122303,0.8758394332493052,0.8454473972320556
second_order_coherence,0.6628555433316664,0.7769150963673989,0.6828498840332031,0.8730838261544704,0.8283570068223136
entropy,33.194918104977695,16.173690961469347,41.78763166200195,13.826162657979957,11.92845053847591
perplexity,260837338538936.25,10571697.71662041,1.406493866493816e+18,1010709.0356147058,151516.61054399709
per_word_perplexity,228403974202.2209,21185.76696717517,982874819352771.5,2378.1389073287196,388.50412959999255
flesch_reading_ease,73.12191278089628,66.60092801693722,72.874183639399,60.40784883720933,60.57792914345407
flesch_kincaid_grade,7.187678541655089,8.135779816513764,7.346507989506321,10.174844961240307,10.384023328690809
smog,10.064110947511566,10.891193690592665,10.125756701596842,12.457975602129121,12.38480682065935
gunning_fog,10.19366049760092,11.111362032462951,10.351557357500596,13.56124031007752,13.654665738161562
automated_readability_index,9.163722929287317,10.850303458009876,9.269647030765562,13.308139534883722,12.984516016713094
coleman_liau_index,10.241267159450892,12.26642201834862,10.113322203672784,12.770232558139536,11.838551532033428
lix,39.42290520387558,46.58574453069866,38.39976150727403,50.69896640826873,49.178447075208915
rix,3.789473684210526,5.0,3.642857142857143,6.277777777777778,6.0
pos_prop_DET,0.08581436077057793,0.12424849699398798,0.07547169811320754,0.12470588235294118,0.14358974358974358
pos_prop_NUM,0.01838879159369527,0.006012024048096192,0.018867924528301886,0.002352941176470588,0.017948717948717947
pos_prop_PUNCT,0.15148861646234676,0.12224448897795591,0.14605171208944795,0.08705882352941176,0.07948717948717948
pos_prop_NOUN,0.20140105078809106,0.23246492985971945,0.1893780573025856,0.24941176470588236,0.25384615384615383
pos_prop_ADJ,0.05516637478108581,0.07014028056112225,0.053109713487071976,0.08,0.04871794871794872
pos_prop_VERB,0.11471103327495621,0.12224448897795591,0.12159329140461216,0.13647058823529412,0.14615384615384616
pos_prop_ADP,0.09106830122591944,0.10420841683366733,0.09294199860237597,0.11294117647058824,0.10512820512820513
pos_prop_PRON,0.07180385288966724,0.05811623246492986,0.07058001397624039,0.021176470588235293,0.06153846153846154
pos_prop_PROPN,0.063922942206655,0.014028056112224449,0.07127882599580712,0.02588235294117647,0.020512820512820513
pos_prop_AUX,0.0446584938704028,0.04208416833667335,0.04821802935010482,0.04,0.035897435897435895
pos_prop_PART,0.03239929947460595,0.01603206412825651,0.033542976939203356,0.023529411764705882,0.007692307692307693
pos_prop_SCONJ,0.013134851138353765,0.01603206412825651,0.012578616352201259,0.018823529411764704,0.015384615384615385
pos_prop_ADV,0.03239929947460595,0.036072144288577156,0.03563941299790356,0.02823529411764706,0.015384615384615385
pos_prop_CCONJ,0.023642732049036778,0.036072144288577156,0.030747728860936407,0.04941176470588235,0.04871794871794872
passed_quality_check,True,True,True,True,True
n_stop_words,476.0,216.0,613.0,178.0,179.0
alpha_ratio,0.8388791593695272,0.87374749498998,0.8427672955974843,0.9129411764705883,0.9102564102564102
mean_word_length,4.1243432574430825,4.56312625250501,4.1257861635220126,4.729411764705882,4.612820512820512
doc_length,1142.0,499.0,1431.0,425.0,390.0
duplicate_ngram_chr_fraction_5,0.023358697575650327,,0.009853603603603604,,
duplicate_ngram_chr_fraction_6,0.015926384710670677,,0.009853603603603604,,
top_ngram_chr_fraction_2,0.0037161564324898247,0.01846381093057607,0.005067567567567568,0.015025041736227046,0.016248839368616527
top_ngram_chr_fraction_3,0.004247035922845514,,,0.026293823038397328,0.036211699164345405
top_ngram_chr_fraction_4,0.006370553884268271,,,,
oov_ratio,0.006129597197898424,,0.005590496156533892,,
connectives,18,6,26,7,8
duplicate_ngram_chr_fraction_7,,,0.009853603603603604,,
duplicate_ngram_chr_fraction_8,,,0.009853603603603604,,
