,human-full,continue,human-cont,create,explain
token_length_mean,4.7097591888466415,5.403598971722365,4.75975975975976,5.731958762886598,4.846743295019157
token_length_median,4.0,5.0,4.0,5.0,4.0
token_length_std,2.559441591467599,2.9787745109773414,2.568450755148708,3.1789107384189923,2.6636978673901006
sentence_length_mean,21.324324324324323,25.933333333333334,22.2,22.045454545454547,17.4
sentence_length_median,21.0,26.0,21.0,22.0,15.0
sentence_length_std,11.568956723862248,5.778888782071823,10.805554127392078,6.0563811031106445,5.9307110310091256
syllables_per_token_mean,1.4068441064638784,1.647814910025707,1.4159159159159158,1.7628865979381443,1.4291187739463602
syllables_per_token_median,1.0,1.0,1.0,1.0,1.0
syllables_per_token_std,0.7622286064216708,0.9108749468651195,0.7728416533534506,1.0191283507916926,0.7876895194149773
n_tokens,789,389,666,485,261
n_unique_tokens,316,200,286,235,146
proportion_unique_tokens,0.4005069708491762,0.5141388174807198,0.4294294294294294,0.4845360824742268,0.5593869731800766
n_characters,3925,2168,3337,2827,1298
n_sentences,37,15,30,22,15
first_order_coherence,0.7169088042444653,0.8880034685134888,0.7590604547796578,0.8665515638533092,0.8046390797410693
second_order_coherence,0.6974454624312264,0.8918576332239004,0.759205946964877,0.8817909717559814,0.7742829139416034
entropy,29.418358993565395,12.406336772279088,25.471844719491177,15.68633874336654,8.277502959439474
perplexity,5973529015520.615,244345.0811815745,115420142343.1815,6493672.137396831,3934.357854844586
per_word_perplexity,6281313370.684138,563.0070994967155,143736167.3015959,12229.137735210605,13.566751223602022
flesch_reading_ease,66.17179940396673,41.10752527849189,64.51551351351355,35.31865745079665,68.27055172413795
flesch_kincaid_grade,9.327246942760251,13.968215938303345,9.775807807807805,13.809789128397377,8.059601532567054
smog,12.137299328119639,16.239406708845525,12.340626583579944,16.35954948731386,11.20814326018867
gunning_fog,13.193861542150515,18.496726649528707,13.564684684684686,18.550140581068415,11.557701149425288
automated_readability_index,11.41512794162984,16.987617823479006,12.08846846846847,16.59025304592315,10.098160919540227
coleman_liau_index,10.505297845373889,14.831773778920308,10.854054054054053,16.56123711340206,10.997701149425286
lix,45.78566779707464,63.208397600685515,47.42522522522522,62.04545454545455,44.98620689655172
rix,5.216216216216216,9.666666666666666,5.6,8.818181818181818,4.8
pos_prop_DET,0.10410094637223975,0.08986175115207373,0.10834371108343711,0.11864406779661017,0.08275862068965517
pos_prop_NUM,0.010515247108307046,,0.009962640099626401,,0.0034482758620689655
pos_prop_PUNCT,0.15352260778128285,0.08986175115207373,0.15442092154420922,0.0847457627118644,0.0896551724137931
pos_prop_NOUN,0.1819137749737119,0.24423963133640553,0.18181818181818182,0.2862523540489642,0.20344827586206896
pos_prop_ADJ,0.04942166140904311,0.08525345622119816,0.047322540473225407,0.08097928436911488,0.05517241379310345
pos_prop_PROPN,0.08622502628811778,0.04838709677419355,0.08094645080946451,0.03766478342749529,0.07586206896551724
pos_prop_VERB,0.12933753943217666,0.11290322580645161,0.1320049813200498,0.12617702448210924,0.13448275862068965
pos_prop_PART,0.030494216614090432,0.03225806451612903,0.0323785803237858,0.026365348399246705,0.03793103448275862
pos_prop_CCONJ,0.02103049421661409,0.02534562211981567,0.019925280199252802,0.03954802259887006,0.04482758620689655
pos_prop_ADP,0.08096740273396424,0.1336405529953917,0.08094645080946451,0.1016949152542373,0.08620689655172414
pos_prop_PRON,0.07360672975814932,0.059907834101382486,0.07098381070983811,0.018832391713747645,0.08620689655172414
pos_prop_AUX,0.04206098843322818,0.04377880184331797,0.0410958904109589,0.047080979284369114,0.05862068965517241
pos_prop_SCONJ,0.019978969505783387,0.013824884792626729,0.021170610211706103,0.01694915254237288,0.02413793103448276
pos_prop_ADV,0.015772870662460567,0.020737327188940093,0.017434620174346202,0.015065913370998116,0.017241379310344827
pos_prop_SYM,0.0010515247108307045,,0.0012453300124533001,,
dependency_distance_mean,2.9333950100818895,2.864979029030323,3.0154784144357105,2.7698620126459628,2.559936419176675
dependency_distance_std,1.0492384740261274,0.5165461515581485,0.8857537128209874,0.5164923224893886,0.29788579445276153
prop_adjacent_dependency_relation_mean,0.4097817635832753,0.4719949064172399,0.41928570717713687,0.48730181009988827,0.45354324344705704
prop_adjacent_dependency_relation_std,0.11771969681545365,0.06734577896411795,0.10324894940654333,0.05650640933466684,0.07750655519880338
passed_quality_check,True,True,True,True,True
n_stop_words,384.0,181.0,326.0,204.0,133.0
alpha_ratio,0.8401682439537329,0.9101382488479263,0.8393524283935243,0.9152542372881356,0.906896551724138
mean_word_length,4.127234490010515,4.9953917050691246,4.155666251556663,5.323917137476459,4.475862068965517
doc_length,951.0,434.0,803.0,531.0,290.0
duplicate_ngram_chr_fraction_5,0.06955046649703138,0.035183737294761534,0.07646176911544228,0.10510419812745395,0.03858520900321544
duplicate_ngram_chr_fraction_6,0.041560644614079725,,0.04897551224387806,0.10510419812745395,
duplicate_ngram_chr_fraction_7,0.010602205258693808,,0.01249375312343828,0.10510419812745395,
top_ngram_chr_fraction_2,0.018023748939779476,0.029319781078967943,0.02123938030984508,0.016611295681063124,0.012861736334405145
top_ngram_chr_fraction_3,0.026717557251908396,,0.031484257871064465,0.028994261552401087,0.04244372990353698
top_ngram_chr_fraction_4,0.02820186598812553,,0.033233383308345826,0.020839625490788282,
oov_ratio,0.011566771819137749,0.02304147465437788,0.012453300124533,,0.02413793103448276
connectives,16,9,12,10,7
duplicate_ngram_chr_fraction_8,,,,0.08577469042585321,
