,continue,human-full,human-cont,create,explain
flesch_reading_ease,42.48904219409286,66.17179940396673,64.51551351351355,35.97069946524064,53.75176331719132
flesch_kincaid_grade,12.566506329113924,9.327246942760251,9.775807807807805,13.816858467023177,10.89207142857143
smog,15.381575749822971,12.137299328119639,12.340626583579944,16.25599154369762,13.268218822659097
gunning_fog,17.16084388185654,13.193861542150515,13.564684684684686,18.387764705882354,14.361694915254237
automated_readability_index,16.70751054852321,11.41512794162984,12.08846846846847,17.66379679144385,13.84773607748184
coleman_liau_index,17.256202531645567,10.505297845373889,10.854054054054053,17.678787878787876,13.917772397094431
lix,60.62362869198313,45.78566779707464,47.42522522522522,63.25996434937612,54.30617433414044
rix,8.333333333333334,5.216216216216216,5.6,9.16,6.95
pos_prop_ADP,0.13333333333333333,0.08096740273396424,0.08094645080946451,0.11323763955342903,0.1111111111111111
pos_prop_DET,0.06956521739130435,0.10410094637223975,0.10834371108343711,0.0685805422647528,0.07478632478632478
pos_prop_NOUN,0.25507246376811593,0.1819137749737119,0.18181818181818182,0.23763955342902712,0.22863247863247863
pos_prop_PUNCT,0.06956521739130435,0.15352260778128285,0.15442092154420922,0.09569377990430622,0.1111111111111111
pos_prop_ADJ,0.08695652173913043,0.04942166140904311,0.047322540473225407,0.09728867623604466,0.06196581196581197
pos_prop_PROPN,0.034782608695652174,0.08622502628811778,0.08094645080946451,0.06698564593301436,0.08974358974358974
pos_prop_PART,0.02608695652173913,0.030494216614090432,0.0323785803237858,0.01594896331738437,0.019230769230769232
pos_prop_AUX,0.03768115942028986,0.04206098843322818,0.0410958904109589,0.03668261562998405,0.023504273504273504
pos_prop_VERB,0.1391304347826087,0.12933753943217666,0.1320049813200498,0.1419457735247209,0.13675213675213677
pos_prop_PRON,0.06956521739130435,0.07360672975814932,0.07098381070983811,0.05741626794258373,0.06837606837606838
pos_prop_SCONJ,0.02608695652173913,0.019978969505783387,0.021170610211706103,0.022328548644338118,0.021367521367521368
pos_prop_ADV,0.02318840579710145,0.015772870662460567,0.017434620174346202,0.02073365231259968,0.019230769230769232
pos_prop_CCONJ,0.028985507246376812,0.02103049421661409,0.019925280199252802,0.023923444976076555,0.027777777777777776
dependency_distance_mean,2.7054605562136524,2.9333950100818895,3.0154784144357105,2.6514674311811137,2.997016674540678
dependency_distance_std,0.31790707212788877,1.0492384740261274,0.8857537128209874,0.4539972739911877,0.6565501372315947
prop_adjacent_dependency_relation_mean,0.4768360248360248,0.4097817635832753,0.41928570717713687,0.4910728952207213,0.4777327006461688
prop_adjacent_dependency_relation_std,0.056396037356043496,0.11771969681545365,0.10324894940654333,0.06476500322348462,0.06486728879113832
entropy,7.5619746832396775,29.418358993565395,25.471844719491177,13.24153243804767,11.46657652045238
perplexity,1923.640345694357,5973529015520.615,115420142343.1815,563280.179604479,95470.87636709721
per_word_perplexity,5.575769117954658,6281313370.684138,143736167.3015959,898.3734921921515,203.99759907499404
passed_quality_check,True,True,True,True,True
n_stop_words,138.0,384.0,326.0,224.0,179.0
alpha_ratio,0.9304347826086956,0.8401682439537329,0.8393524283935243,0.8995215311004785,0.8867521367521367
mean_word_length,5.481159420289855,4.127234490010515,4.155666251556663,5.4066985645933014,4.80982905982906
doc_length,345.0,951.0,803.0,627.0,468.0
top_ngram_chr_fraction_2,0.016304347826086956,0.018023748939779476,0.02123938030984508,0.018996960486322188,0.022564874012786763
oov_ratio,0.014492753623188406,0.011566771819137749,0.012453300124533,,0.017094017094017096
token_length_mean,5.860759493670886,4.7097591888466415,4.75975975975976,5.918003565062389,5.297820823244552
token_length_median,6.0,4.0,4.0,6.0,5.0
token_length_std,2.9552963706469844,2.559441591467599,2.568450755148708,2.993227103306045,2.796732804455579
sentence_length_mean,21.066666666666666,21.324324324324323,22.2,22.44,20.65
sentence_length_median,20.0,21.0,21.0,21.0,20.5
sentence_length_std,7.715496671562297,11.568956723862248,10.805554127392078,7.0033135014791394,6.665395712183936
syllables_per_token_mean,1.6898734177215189,1.4068441064638784,1.4159159159159158,1.750445632798574,1.5617433414043584
syllables_per_token_median,1.0,1.0,1.0,1.0,1.0
syllables_per_token_std,0.9473607491553668,0.7622286064216708,0.7728416533534506,1.0071600960946672,0.8574916186266691
n_tokens,316,789,666,561,413
n_unique_tokens,210,316,286,335,240
proportion_unique_tokens,0.6645569620253164,0.4005069708491762,0.4294294294294294,0.5971479500891266,0.5811138014527845
n_characters,1891,3925,3337,3390,2251
n_sentences,15,37,30,25,20
first_order_coherence,0.8379593534129006,0.7169088042444653,0.7590604547796578,0.80844168116649,0.7999576079218012
second_order_coherence,0.8337301245102515,0.6974454624312264,0.759205946964877,0.8045192386793054,0.7641132407718234
connectives,7,16,12,12,11
pos_prop_NUM,,0.010515247108307046,0.009962640099626401,0.001594896331738437,0.00641025641025641
pos_prop_SYM,,0.0010515247108307045,0.0012453300124533001,,
duplicate_ngram_chr_fraction_5,,0.06955046649703138,0.07646176911544228,,
duplicate_ngram_chr_fraction_6,,0.041560644614079725,0.04897551224387806,,
duplicate_ngram_chr_fraction_7,,0.010602205258693808,0.01249375312343828,,
top_ngram_chr_fraction_3,,0.026717557251908396,0.031484257871064465,,
top_ngram_chr_fraction_4,,0.02820186598812553,0.033233383308345826,,
