gpt,human
69.24675026762502,66.77502262443438
68.51950354609929,61.77237851662404
67.17870339267719,76.08289007092199
61.060857787810384,60.866028708133975
63.01020408163266,54.32258064516129
64.89156135344476,67.76190476190476
69.03234880450071,65.73598820058997
67.14579796264856,60.79443468072641
59.40626193203513,60.2467024914509
61.64685742235265,70.8179626280892
66.17166085946573,69.74005231997798
69.85296074517632,71.7094395280236
60.51282051282051,65.41608187134503
69.00403890099378,66.9070622210554
70.05780818478534,67.09835390946502
65.60454478382765,63.55844155844156
66.52628174025554,65.18128795142218
64.8070818070818,64.10394265232975
62.99766969407266,62.48816768086545
62.42622525715274,63.50070126227209
63.599542334096114,67.09903076274757
61.18252427184466,69.09505096401817
66.17257882882883,55.34926470588236
65.53973609236766,71.37932489451477
65.04665188470067,56.93232252234161
71.909243697479,73.81868131868131
62.431318681318686,64.1231884057971
60.52620830496937,58.92055692055692
57.92046979865772,58.40677397719652
69.57142857142857,69.75708502024293
67.14615384615385,65.66161831021866
66.12495218666326,64.14644490644491
68.02442002442002,61.99752270850537
65.72903225806452,58.407695961995245
63.632580951376426,69.12819363514119
65.20522161505768,70.24809265557496
60.98739642898821,60.86363636363636
61.90399734773136,57.32235102704902
74.37040618955513,66.79998271242113
64.92300086515883,68.8353447469361
64.8409090909091,60.47568710359408
65.77534364261169,67.22314410480348
67.79166666666667,62.89029612756264
64.56274678111589,63.61294164350933
67.93841707425523,70.36414565826331
67.88080808080808,64.21271929824562
66.61627906976744,64.88665325285044
65.08215010141988,69.01503759398496
64.85411140583554,64.46595208070617
64.51087098886705,63.66563786008231
65.56885125184094,65.47755563938136
68.65398478173809,62.06964573268921
66.48248248248248,60.75121832358674
64.06385687483248,62.614258527302006
67.43610337972167,53.74467913576266
65.48009981285091,62.44519966015293
63.24537037037037,62.16839702525587
65.44207858048162,56.524193548387096
64.16332714904144,65.38779672077658
62.642857142857146,73.20056255350373
61.05612413337735,61.13605442176871
69.9787345760042,67.25271561313964
64.26796347757046,57.6408755179247
58.44497574497575,59.14578214578215
65.47374080362195,61.06727322856355
60.33270676691729,66.0531914893617
63.01807766701384,69.21681247622669
70.3050505050505,67.7699214365881
64.76702508960574,62.7045631608236
63.45067462950675,64.06906906906907
64.46966220522626,62.63047439098455
65.22082379862701,64.58807932972744
55.67441054091539,66.49400194531503
68.80799195777834,63.94438631790744
62.55555555555556,63.99099526066351
62.84511784511784,64.48248053392659
62.08131305526277,66.24214792299898
64.14105415323029,71.64227642276423
69.92113785557987,63.96607669616519
72.03068689546816,63.63173822583696
68.28552803129074,62.39194139194139
60.63113897596656,66.30152749490836
61.3597972972973,63.8128078817734
65.61386232814804,71.46520442400895
71.47692307692307,67.61659038901603
64.4013223140496,75.94117647058823
60.86178107606679,59.04346092503988
65.625,58.06982872200263
66.56169093851133,65.49037999037999
67.70343137254902,60.69055449330784
64.5504317789292,63.62956836798992
67.954594808015,68.60996974040452
71.37990196078431,61.570080862533686
65.28497059674154,58.80204598186036
62.76190476190476,58.17647058823529
68.4883408071749,81.80771598604557
