,explain,human-full,create,human-cont,continue
first_order_coherence,0.7602554361025492,0.7926368384525694,0.8140826536261517,0.7994919283823534,0.8459024115612632
second_order_coherence,0.7471127121344857,0.7553003494228635,0.8059711022810503,0.7615506138120379,0.8248152136802673
passed_quality_check,True,True,True,True,True
n_stop_words,179.0,243.0,197.0,196.0,181.0
alpha_ratio,0.8547169811320755,0.9162393162393162,0.8703071672354948,0.9230769230769231,0.896551724137931
mean_word_length,5.067924528301887,4.902564102564103,5.146757679180888,4.948717948717949,5.572008113590264
doc_length,530.0,585.0,586.0,468.0,493.0
duplicate_ngram_chr_fraction_5,0.068370607028754,0.05052878965922444,0.04634631788456071,0.06254545454545454,
duplicate_ngram_chr_fraction_6,0.03642172523961661,0.05052878965922444,0.03212965595678135,0.06254545454545454,
duplicate_ngram_chr_fraction_7,0.03642172523961661,0.05052878965922444,0.03212965595678135,0.06254545454545454,
duplicate_ngram_chr_fraction_8,0.03642172523961661,0.05052878965922444,0.016491327836224055,0.06254545454545454,
top_ngram_chr_fraction_2,0.02587859424920128,0.007344300822561692,0.02303099232300256,0.012727272727272728,0.017290160326941213
top_ngram_chr_fraction_3,0.015335463258785943,0.007931844888366627,0.013647995450668183,0.009818181818181818,
top_ngram_chr_fraction_4,0.016293929712460065,,0.014500995166334945,,
oov_ratio,0.011320754716981131,0.015384615384615385,0.011945392491467578,0.017094017094017096,0.002028397565922921
entropy,13.370424247722207,13.919844315878898,13.503033301370555,10.914833549318022,11.477814746327653
perplexity,640768.9687207601,1109970.8546579648,731632.2685673528,54985.98146753006,96549.851165489
per_word_perplexity,1208.9980541901134,1897.3860763384014,1248.5192296371208,117.49141339215825,195.84148309429818
token_length_mean,5.7384615384615385,5.206642066420664,5.707364341085271,5.224256292906179,6.118181818181818
token_length_median,5.0,4.0,5.0,4.0,6.0
token_length_std,3.1230715097663255,2.9512821932273225,3.189375535918597,2.9827969317646503,3.2835175655546274
sentence_length_mean,18.2,18.066666666666666,21.5,19.0,22.0
sentence_length_median,18.0,17.5,20.0,19.0,20.0
sentence_length_std,6.6211781428987395,9.608792270045642,10.177589760514683,8.622518546628735,6.2048368229954285
syllables_per_token_mean,1.7076923076923076,1.562730627306273,1.687984496124031,1.562929061784897,1.8545454545454545
syllables_per_token_median,1.0,1.0,1.0,1.0,1.0
syllables_per_token_std,1.0421059372474195,0.9345432796080085,1.031260897406335,0.9561548791187057,1.096161597545674
n_tokens,455,542,516,437,440
n_unique_tokens,246,268,281,222,255
proportion_unique_tokens,0.5406593406593406,0.4944649446494465,0.5445736434108527,0.5080091533180778,0.5795454545454546
n_characters,2686,2868,3016,2316,2747
n_sentences,25,30,24,23,20
dependency_distance_mean,2.8322128600410816,2.5485629696467,2.731063572098661,2.5836353926576487,2.7851304735460904
dependency_distance_std,0.7018766939627817,0.6996874507616965,0.3963814309163176,0.5360999723482944,0.43162193984382125
prop_adjacent_dependency_relation_mean,0.4433264756795294,0.4697558920147251,0.450801594303746,0.4592047696167487,0.46404664087360087
prop_adjacent_dependency_relation_std,0.0670687816638897,0.09280694819092158,0.0764054758355395,0.08634546867930762,0.06463224424323206
flesch_reading_ease,43.891230769230816,56.29032226322266,42.20901162790702,55.32620137299773,27.61045454545456
flesch_kincaid_grade,11.65876923076923,9.896221402214024,12.713217054263563,10.262562929061787,14.873636363636361
smog,13.348371206891418,11.917574213422942,14.130154551723667,12.200932325342574,16.093384419126263
gunning_fog,14.312967032967032,12.466519065190653,15.499224806201552,12.908924485125858,18.163636363636364
automated_readability_index,14.698153846153843,12.126617466174665,16.201686046511632,12.676247139588106,18.386636363636363
coleman_liau_index,16.315780219780212,13.17667896678967,16.382558139534883,13.360732265446224,18.82945454545455
lix,58.85934065934066,49.80098400984009,59.67829457364341,50.121281464530895,68.13636363636363
rix,7.4,5.733333333333333,8.208333333333334,5.913043478260869,10.15
pos_prop_DET,0.06981132075471698,0.06837606837606838,0.06484641638225255,0.06623931623931624,0.07505070993914807
pos_prop_ADJ,0.16981132075471697,0.15555555555555556,0.16040955631399317,0.15598290598290598,0.10344827586206896
pos_prop_NOUN,0.2490566037735849,0.24102564102564103,0.24914675767918087,0.23931623931623933,0.26369168356997974
pos_prop_VERB,0.09056603773584905,0.09230769230769231,0.09215017064846416,0.0876068376068376,0.1359026369168357
pos_prop_NUM,0.007547169811320755,0.015384615384615385,0.013651877133105802,0.014957264957264958,0.002028397565922921
pos_prop_PUNCT,0.1339622641509434,0.06324786324786325,0.11262798634812286,0.06196581196581197,0.10141987829614604
pos_prop_PRON,0.03962264150943396,0.0735042735042735,0.03924914675767918,0.07692307692307693,0.04259634888438134
pos_prop_AUX,0.033962264150943396,0.041025641025641026,0.025597269624573378,0.03632478632478633,0.04462474645030426
pos_prop_ADP,0.11132075471698114,0.12991452991452992,0.1296928327645051,0.1282051282051282,0.10547667342799188
pos_prop_PROPN,0.022641509433962263,0.03247863247863248,0.03754266211604096,0.03632478632478633,0.028397565922920892
pos_prop_CCONJ,0.03018867924528302,0.037606837606837605,0.025597269624573378,0.038461538461538464,0.038539553752535496
pos_prop_ADV,0.02830188679245283,0.03076923076923077,0.032423208191126277,0.038461538461538464,0.032454361054766734
pos_prop_PART,0.007547169811320755,0.008547008547008548,0.008532423208191127,0.008547008547008548,0.02028397565922921
pos_prop_SCONJ,0.005660377358490566,0.010256410256410256,0.008532423208191127,0.010683760683760684,0.006085192697768763
connectives,15,15,10,13,9
duplicate_ngram_chr_fraction_9,,0.05052878965922444,,0.06254545454545454,
duplicate_ngram_chr_fraction_10,,0.05052878965922444,,0.06254545454545454,
