,create,human-full,explain,continue,human-cont
entropy,13.44017006578599,30.30193958613421,10.106195724419472,11.624290546533341,28.506384103127917
perplexity,687055.302003219,14453237966831.176,24494.3001963414,111780.29216084674,2399746213048.3677
per_word_perplexity,1368.6360597673686,11731524323.726604,73.11731401892955,266.1435527639208,2045819448.4640815
flesch_reading_ease,42.104480513767925,42.92666000380737,44.21891304347827,52.34964609800366,42.804779187817275
flesch_kincaid_grade,11.26023225125363,12.28918903483724,10.356728778467911,10.507755595886266,12.182949238578683
smog,14.123285331852063,14.413705625259887,12.457975602129121,12.670367459663947,14.294559927831006
gunning_fog,15.738224685493094,15.806586712354846,13.373084886128366,13.418269812462189,15.636345177664976
automated_readability_index,12.836272543327176,14.234650866171712,12.223928571428573,11.683929219600728,14.102649746192895
coleman_liau_index,15.34698337292161,14.65192233009709,15.757826086956523,12.49080459770115,14.75987817258883
lix,52.88475411278262,53.59413668379973,52.99792960662526,50.499697519661225,53.40558375634518
rix,5.814814814814815,6.745098039215686,5.238095238095238,5.894736842105263,6.64
passed_quality_check,True,True,True,True,True
n_stop_words,157.0,376.0,102.0,124.0,365.0
alpha_ratio,0.8306772908366534,0.8165584415584416,0.826865671641791,0.7785714285714286,0.8218243819266837
mean_word_length,4.876494023904383,4.702922077922078,4.919402985074627,4.395238095238096,4.73998294970162
doc_length,502.0,1232.0,335.0,420.0,1173.0
duplicate_ngram_chr_fraction_5,0.04555010511562719,0.01795966436037097,,0.04790419161676647,0.018720270062912384
top_ngram_chr_fraction_2,0.02102312543798178,0.007360518180479906,0.028720626631853787,0.018424689083371717,0.010741138560687433
top_ngram_chr_fraction_3,0.011562718990889979,0.007654938907699102,0.01671018276762402,0.023952095808383235,0.00797913150222495
token_length_mean,5.619952494061757,5.4281553398058255,5.75,5.086206896551724,5.452791878172589
token_length_median,5.0,5.0,5.0,4.0,5.0
token_length_std,3.22887521470519,3.2765989197220824,3.2177890960513036,2.9843527731210324,3.2804690178372167
sentence_length_mean,15.592592592592593,20.19607843137255,13.142857142857142,18.31578947368421,19.7
sentence_length_median,15.0,17.0,11.0,16.0,17.0
sentence_length_std,7.533919639226019,11.429270314215914,6.2585995260290375,10.498383993834215,10.978615577567146
syllables_per_token_mean,1.7600950118764846,1.6951456310679611,1.7644927536231885,1.6063218390804597,1.7025380710659899
syllables_per_token_median,1.0,1.0,1.0,1.0,1.0
syllables_per_token_std,1.0796867630994524,1.040106290384039,1.0762455355754286,0.93012496372463,1.0460676448424007
n_tokens,421,1030,276,348,985
n_unique_tokens,224,500,174,193,478
proportion_unique_tokens,0.5320665083135392,0.4854368932038835,0.6304347826086957,0.5545977011494253,0.4852791878172589
n_characters,2448,5794,1648,1846,5560
n_sentences,27,51,21,19,50
pos_prop_ADJ,0.1394422310756972,0.10551948051948051,0.1373134328358209,0.10714285714285714,0.10400682011935208
pos_prop_NOUN,0.26693227091633465,0.2621753246753247,0.2835820895522388,0.2761904761904762,0.26342710997442453
pos_prop_PUNCT,0.1553784860557769,0.15827922077922077,0.16716417910447762,0.14285714285714285,0.15430520034100598
pos_prop_ADP,0.08964143426294821,0.10714285714285714,0.0626865671641791,0.08095238095238096,0.10656436487638533
pos_prop_DET,0.07569721115537849,0.06818181818181818,0.07164179104477612,0.0761904761904762,0.06649616368286446
pos_prop_PROPN,0.03187250996015936,0.07467532467532467,0.029850746268656716,0.02142857142857143,0.07075873827791987
pos_prop_NUM,0.013944223107569721,0.036525974025974024,0.005970149253731343,0.047619047619047616,0.03495311167945439
pos_prop_ADV,0.01195219123505976,0.025162337662337664,0.01791044776119403,0.011904761904761904,0.027280477408354646
pos_prop_AUX,0.03187250996015936,0.036525974025974024,0.03283582089552239,0.03571428571428571,0.040068201193520885
pos_prop_VERB,0.08764940239043825,0.06737012987012987,0.08059701492537313,0.08333333333333333,0.07246376811594203
pos_prop_PART,0.01195219123505976,0.00487012987012987,0.008955223880597015,0.02142857142857143,0.005967604433077579
pos_prop_CCONJ,0.053784860557768925,0.041396103896103896,0.06567164179104477,0.047619047619047616,0.041773231031543054
pos_prop_PRON,0.021912350597609563,0.00974025974025974,0.029850746268656716,0.011904761904761904,0.00937766410912191
pos_prop_SCONJ,0.00796812749003984,0.0008116883116883117,0.0029850746268656717,0.004761904761904762,0.0017050298380221654
dependency_distance_mean,2.5927192651229976,2.741940171275217,2.2406428910930156,2.7213746179606972,2.7316920594950362
dependency_distance_std,0.6849373821731572,0.766784524984456,0.48262952093390626,0.6681894244191546,0.7180669435294667
prop_adjacent_dependency_relation_mean,0.43656620442212035,0.46940874842840885,0.4455655303665805,0.47708366556139054,0.4649224844154331
prop_adjacent_dependency_relation_std,0.07298536991500663,0.07696319187609915,0.07195760297555905,0.06572449251000506,0.07469151147837706
first_order_coherence,0.7507026470624484,0.7394922333955765,0.7479419499635697,0.7468889355659485,0.7381445795905833
second_order_coherence,0.6799606776237488,0.6976534114884478,0.7630982148019891,0.7437905476373785,0.707006835572732
connectives,10,16,5,6,17
duplicate_ngram_chr_fraction_6,,0.005005152362726336,,0.02947950253339475,0.005217124443762468
duplicate_ngram_chr_fraction_7,,0.005005152362726336,,0.02947950253339475,0.005217124443762468
duplicate_ngram_chr_fraction_8,,0.005005152362726336,,0.021188392445877474,0.005217124443762468
oov_ratio,,0.012987012987012988,0.0029850746268656717,0.002380952380952381,0.011935208866155157
pos_prop_X,,0.0008116883116883117,,,
pos_prop_SYM,,0.0008116883116883117,,0.030952380952380953,0.0008525149190110827
pos_prop_INTJ,,,0.0029850746268656717,,
duplicate_ngram_chr_fraction_9,,,,0.021188392445877474,
duplicate_ngram_chr_fraction_10,,,,0.021188392445877474,
top_ngram_chr_fraction_4,,,,0.011054813450023031,
