,human-full,continue,explain,human-cont,create
first_order_coherence,0.7394922333955765,0.7296525973540086,0.7231093786264721,0.7381445795905833,0.7230535657966838
second_order_coherence,0.6976534114884478,0.792007232705752,0.7127610974841647,0.707006835572732,0.7077201399952173
passed_quality_check,True,True,True,True,True
n_stop_words,376.0,91.0,124.0,365.0,110.0
alpha_ratio,0.8165584415584416,0.8258258258258259,0.8083333333333333,0.8218243819266837,0.8191214470284238
mean_word_length,4.702922077922078,5.273273273273273,5.077083333333333,4.73998294970162,4.912144702842378
doc_length,1232.0,333.0,480.0,1173.0,387.0
duplicate_ngram_chr_fraction_5,0.01795966436037097,,0.0106951871657754,0.018720270062912384,
duplicate_ngram_chr_fraction_6,0.005005152362726336,,,0.005217124443762468,
duplicate_ngram_chr_fraction_7,0.005005152362726336,,,0.005217124443762468,
duplicate_ngram_chr_fraction_8,0.005005152362726336,,,0.005217124443762468,
top_ngram_chr_fraction_2,0.007360518180479906,0.005925925925925926,0.004991087344028521,0.010741138560687433,0.0036231884057971015
top_ngram_chr_fraction_3,0.007654938907699102,0.008888888888888889,0.023172905525846704,0.00797913150222495,
oov_ratio,0.012987012987012988,0.009009009009009009,0.00625,0.011935208866155157,0.002583979328165375
entropy,30.30193958613421,8.056919797937933,10.97955751318081,28.506384103127917,9.155354436584389
perplexity,14453237966831.176,3155.5554013273245,58662.591107516935,2399746213048.3677,9464.98459989877
per_word_perplexity,11731524323.726604,9.476142346328302,122.21373147399362,2045819448.4640815,24.45732454754204
token_length_mean,5.4281553398058255,6.129963898916968,6.072727272727272,5.452791878172589,5.725
token_length_median,5.0,5.0,5.0,5.0,5.0
token_length_std,3.2765989197220824,3.286182262369602,3.358247701840729,3.2804690178372167,3.214128964431888
sentence_length_mean,20.19607843137255,19.785714285714285,19.25,19.7,17.77777777777778
sentence_length_median,17.0,17.5,15.0,17.0,16.0
sentence_length_std,11.429270314215914,9.305747620449965,10.520812706250407,10.978615577567146,7.941141504535839
syllables_per_token_mean,1.6951456310679611,1.8989169675090252,1.8805194805194805,1.7025380710659899,1.74375
syllables_per_token_median,1.0,2.0,1.0,1.0,1.0
syllables_per_token_std,1.040106290384039,1.1130497264123542,1.1171669829539037,1.0460676448424007,1.0077628379236854
n_tokens,1030,277,385,985,320
n_unique_tokens,500,185,257,478,210
proportion_unique_tokens,0.4854368932038835,0.6678700361010831,0.6675324675324675,0.4852791878172589,0.65625
n_characters,5794,1756,2437,5560,1901
n_sentences,51,14,20,50,18
dependency_distance_mean,2.741940171275217,2.7454792277305526,2.6026377755257895,2.7316920594950362,2.5710199396039073
dependency_distance_std,0.766784524984456,0.6586709036568059,0.7426653408921274,0.7180669435294667,0.6198891792797686
prop_adjacent_dependency_relation_mean,0.46940874842840885,0.48167104138610345,0.4673781052896551,0.4649224844154331,0.47948462522903285
prop_adjacent_dependency_relation_std,0.07696319187609915,0.05209914525442478,0.0932601268972822,0.07469151147837706,0.07563327154538708
flesch_reading_ease,42.92666000380737,26.10412454873648,28.204301948051977,42.804779187817275,41.269305555555576
flesch_kincaid_grade,12.28918903483724,14.53364878803507,14.10762987012987,12.182949238578683,11.919583333333335
smog,14.413705625259887,15.719379583869454,15.903189008614273,14.294559927831006,14.633662645605728
gunning_fog,15.806586712354846,17.73378029912326,18.08961038961039,15.636345177664976,16.23611111111111
automated_readability_index,14.234650866171712,17.33498710675606,16.79754545454545,14.102649746192895,14.423638888888888
coleman_liau_index,14.65192233009709,18.74815884476534,18.36997402597402,14.75987817258883,16.197999999999997
lix,53.59413668379973,63.829035585353274,62.62662337662337,53.40558375634518,57.77777777777778
rix,6.745098039215686,8.714285714285714,8.35,6.64,7.111111111111111
pos_prop_ADJ,0.10551948051948051,0.11711711711711711,0.13125,0.10400682011935208,0.12919896640826872
pos_prop_NOUN,0.2621753246753247,0.2912912912912913,0.28125,0.26342710997442453,0.2868217054263566
pos_prop_ADP,0.10714285714285714,0.09309309309309309,0.08333333333333333,0.10656436487638533,0.11369509043927649
pos_prop_DET,0.06818181818181818,0.04804804804804805,0.04791666666666667,0.06649616368286446,0.05426356589147287
pos_prop_NUM,0.036525974025974024,0.006006006006006006,0.00625,0.03495311167945439,0.012919896640826873
pos_prop_X,0.0008116883116883117,,,,
pos_prop_PROPN,0.07467532467532467,0.07507507507507508,0.08125,0.07075873827791987,0.06201550387596899
pos_prop_PUNCT,0.15827922077922077,0.16216216216216217,0.18541666666666667,0.15430520034100598,0.165374677002584
pos_prop_ADV,0.025162337662337664,0.018018018018018018,0.014583333333333334,0.027280477408354646,0.007751937984496124
pos_prop_AUX,0.036525974025974024,0.036036036036036036,0.022916666666666665,0.040068201193520885,0.01808785529715762
pos_prop_VERB,0.06737012987012987,0.08408408408408409,0.07291666666666667,0.07246376811594203,0.07751937984496124
pos_prop_CCONJ,0.041396103896103896,0.03903903903903904,0.04583333333333333,0.041773231031543054,0.046511627906976744
pos_prop_PRON,0.00974025974025974,0.006006006006006006,0.010416666666666666,0.00937766410912191,0.012919896640826873
pos_prop_PART,0.00487012987012987,0.021021021021021023,0.0125,0.005967604433077579,0.007751937984496124
pos_prop_SCONJ,0.0008116883116883117,0.003003003003003003,0.004166666666666667,0.0017050298380221654,0.00516795865633075
pos_prop_SYM,0.0008116883116883117,,,0.0008525149190110827,
connectives,16,8,13,17,8
