,human,continue,create,explain
flesch_reading_ease,44.75788764044944,7.369128895184161,9.88978170478174,30.723189655172433
flesch_kincaid_grade,11.438516853932587,18.495412788344805,18.95054054054054,15.663866995073892
smog,13.624085052395262,19.214890468609244,19.594987254470166,16.785175570968402
gunning_fog,14.704269662921348,22.663617968433837,23.06029106029106,19.259492231906023
automated_readability_index,13.196390449438205,21.96559894779442,24.07771517671518,20.319272451686246
coleman_liau_index,14.654101123595503,21.462606232294615,22.20637837837838,18.411989389920425
lix,53.193258426966295,75.35592877377579,78.32640332640332,69.23626373626374
rix,6.3,12.642857142857142,14.192307692307692,11.392857142857142
token_length_mean,5.462078651685394,6.536827195467422,6.640540540540541,6.005305039787799
token_length_median,4.0,7.0,6.0,6.0
token_length_std,3.345501785392006,3.4017039749677513,3.3567970141643073,3.05301928649569
sentence_length_mean,17.8,25.214285714285715,28.46153846153846,26.928571428571427
sentence_length_median,17.5,26.5,28.0,24.5
sentence_length_std,9.198369420717999,10.407267868648137,11.311093156824713,11.50753967569763
syllables_per_token_mean,1.702247191011236,2.055240793201133,1.9864864864864864,1.7586206896551724
syllables_per_token_median,1.0,2.0,2.0,1.0
syllables_per_token_std,1.0684944283387658,1.1531737269675413,1.1774140611692248,0.9880378470272002
n_tokens,712,706,740,754
n_unique_tokens,341,381,425,456
proportion_unique_tokens,0.4789325842696629,0.5396600566572238,0.5743243243243243,0.6047745358090185
n_characters,4056,4691,4998,4635
n_sentences,40,28,26,28
entropy,21.922445898972093,14.766867346849832,14.014109162280764,16.159692700469503
perplexity,3317395748.541901,2589220.3025051607,1219692.288409454,10424743.285663119
per_word_perplexity,3774056.596748465,3323.774457644622,1487.4296200115293,12135.90603686044
passed_quality_check,True,True,True,True
n_stop_words,250.0,216.0,247.0,257.0
alpha_ratio,0.7849829351535836,0.8690629011553274,0.9024390243902439,0.8719441210710128
mean_word_length,4.614334470989761,6.023106546854942,6.095121951219512,5.395809080325961
doc_length,879.0,779.0,820.0,859.0
symbol_to_word_ratio_#,0.0,0.0,0.0,0.0
proportion_ellipsis,0.0,0.0,0.0,0.0
proportion_bullet_points,0.0,0.0,0.0,0.0
contains_lorem ipsum,0.0,0.0,0.0,0.0
duplicate_line_chr_fraction,0.0,0.0,0.0,0.0
duplicate_paragraph_chr_fraction,0.0,0.0,0.0,0.0
duplicate_ngram_chr_fraction_5,0.046713168463326994,0.0,0.04358437935843794,0.0
duplicate_ngram_chr_fraction_6,0.0,0.0,0.0048814504881450485,0.0
duplicate_ngram_chr_fraction_7,0.0,0.0,0.0048814504881450485,0.0
duplicate_ngram_chr_fraction_8,0.0,0.0,0.0,0.0
duplicate_ngram_chr_fraction_9,0.0,0.0,0.0,0.0
duplicate_ngram_chr_fraction_10,0.0,0.0,0.0,0.0
top_ngram_chr_fraction_2,0.008454872120059184,0.005614823133071308,0.011506276150627616,0.004652894100130281
top_ngram_chr_fraction_3,0.020080321285140562,0.0,0.0,0.0
top_ngram_chr_fraction_4,0.024096385542168676,0.0,0.0,0.0
oov_ratio,0.01820250284414107,0.04236200256739409,0.0024390243902439024,0.013969732246798603
pos_prop_PROPN,0.08646188850967008,0.04621309370988447,0.025609756097560974,0.03958090803259604
pos_prop_PUNCT,0.14448236632536973,0.08087291399229782,0.08414634146341464,0.10360884749708964
pos_prop_NUM,0.020477815699658702,0.0038510911424903724,0.00853658536585366,0.010477299185098952
pos_prop_NOUN,0.21729237770193402,0.2785622593068036,0.28780487804878047,0.27473806752037255
pos_prop_AUX,0.03185437997724687,0.038510911424903725,0.01951219512195122,0.04074505238649592
pos_prop_DET,0.06257110352673492,0.026957637997432605,0.05,0.04423748544819558
pos_prop_ADJ,0.1217292377701934,0.14249037227214378,0.15365853658536585,0.12689173457508732
pos_prop_ADP,0.11831626848691695,0.10269576379974327,0.11097560975609756,0.10360884749708964
pos_prop_ADV,0.023890784982935155,0.038510911424903725,0.04390243902439024,0.051222351571594875
pos_prop_VERB,0.08418657565415244,0.11810012836970475,0.12926829268292683,0.11757857974388825
pos_prop_CCONJ,0.02844141069397042,0.024390243902439025,0.025609756097560974,0.03259604190919674
pos_prop_X,0.03754266211604096,0.007702182284980745,0.0024390243902439024,0.0011641443538998836
pos_prop_PART,0.0034129692832764505,0.012836970474967908,0.01951219512195122,0.010477299185098952
pos_prop_SPACE,0.005688282138794084,0.03080872913992298,,
pos_prop_PRON,0.009101251422070534,0.029525032092426188,0.023170731707317073,0.02910360884749709
pos_prop_SCONJ,0.004550625711035267,0.01797175866495507,0.015853658536585366,0.012805587892898719
first_order_coherence,0.6598301593882915,0.7623863308518021,0.8639825737476349,0.7941817608144548
second_order_coherence,0.6642604519269968,0.7515554683139691,0.8529264566799005,0.7900137729369677
dependency_distance_mean,3.4152090323720627,2.8341288505104862,3.088680398630363,3.1461846134956035
dependency_distance_std,1.5665220008865361,0.8465783583281898,0.7067920265730196,0.7424287672463318
prop_adjacent_dependency_relation_mean,0.42842444683079484,0.4722992366507409,0.45665022454552157,0.46117208775279667
prop_adjacent_dependency_relation_std,0.10124175071351454,0.04764440782937061,0.05198378033363245,0.05768969718520375
connectives,13,18,21,25
connectives_cap,4,3,3,5
pos_prop_SYM,,,,0.0011641443538998836
