lemma,shannon
ein,1.0888999753452235
der,1.6525165657918701
weit,1.0986122886681096
dies,1.242453324894
bleiben,0.6931471805599453
global,1.0986122886681096
russisch,1.0397207708399179
werden,0.6365141682948128
können,0.6365141682948128
herausragend,0.6931471805599453
wachsend,0.6365141682948128
sein,1.5607104090414063
neu,1.0986122886681096
haben,0.6365141682948128
international,0.6931471805599453
innovativ,0.6365141682948128
entwickeln,0.6931471805599453
technologisch,0.6931471805599453
ihr,1.0986122886681096
bemerkenswert,0.6931471805599453
wir,0.6365141682948128
ambitioniert,0.6931471805599453
präsentieren,0.6931471805599453
nachhaltig,0.6931471805599453
