,human-full,continue,human-cont,create,explain
entropy,15.176074554975465,0.4569155007251231,23.2673782470163,5.850901937440228,2.763248656783028
perplexity,3898391.3629641463,1.5791954377420756,12731922343.313166,347.5477054455414,15.851254679544192
per_word_perplexity,3166.8491981837096,0.03589080540322899,6793982.040188456,0.7775116452920389,0.08905199258170894
flesch_reading_ease,2.542494802494815,-6.29385135135135,5.13047098249595,-6.005131535131483,8.074111818825202
flesch_kincaid_grade,16.13426195426196,18.733108108108116,16.02888536668952,16.549350649350647,16.46683651804671
smog,15.15634056779757,,15.402047736947555,14.332717204346928,16.594172100314452
gunning_fog,18.83825363825364,21.454054054054055,18.771236885116256,19.533133533133537,19.716631280962492
automated_readability_index,14.720478170478167,17.098378378378378,14.628885037169823,15.974313020313026,17.05222222222222
coleman_liau_index,18.9389604989605,19.15135135135134,18.349389993145994,21.735376623376627,19.65579617834395
lix,51.565488565488565,56.33783783783784,50.83487768229029,54.027639027639026,53.11323425336164
rix,5.013513513513513,7.0,5.163461538461538,4.358974358974359,6.222222222222222
first_order_coherence,0.30097275608129903,0.20863646268844604,0.29768946364033716,0.15665316333807391,0.6726896017789841
second_order_coherence,0.31317342149042005,,0.3360539054881562,0.35538857832953735,0.6435704912458148
dependency_distance_mean,2.62582721065793,3.6363636363636367,2.679081854634063,2.3473670738093815,3.072483719379144
dependency_distance_std,1.3643717183895623,0.2727272727272727,1.4722863638616925,1.1299473137294629,0.7793216616639558
prop_adjacent_dependency_relation_mean,0.45298470022462634,0.40909090909090906,0.4581140891456865,0.43615933567856646,0.4175750719868367
prop_adjacent_dependency_relation_std,0.12418450824197387,0.09090909090909091,0.12371581068891728,0.13378974705597876,0.0998823772995264
token_length_mean,6.295218295218295,6.216216216216216,6.166552433173407,6.893506493506494,6.318471337579618
token_length_median,5.0,4.0,5.0,6.0,5.0
token_length_std,4.199811648602842,4.3192537839941565,4.130540208223011,4.6650493145411325,3.875512239100853
sentence_length_mean,13.0,18.5,14.028846153846153,9.871794871794872,17.444444444444443
sentence_length_median,12.0,18.5,13.0,10.0,16.0
sentence_length_std,8.933689652702897,1.5,10.801937798705406,6.433802907717824,8.53894491415149
syllables_per_token_mean,2.258835758835759,2.2972972972972974,2.2159013022618232,2.397402597402597,2.140127388535032
syllables_per_token_median,2.0,1.0,2.0,2.0,2.0
syllables_per_token_std,1.6617720597092267,1.9293587348729455,1.6093862554135774,1.676574586592806,1.3376402776660778
n_tokens,962,37,1459,385,157
n_unique_tokens,470,31,657,203,112
proportion_unique_tokens,0.4885654885654886,0.8378378378378378,0.45030843043180263,0.5272727272727272,0.7133757961783439
n_characters,6325,237,9413,2717,1013
n_sentences,74,2,104,39,9
pos_prop_ADJ,0.07148659626320066,0.045454545454545456,0.06296691568836713,0.08277404921700224,0.0898876404494382
pos_prop_NOUN,0.21039805036555645,0.13636363636363635,0.2305229455709712,0.25279642058165547,0.20224719101123595
pos_prop_PUNCT,0.16084484159220147,0.1590909090909091,0.16275346851654215,0.13870246085011187,0.10674157303370786
pos_prop_VERB,0.0463038180341186,0.045454545454545456,0.0432230522945571,0.0738255033557047,0.06741573033707865
pos_prop_ADP,0.10804224207961008,0.06818181818181818,0.11686232657417289,0.08053691275167785,0.10674157303370786
pos_prop_DET,0.0926076360682372,0.045454545454545456,0.09284951974386339,0.1342281879194631,0.11235955056179775
pos_prop_PRON,0.01380991064175467,,0.011205976520811099,0.020134228187919462,0.056179775280898875
pos_prop_ADV,0.0479285134037368,0.06818181818181818,0.03468516542155817,0.049217002237136466,0.0898876404494382
pos_prop_AUX,0.034930950446791224,0.045454545454545456,0.03628601921024546,0.0447427293064877,0.06179775280898876
pos_prop_CCONJ,0.024370430544272948,0.06818181818181818,0.0240128068303095,0.03131991051454139,0.03932584269662921
pos_prop_PROPN,0.11535337124289195,0.22727272727272727,0.10032017075773746,0.040268456375838924,0.05056179775280899
pos_prop_X,0.025182778229082048,0.06818181818181818,0.025613660618996798,0.013422818791946308,
pos_prop_NUM,0.041429731925264016,0.022727272727272728,0.049626467449306294,0.006711409395973154,
pos_prop_PART,0.005686433793663688,,0.005869797225186766,0.017897091722595078,0.0056179775280898875
pos_prop_SCONJ,0.0016246953696181965,,0.0032017075773745998,0.013422818791946308,0.011235955056179775
passed_quality_check,True,True,True,True,True
n_stop_words,352.0,10.0,548.0,156.0,79.0
alpha_ratio,0.7319252640129975,0.7272727272727273,0.7161152614727855,0.8322147651006712,0.8820224719101124
mean_word_length,5.138099106417546,5.386363636363637,5.022945570971185,6.078299776286354,5.691011235955056
doc_length,1231.0,44.0,1874.0,447.0,178.0
duplicate_ngram_chr_fraction_5,0.030727023319615913,,0.06757999264435455,0.10446313065976714,0.06164383561643835
duplicate_ngram_chr_fraction_6,0.02496570644718793,,0.05654652445752115,0.04398447606727038,
duplicate_ngram_chr_fraction_7,0.019478737997256516,,0.030893710923133505,0.04398447606727038,
duplicate_ngram_chr_fraction_8,0.008093278463648833,,0.016274365575579257,,
duplicate_ngram_chr_fraction_9,0.0031550068587105624,,0.002114748069143067,,
top_ngram_chr_fraction_2,0.01646090534979424,,0.0158146377344612,0.00646830530401035,
top_ngram_chr_fraction_3,0.013991769547325103,,0.013791835233541744,0.016817593790426907,
top_ngram_chr_fraction_4,0.009602194787379973,,0.011585141596175064,0.0203751617076326,
oov_ratio,0.11616571892770106,0.18181818181818182,0.11259338313767342,0.08277404921700224,0.06179775280898876
connectives,17,2,20,7,5
