,human-full,continue,create,human-cont,explain
first_order_coherence,0.43092077458277345,0.7044657886028289,0.4136448986828327,0.4708032986770074,0.6921042033604213
second_order_coherence,0.4967915288039616,0.707909471458859,0.41284219044502135,0.5241392933089157,0.6760420592931601
dependency_distance_mean,3.1787212765418165,3.001731498166905,2.811244291814194,3.3073123794139745,2.891672824759781
dependency_distance_std,1.0280450928588802,0.6602010343115685,1.0414083088289094,1.0302695244633584,0.6666300899168267
prop_adjacent_dependency_relation_mean,0.46399360026428454,0.47542937923320694,0.4489328247319251,0.46091974831073484,0.4537524021871849
prop_adjacent_dependency_relation_std,0.07312405396843877,0.07477005998168146,0.08552265409571583,0.066532946372252,0.043605006060661235
passed_quality_check,True,True,True,True,True
n_stop_words,281.0,95.0,194.0,241.0,128.0
alpha_ratio,0.8252933507170795,0.8930232558139535,0.85,0.8251533742331288,0.9094076655052264
mean_word_length,5.8904823989569755,5.93953488372093,5.957692307692308,5.819018404907975,6.376306620209059
doc_length,767.0,215.0,520.0,652.0,287.0
duplicate_ngram_chr_fraction_5,0.023192887514495556,,0.11223914269599548,0.02756086357372531,
top_ngram_chr_fraction_2,0.006957866254348666,0.013633265167007498,0.01804850535815003,0.008268259072117593,0.011961722488038277
top_ngram_chr_fraction_3,0.00676459219172787,0.02044989775051125,0.004230118443316413,0.008038585209003215,
top_ngram_chr_fraction_4,0.004638577502899111,,,0.005512172714745062,
oov_ratio,0.08735332464146023,0.06046511627906977,0.06153846153846154,0.0736196319018405,0.07665505226480836
token_length_mean,6.7530674846625764,6.53125,6.741648106904232,6.661261261261261,6.911877394636015
token_length_median,5.0,5.0,5.0,5.0,6.0
token_length_std,4.477490372785921,4.175706339950165,4.435137885483794,4.420329186942047,4.255703038604082
sentence_length_mean,17.62162162162162,17.454545454545453,15.482758620689655,17.903225806451612,17.4
sentence_length_median,16.0,18.0,16.0,17.0,14.0
sentence_length_std,7.768096053040426,4.774242183818503,6.55281297667294,7.402505411572914,4.644710252893428
syllables_per_token_mean,2.434049079754601,2.2552083333333335,2.356347438752784,2.4036036036036035,2.4521072796934864
syllables_per_token_median,2.0,2.0,2.0,2.0,2.0
syllables_per_token_std,1.712532347296238,1.5852424756475656,1.609399180869777,1.6881104062740677,1.6101347377000903
n_tokens,652,192,449,555,261
n_unique_tokens,332,124,254,287,172
proportion_unique_tokens,0.50920245398773,0.6458333333333334,0.5657015590200446,0.5171171171171172,0.6590038314176245
n_characters,4518,1277,3098,3794,1830
n_sentences,37,11,29,31,15
pos_prop_PROPN,0.06910039113428944,0.013953488372093023,0.03461538461538462,0.0736196319018405,0.027874564459930314
pos_prop_NOUN,0.18904823989569752,0.23255813953488372,0.25769230769230766,0.18558282208588958,0.21254355400696864
pos_prop_CCONJ,0.024771838331160364,0.05116279069767442,0.03653846153846154,0.02147239263803681,0.03832752613240418
pos_prop_ADJ,0.10691003911342895,0.08837209302325581,0.10576923076923077,0.10736196319018405,0.13240418118466898
pos_prop_PUNCT,0.12516297262059975,0.10697674418604651,0.13653846153846153,0.12269938650306748,0.09059233449477352
pos_prop_DET,0.12255541069100391,0.13953488372093023,0.14807692307692308,0.12423312883435583,0.14285714285714285
pos_prop_ADP,0.10821382007822686,0.10232558139534884,0.10576923076923077,0.11042944785276074,0.11846689895470383
pos_prop_VERB,0.048239895697522815,0.09302325581395349,0.0673076923076923,0.049079754601226995,0.06968641114982578
pos_prop_PRON,0.014341590612777053,0.027906976744186046,0.021153846153846155,0.013803680981595092,0.020905923344947737
pos_prop_ADV,0.10039113428943937,0.046511627906976744,0.025,0.09815950920245399,0.06968641114982578
pos_prop_AUX,0.04432855280312908,0.05581395348837209,0.025,0.04294478527607362,0.059233449477351915
pos_prop_SCONJ,0.005215123859191656,0.023255813953488372,0.007692307692307693,0.004601226993865031,0.010452961672473868
pos_prop_NUM,0.024771838331160364,,0.011538461538461539,0.02607361963190184,
pos_prop_PART,0.010430247718383311,0.018604651162790697,0.009615384615384616,0.012269938650306749,0.006968641114982578
pos_prop_X,0.00651890482398957,,0.007692307692307693,0.007668711656441718,
flesch_reading_ease,-16.971498093185176,-1.6719886363636363,-8.226993318485484,-14.681639058413197,-18.27427586206892
flesch_kincaid_grade,20.004211573536725,17.828731060606064,18.25317563935182,19.75478058703865,20.13086590038314
smog,17.79939972611514,17.54021597470382,16.879032865039868,17.639490048335663,18.243605946275583
gunning_fog,22.017973802022883,21.565151515151513,21.15969587589279,21.575704736995064,23.051954022988507
automated_readability_index,19.18775866357155,18.05946022727273,18.064541893863762,18.896153443766345,19.824942528735626
coleman_liau_index,22.228282208588954,20.90791666666667,21.929086859688194,21.71488288288288,23.140689655172412
lix,59.33941303266457,59.64204545454545,58.91260271868521,58.263586166811976,62.227586206896554
rix,7.351351351351352,7.363636363636363,6.724137931034483,7.225806451612903,7.8
entropy,10.139259052471022,3.389824091162183,7.33041692504934,8.785792275734835,4.129385439242324
perplexity,25317.70044613955,29.660734226145742,1526.017874455418,6540.652929185519,62.13972256275841
per_word_perplexity,33.0087359141324,0.13795690337742206,2.9346497585681117,10.03167627175693,0.21651471276222442
connectives,21,5,6,19,4
duplicate_ngram_chr_fraction_6,,,0.08403835307388607,,
duplicate_ngram_chr_fraction_7,,,0.06260575296108291,,
duplicate_ngram_chr_fraction_8,,,0.06260575296108291,,
duplicate_ngram_chr_fraction_9,,,0.06260575296108291,,
duplicate_ngram_chr_fraction_10,,,0.06260575296108291,,
