,create,human-full,explain,continue,human-cont
pos_prop_ADJ,0.06935123042505593,0.07713248638838476,0.0673854447439353,0.09219858156028368,0.08911739502999143
pos_prop_NOUN,0.2639821029082774,0.24954627949183303,0.22911051212938005,0.24822695035460993,0.2365038560411311
pos_prop_PUNCT,0.12080536912751678,0.11705989110707804,0.12129380053908356,0.09929078014184398,0.12253641816623821
pos_prop_PROPN,0.024608501118568233,0.020871143375680582,0.0026954177897574125,0.0035460992907801418,0.018851756640959727
pos_prop_NUM,0.0022371364653243847,0.007259528130671506,,0.0070921985815602835,0.005141388174807198
pos_prop_ADV,0.0447427293064877,0.060798548094373864,0.05929919137466307,0.04609929078014184,0.07197943444730077
pos_prop_AUX,0.053691275167785234,0.0499092558983666,0.0646900269541779,0.03900709219858156,0.05398457583547558
pos_prop_ADP,0.0894854586129754,0.10980036297640654,0.0646900269541779,0.07801418439716312,0.09940017137960583
pos_prop_DET,0.1297539149888143,0.14519056261343014,0.16442048517520216,0.1702127659574468,0.13624678663239073
pos_prop_VERB,0.0738255033557047,0.06442831215970962,0.0862533692722372,0.07446808510638298,0.06855184233076264
pos_prop_CCONJ,0.06711409395973154,0.047186932849364795,0.05390835579514825,0.05673758865248227,0.04541559554413025
pos_prop_PRON,0.040268456375838924,0.021778584392014518,0.03234501347708895,0.03546099290780142,0.023993144815766924
pos_prop_SCONJ,0.006711409395973154,0.012704174228675136,0.03504043126684636,0.031914893617021274,0.012853470437017995
pos_prop_PART,0.008948545861297539,0.011796733212341199,0.016172506738544475,0.01773049645390071,0.011996572407883462
pos_prop_X,0.0044742729306487695,0.004537205081669692,0.0026954177897574125,,0.003427592116538132
passed_quality_check,True,True,True,True,True
n_stop_words,186.0,472.0,178.0,128.0,488.0
alpha_ratio,0.8769574944071589,0.867513611615245,0.8787061994609164,0.8936170212765957,0.8663239074550129
mean_word_length,5.906040268456376,6.356624319419238,6.078167115902965,6.322695035460993,6.430162810625536
doc_length,447.0,1102.0,371.0,282.0,1167.0
duplicate_ngram_chr_fraction_5,0.09135883905013192,0.01605216955104088,0.08685537029856534,0.12082514734774066,0.020869973033180913
duplicate_ngram_chr_fraction_6,0.05178100263852243,0.009029345372460496,0.08685537029856534,0.07072691552062868,0.008441786844882167
duplicate_ngram_chr_fraction_7,0.037598944591029027,0.009029345372460496,0.08685537029856534,0.07072691552062868,0.008441786844882167
duplicate_ngram_chr_fraction_8,0.037598944591029027,,,0.07072691552062868,
duplicate_ngram_chr_fraction_9,0.037598944591029027,,,,
top_ngram_chr_fraction_2,0.009894459102902375,0.007524454477050414,0.010856921287320668,0.009823182711198428,0.005862351975612616
top_ngram_chr_fraction_3,0.021108179419525065,0.0043892651116127415,0.02093834819697557,0.03831041257367387,0.004103646382928831
