,human-full,continue,human-cont,create,explain
passed_quality_check,True,True,True,True,True
n_stop_words,295.0,65.0,271.0,173.0,113.0
alpha_ratio,0.7779030439684329,0.7932692307692307,0.7891332470892626,0.8601694915254238,0.8478260869565217
mean_word_length,5.569334836527621,5.490384615384615,5.6170763260025875,6.228813559322034,6.032608695652174
doc_length,887.0,208.0,773.0,472.0,276.0
duplicate_ngram_chr_fraction_5,0.03479789103690686,0.1263318112633181,0.013994402239104359,0.016696481812760882,
top_ngram_chr_fraction_2,0.00843585237258348,0.02968036529680365,0.007996801279488205,0.022957662492546212,0.01893740136770121
top_ngram_chr_fraction_3,0.007381370826010545,,0.007197121151539384,0.01937984496124031,0.015781167806417674
top_ngram_chr_fraction_4,0.00843585237258348,,0.004198320671731308,,
oov_ratio,0.07102593010146561,0.0673076923076923,0.06727037516170763,0.03177966101694915,0.043478260869565216
token_length_mean,6.527967257844475,6.367816091954023,6.541925465838509,6.9757869249394675,6.836134453781512
token_length_median,5.0,5.0,5.0,6.0,6.0
token_length_std,4.258155912503661,4.344675543164672,4.12383392372553,4.409366507856187,4.171033185034815
sentence_length_mean,22.21212121212121,29.0,20.774193548387096,11.472222222222221,18.307692307692307
sentence_length_median,19.0,24.0,18.0,12.0,18.0
sentence_length_std,10.98692770290876,14.65150731722394,8.44988901404248,6.2958809775876965,6.41374264174641
syllables_per_token_mean,2.34924965893588,2.3448275862068964,2.3509316770186337,2.3849878934624695,2.3949579831932772
syllables_per_token_median,2.0,2.0,2.0,2.0,2.0
syllables_per_token_std,1.6279415970902391,1.6033555775948511,1.5785289957308437,1.5775259731552251,1.5433156895341662
n_tokens,733,174,644,413,238
n_unique_tokens,373,108,341,220,146
proportion_unique_tokens,0.5088676671214188,0.6206896551724138,0.5295031055900621,0.5326876513317191,0.6134453781512605
n_characters,4940,1142,4342,2940,1665
n_sentences,33,6,31,36,13
pos_prop_ADJ,0.08906426155580609,0.09615384615384616,0.08926261319534282,0.09533898305084745,0.08695652173913043
pos_prop_PROPN,0.07328072153325817,0.09134615384615384,0.062095730918499355,0.019067796610169493,0.010869565217391304
pos_prop_NOUN,0.2040586245772266,0.20673076923076922,0.2056921086675291,0.2457627118644068,0.21014492753623187
pos_prop_PUNCT,0.1488162344983089,0.14423076923076922,0.14359637774902975,0.125,0.13768115942028986
pos_prop_PART,0.012401352874859075,0.014423076923076924,0.0129366106080207,0.00847457627118644,0.007246376811594203
pos_prop_ADV,0.0552423900789177,0.038461538461538464,0.05821474773609314,0.05084745762711865,0.06159420289855073
pos_prop_ADP,0.10597519729425028,0.10096153846153846,0.1073738680465718,0.09110169491525423,0.11231884057971014
pos_prop_PRON,0.013528748590755355,0.014423076923076924,0.0129366106080207,0.025423728813559324,0.03260869565217391
pos_prop_NUM,0.04284103720405862,0.038461538461538464,0.03880983182406209,0.014830508474576272,0.014492753623188406
pos_prop_VERB,0.05186020293122886,0.057692307692307696,0.05304010349288486,0.08686440677966102,0.08333333333333333
pos_prop_AUX,0.04509582863585118,0.02403846153846154,0.04915912031047866,0.05296610169491525,0.07608695652173914
pos_prop_DET,0.10710259301014656,0.10576923076923077,0.11642949547218628,0.1419491525423729,0.11956521739130435
pos_prop_CCONJ,0.014656144306651634,0.028846153846153848,0.014230271668822769,0.029661016949152543,0.010869565217391304
pos_prop_X,0.02367531003382187,0.014423076923076924,0.02328589909443726,,0.007246376811594203
pos_prop_SCONJ,0.012401352874859075,0.02403846153846154,0.0129366106080207,0.012711864406779662,0.028985507246376812
entropy,11.391308038488276,2.9504093148746273,10.158820818812746,6.337892960638282,3.918164322302262
perplexity,88548.70676124832,19.11377567999795,25817.835197676573,565.6033065388929,50.30801067120093
per_word_perplexity,99.82943265078728,0.09189315230768245,33.39952806943929,1.198312090124773,0.18227540098261208
dependency_distance_mean,3.5767353851582087,4.164538239538239,3.4986567058133384,2.4468350532050227,3.27847962503833
dependency_distance_std,0.8921408662776221,0.8126960018742221,0.855796208628751,0.9938116549700808,0.7616309761605148
prop_adjacent_dependency_relation_mean,0.4244274140682603,0.45265012765012763,0.431351889541555,0.4329089701864469,0.43542995466072393
prop_adjacent_dependency_relation_std,0.06871481141842822,0.059004104341802366,0.074919491808861,0.10277186023427007,0.06649299054699029
flesch_reading_ease,-14.456824176278445,-20.972413793103414,-13.139626327389294,-6.579281342480442,-14.36075307045894
flesch_kincaid_grade,20.79387324817066,23.388965517241378,20.252929272690846,17.027023809523808,19.810504201680676
smog,19.469769564561354,22.076135915942103,19.024435895343842,15.134931603849854,18.243605946275583
gunning_fog,23.618818471205923,26.77241379310345,23.216509717491487,19.98840462738768,22.617194570135748
automated_readability_index,20.422786390508087,23.062413793103453,19.76956571829293,17.162067527576006,19.922039431157074
coleman_liau_index,21.2518417462483,20.62206896551724,21.241677018633542,22.637481840193704,22.779663865546215
lix,62.184836082516846,68.65517241379311,61.45742336205169,56.508541834813016,59.4841628959276
rix,8.878787878787879,11.5,8.451612903225806,5.166666666666667,7.538461538461538
first_order_coherence,0.5576715455390513,0.6847739040851593,0.5512818867961565,0.39294117465615275,0.5845677902301153
second_order_coherence,0.48751675541843137,0.5287701413035393,0.5022261002711181,0.3978940928765737,0.565325605598363
connectives,14,2,14,8,7
duplicate_ngram_chr_fraction_6,,0.0943683409436834,,0.016696481812760882,
duplicate_ngram_chr_fraction_7,,0.0943683409436834,,,
duplicate_ngram_chr_fraction_8,,0.045662100456621,,,
