,human-full,continue,human-cont,explain,create
entropy,15.176074554975465,1.0097361555005098,23.2673782470163,2.929641958636983,6.5835058123710555
perplexity,3898391.3629641463,2.74487669884893,12731922343.313166,18.720926430561907,723.0698380962702
per_word_perplexity,3166.8491981837096,0.03709292836282338,6793982.040188456,0.0887247698130896,1.5483294177650326
dependency_distance_mean,2.62582721065793,2.5918207282913164,2.679081854634063,2.7220595115506465,2.862897510559977
dependency_distance_std,1.3643717183895623,0.5163097182816121,1.4722863638616925,1.1404363879715937,1.049637235191731
prop_adjacent_dependency_relation_mean,0.45298470022462634,0.43126050420168066,0.4581140891456865,0.4418657867719016,0.4489851868830649
prop_adjacent_dependency_relation_std,0.12418450824197387,0.12096100845893867,0.12371581068891728,0.11325644918793988,0.10151621475120802
flesch_reading_ease,2.542494802494815,-25.438096774193497,5.13047098249595,3.526985446985492,4.704366515837108
flesch_kincaid_grade,16.13426195426196,19.887935483870972,16.02888536668952,16.302702702702703,16.501568627450983
smog,15.15634056779757,15.6451,15.402047736947555,16.385398648044777,16.194650593361626
gunning_fog,18.83825363825364,20.443870967741937,18.771236885116256,20.827442827442827,19.61025641025641
automated_readability_index,14.720478170478167,17.96790322580646,14.628885037169823,15.75300623700624,15.865197963800902
coleman_liau_index,18.9389604989605,23.257419354838714,18.349389993145994,19.656648648648645,19.078137254901964
lix,51.565488565488565,49.49677419354838,50.83487768229029,54.771309771309774,53.92760180995475
rix,5.013513513513513,4.6,5.163461538461538,5.769230769230769,6.0
token_length_mean,6.295218295218295,7.048387096774194,6.166552433173407,6.383783783783784,6.252450980392157
token_length_median,5.0,6.0,5.0,5.0,5.0
token_length_std,4.199811648602842,5.35942768777401,4.130540208223011,3.7645224034694653,4.3082790650675165
sentence_length_mean,13.0,12.4,14.028846153846153,14.23076923076923,15.692307692307692
sentence_length_median,12.0,9.0,13.0,13.0,16.5
sentence_length_std,8.933689652702897,6.053098380168622,10.801937798705406,7.747494345854875,7.347261293891082
syllables_per_token_mean,2.258835758835759,2.596774193548387,2.2159013022618232,2.2324324324324323,2.200980392156863
syllables_per_token_median,2.0,2.0,2.0,2.0,1.0
syllables_per_token_std,1.6617720597092267,2.472165548137613,1.6093862554135774,1.400782417283198,1.6038553488415623
n_tokens,962,62,1459,185,408
n_unique_tokens,470,47,657,132,250
proportion_unique_tokens,0.4885654885654886,0.7580645161290323,0.45030843043180263,0.7135135135135136,0.6127450980392157
n_characters,6325,449,9413,1207,2610
n_sentences,74,5,104,13,26
pos_prop_ADJ,0.07148659626320066,0.13513513513513514,0.06296691568836713,0.0995260663507109,0.06852248394004283
pos_prop_NOUN,0.21039805036555645,0.16216216216216217,0.2305229455709712,0.22274881516587677,0.22055674518201285
pos_prop_PUNCT,0.16084484159220147,0.16216216216216217,0.16275346851654215,0.11848341232227488,0.1284796573875803
pos_prop_VERB,0.0463038180341186,0.06756756756756757,0.0432230522945571,0.07109004739336493,0.0835117773019272
pos_prop_ADP,0.10804224207961008,0.05405405405405406,0.11686232657417289,0.11374407582938388,0.10278372591006424
pos_prop_DET,0.0926076360682372,0.08108108108108109,0.09284951974386339,0.11374407582938388,0.12633832976445397
pos_prop_PRON,0.01380991064175467,0.02702702702702703,0.011205976520811099,0.03317535545023697,0.04925053533190578
pos_prop_ADV,0.0479285134037368,0.06756756756756757,0.03468516542155817,0.04739336492890995,0.05353319057815846
pos_prop_AUX,0.034930950446791224,0.0945945945945946,0.03628601921024546,0.04265402843601896,0.029978586723768737
pos_prop_CCONJ,0.024370430544272948,0.05405405405405406,0.0240128068303095,0.03317535545023697,0.032119914346895075
pos_prop_PROPN,0.11535337124289195,0.08108108108108109,0.10032017075773746,0.07582938388625593,0.05139186295503212
pos_prop_X,0.025182778229082048,,0.025613660618996798,0.009478672985781991,0.019271948608137045
pos_prop_NUM,0.041429731925264016,,0.049626467449306294,0.014218009478672985,0.021413276231263382
pos_prop_PART,0.005686433793663688,0.013513513513513514,0.005869797225186766,,0.006423982869379015
pos_prop_SCONJ,0.0016246953696181965,,0.0032017075773745998,0.004739336492890996,0.006423982869379015
first_order_coherence,0.30097275608129903,0.3700532200746238,0.29768946364033716,0.41194314944247407,0.4498730034381151
second_order_coherence,0.31317342149042005,0.3316521644592285,0.3360539054881562,0.44760218262672424,0.42487689431679126
passed_quality_check,True,True,True,True,True
n_stop_words,352.0,30.0,548.0,77.0,178.0
alpha_ratio,0.7319252640129975,0.8378378378378378,0.7161152614727855,0.8672985781990521,0.8436830835117773
mean_word_length,5.138099106417546,6.0675675675675675,5.022945570971185,5.720379146919432,5.588865096359743
doc_length,1231.0,74.0,1874.0,211.0,467.0
duplicate_ngram_chr_fraction_5,0.030727023319615913,,0.06757999264435455,,0.013293452974410104
duplicate_ngram_chr_fraction_6,0.02496570644718793,,0.05654652445752115,,
duplicate_ngram_chr_fraction_7,0.019478737997256516,,0.030893710923133505,,
duplicate_ngram_chr_fraction_8,0.008093278463648833,,0.016274365575579257,,
duplicate_ngram_chr_fraction_9,0.0031550068587105624,,0.002114748069143067,,
top_ngram_chr_fraction_2,0.01646090534979424,,0.0158146377344612,0.01509705248023005,0.023928215353938187
top_ngram_chr_fraction_3,0.013991769547325103,,0.013791835233541744,,
top_ngram_chr_fraction_4,0.009602194787379973,,0.011585141596175064,,
oov_ratio,0.11616571892770106,0.06756756756756757,0.11259338313767342,0.13270142180094788,0.10706638115631692
connectives,17,0,20,5,7
