,human-full,create,explain,human-cont,continue
first_order_coherence,0.30097275608129903,0.3544285971771127,0.38663770786176127,0.29768946364033716,0.30761636793613434
second_order_coherence,0.31317342149042005,0.4266917606194814,0.4402152588186057,0.3360539054881562,0.31145328283309937
dependency_distance_mean,2.62582721065793,2.3865251429377246,2.688586332451294,2.679081854634063,3.2679132461741154
dependency_distance_std,1.3643717183895623,1.0570440206705134,1.1370484795716878,1.4722863638616925,0.4674959692370822
prop_adjacent_dependency_relation_mean,0.45298470022462634,0.449085746154118,0.458326120501595,0.4581140891456865,0.45946082902604646
prop_adjacent_dependency_relation_std,0.12418450824197387,0.13882842580182345,0.12310656795773818,0.12371581068891728,0.1001323421324532
passed_quality_check,True,True,True,True,True
n_stop_words,352.0,162.0,147.0,548.0,24.0
alpha_ratio,0.7319252640129975,0.8544152744630071,0.8346055979643766,0.7161152614727855,0.8028169014084507
mean_word_length,5.138099106417546,5.878281622911694,5.458015267175573,5.022945570971185,5.535211267605634
doc_length,1231.0,419.0,393.0,1874.0,71.0
duplicate_ngram_chr_fraction_5,0.030727023319615913,,0.12358642972536349,0.06757999264435455,
duplicate_ngram_chr_fraction_6,0.02496570644718793,,0.08723747980613894,0.05654652445752115,
duplicate_ngram_chr_fraction_7,0.019478737997256516,,0.08723747980613894,0.030893710923133505,
duplicate_ngram_chr_fraction_8,0.008093278463648833,,0.08723747980613894,0.016274365575579257,
duplicate_ngram_chr_fraction_9,0.0031550068587105624,,0.08723747980613894,0.002114748069143067,
top_ngram_chr_fraction_2,0.01646090534979424,0.007079646017699115,0.016962843295638127,0.0158146377344612,
top_ngram_chr_fraction_3,0.013991769547325103,0.01911504424778761,0.015751211631663976,0.013791835233541744,
top_ngram_chr_fraction_4,0.009602194787379973,,0.030290791599353797,0.011585141596175064,
oov_ratio,0.11616571892770106,0.045346062052505964,0.09923664122137404,0.11259338313767342,0.14084507042253522
token_length_mean,6.295218295218295,6.554347826086956,6.183431952662722,6.166552433173407,6.193548387096774
token_length_median,5.0,6.0,5.0,5.0,5.0
token_length_std,4.199811648602842,4.251250788923345,3.820153354729831,4.130540208223011,4.011430079150919
sentence_length_mean,13.0,12.689655172413794,13.52,14.028846153846153,20.666666666666668
sentence_length_median,12.0,13.0,16.0,13.0,20.0
sentence_length_std,8.933689652702897,7.081318055160023,6.43192039751737,10.801937798705406,0.9428090415820634
syllables_per_token_mean,2.258835758835759,2.3043478260869565,2.168639053254438,2.2159013022618232,2.129032258064516
syllables_per_token_median,2.0,2.0,2.0,2.0,1.0
syllables_per_token_std,1.6617720597092267,1.5321846468557538,1.4770308193518102,1.6093862554135774,1.650844075086966
n_tokens,962,368,338,1459,62
n_unique_tokens,470,208,187,657,52
proportion_unique_tokens,0.4885654885654886,0.5652173913043478,0.5532544378698225,0.45030843043180263,0.8387096774193549
n_characters,6325,2463,2145,9413,393
n_sentences,74,29,25,104,3
pos_prop_ADJ,0.07148659626320066,0.0883054892601432,0.0737913486005089,0.06296691568836713,0.08450704225352113
pos_prop_NOUN,0.21039805036555645,0.26252983293556087,0.21628498727735368,0.2305229455709712,0.15492957746478872
pos_prop_PUNCT,0.16084484159220147,0.12171837708830549,0.13486005089058525,0.16275346851654215,0.1267605633802817
pos_prop_VERB,0.0463038180341186,0.07398568019093078,0.08142493638676845,0.0432230522945571,0.07042253521126761
pos_prop_ADP,0.10804224207961008,0.09785202863961814,0.09414758269720101,0.11686232657417289,0.056338028169014086
pos_prop_DET,0.0926076360682372,0.14081145584725538,0.12213740458015267,0.09284951974386339,0.09859154929577464
pos_prop_PRON,0.01380991064175467,0.021479713603818614,0.027989821882951654,0.011205976520811099,
pos_prop_ADV,0.0479285134037368,0.050119331742243436,0.07888040712468193,0.03468516542155817,0.1267605633802817
pos_prop_AUX,0.034930950446791224,0.03818615751789976,0.035623409669211195,0.03628601921024546,0.056338028169014086
pos_prop_CCONJ,0.024370430544272948,0.03818615751789976,0.030534351145038167,0.0240128068303095,0.056338028169014086
pos_prop_PROPN,0.11535337124289195,0.028639618138424822,0.058524173027989825,0.10032017075773746,0.1267605633802817
pos_prop_X,0.025182778229082048,0.00477326968973747,0.01272264631043257,0.025613660618996798,0.028169014084507043
pos_prop_NUM,0.041429731925264016,0.00477326968973747,0.017811704834605598,0.049626467449306294,0.014084507042253521
pos_prop_PART,0.005686433793663688,0.014319809069212411,0.005089058524173028,0.005869797225186766,
pos_prop_SCONJ,0.0016246953696181965,0.014319809069212411,0.010178117048346057,0.0032017075773745998,
flesch_reading_ease,2.542494802494815,-0.9928260869564838,9.645336094674576,5.13047098249595,5.742204301075304
flesch_kincaid_grade,16.13426195426196,16.550269865067467,15.27274082840237,16.02888536668952,17.592580645161288
smog,15.15634056779757,15.681013990606619,15.166603345793927,15.402047736947555,17.5058628484301
gunning_fog,18.83825363825364,20.293253373313348,18.544094674556217,18.771236885116256,20.5247311827957
automated_readability_index,14.720478170478167,15.78580584707646,14.453964497041419,14.628885037169823,18.074946236559143
coleman_liau_index,18.9389604989605,20.406956521739122,18.369230769230764,18.349389993145994,19.1858064516129
lix,51.565488565488565,55.08095952023988,50.79810650887575,50.83487768229029,56.15053763440861
rix,5.013513513513513,5.379310344827586,5.04,5.163461538461538,7.333333333333333
entropy,15.176074554975465,5.558659099375782,5.59454744375887,23.2673782470163,0.9263266603547897
perplexity,3898391.3629641463,259.47467319778207,268.955904872726,12731922343.313166,2.5252161432598963
per_word_perplexity,3166.8491981837096,0.6192712964147543,0.6843661701596082,6793982.040188456,0.035566424552956284
connectives,17,4,8,20,1
duplicate_ngram_chr_fraction_10,,,0.08723747980613894,,
