,explain,human-full,create,human-cont,continue
entropy,4.978075424005105,8.233288740998178,5.865828804624254,6.796052947868128,2.279783594486597
perplexity,145.19467439608013,3764.1928734039084,352.7744160451218,894.3104262716298,9.774564910896544
per_word_perplexity,0.4334169384957616,6.390819819021916,0.801760036466186,1.8670363805253232,0.06306170910255834
flesch_reading_ease,-19.058620722798906,-35.458463855421684,-19.22071572580643,-29.356766917293186,-51.05437499999999
flesch_kincaid_grade,19.906268742791237,22.623537005163517,19.017530241935486,22.074135338345865,24.75892730496454
smog,16.52667757954773,18.473206523352868,15.441574241007931,18.649436658719743,18.903936251131103
gunning_fog,20.124644367550943,23.33918531267929,19.95483870967742,23.138847117794487,24.354964539007096
automated_readability_index,18.883279507881582,21.700206540447503,18.444954637096778,21.405939849624062,23.45909574468085
coleman_liau_index,22.661868512110726,25.277911646586336,23.85854166666667,24.25894736842105,27.558865248226954
lix,57.9240676662822,63.76965002868617,55.35584677419355,63.611528822055135,65.85195035460993
rix,6.722222222222222,8.178571428571429,5.32258064516129,8.476190476190476,8.5
first_order_coherence,0.5598282349460265,0.5633429592406308,0.36600532811135056,0.5520197324454784,0.7034976184368134
second_order_coherence,0.512733984272927,0.5499986392947344,0.3519604791212699,0.521001124852582,0.6479252850015959
dependency_distance_mean,3.0149251057542887,3.108771177408624,2.7088748041354656,3.229285899860434,3.3699915033796612
dependency_distance_std,0.9637014973762418,1.1337588687502578,0.920342588917124,1.145744199554367,0.5593853336492877
prop_adjacent_dependency_relation_mean,0.45562760886099596,0.47367881693473485,0.434766642858124,0.46495741050606476,0.4053307985873775
prop_adjacent_dependency_relation_std,0.07890701493570114,0.08394762178689001,0.09537979011318075,0.06923560006851362,0.047258824981171184
token_length_mean,6.854671280276817,7.269076305220883,7.151041666666667,7.0776942355889725,7.659574468085107
token_length_median,5.0,6.0,5.0,6.0,6.0
token_length_std,4.568546062724711,4.872252345875402,4.908867291096513,4.741591020983097,4.856566494633316
sentence_length_mean,16.055555555555557,17.785714285714285,12.387096774193548,19.0,17.625
sentence_length_median,17.0,15.5,13.0,16.0,17.5
sentence_length_std,5.338250048494067,9.751765931128075,4.850523213246965,10.244626930854093,4.3857011982122085
syllables_per_token_mean,2.4775086505190314,2.6506024096385543,2.5234375,2.56390977443609,2.8368794326241136
syllables_per_token_median,2.0,2.0,2.0,2.0,2.0
syllables_per_token_std,1.8769258218114555,2.0006047375275027,1.8996909442311267,1.9182021532235016,2.0581066609912857
n_tokens,289,498,384,399,141
n_unique_tokens,176,292,218,240,103
proportion_unique_tokens,0.6089965397923875,0.5863453815261044,0.5677083333333334,0.6015037593984962,0.7304964539007093
n_characters,2027,3723,2802,2904,1094
n_sentences,18,28,31,21,8
pos_prop_ADP,0.0955223880597015,0.0831918505942275,0.09545454545454546,0.07933194154488518,0.09032258064516129
pos_prop_DET,0.14029850746268657,0.1273344651952462,0.14772727272727273,0.12734864300626306,0.14838709677419354
pos_prop_NOUN,0.21194029850746268,0.21392190152801357,0.23863636363636365,0.21085594989561587,0.21935483870967742
pos_prop_VERB,0.08358208955223881,0.07640067911714771,0.075,0.07933194154488518,0.07741935483870968
pos_prop_PRON,0.029850746268656716,0.01867572156196944,0.029545454545454545,0.016701461377870562,0.04516129032258064
pos_prop_ADJ,0.07761194029850746,0.08488964346349745,0.07272727272727272,0.06680584551148225,0.14193548387096774
pos_prop_CCONJ,0.014925373134328358,0.022071307300509338,0.02727272727272727,0.018789144050104383,0.03225806451612903
pos_prop_PUNCT,0.1373134328358209,0.14261460101867574,0.12727272727272726,0.1544885177453027,0.09032258064516129
pos_prop_AUX,0.06567164179104477,0.06451612903225806,0.05,0.06889352818371608,0.05161290322580645
pos_prop_SCONJ,0.023880597014925373,0.011884550084889643,0.011363636363636364,0.012526096033402923,0.012903225806451613
pos_prop_ADV,0.06567164179104477,0.07470288624787776,0.06363636363636363,0.07306889352818371,0.06451612903225806
pos_prop_PART,0.020895522388059702,0.013582342954159592,0.00909090909090909,0.014613778705636743,0.01935483870967742
pos_prop_PROPN,0.014925373134328358,0.04753820033955857,0.022727272727272728,0.05845511482254697,0.0064516129032258064
pos_prop_NUM,0.011940298507462687,0.013582342954159592,0.025,0.012526096033402923,
pos_prop_X,0.005970149253731343,0.0050933786078098476,0.004545454545454545,0.006263048016701462,
passed_quality_check,True,True,True,True,True
n_stop_words,146.0,223.0,173.0,180.0,68.0
alpha_ratio,0.8537313432835821,0.830220713073005,0.85,0.8162839248434238,0.9096774193548387
mean_word_length,6.050746268656717,6.32088285229202,6.368181818181818,6.062630480167015,7.058064516129032
doc_length,335.0,589.0,440.0,479.0,155.0
duplicate_ngram_chr_fraction_5,0.017278617710583154,0.004261363636363636,0.023876845743009738,0.0054446460980036296,0.06969205834683954
top_ngram_chr_fraction_2,0.006911447084233261,0.007575757575757576,0.006283380458686773,0.009679370840895343,
top_ngram_chr_fraction_3,0.011663066954643628,0.008285984848484848,,0.01058681185722928,
oov_ratio,0.09850746268656717,0.12563667232597622,0.08863636363636364,0.11482254697286012,0.13548387096774195
connectives,9,15,13,13,1
top_ngram_chr_fraction_4,,0.005681818181818182,,0.007259528130671506,
duplicate_ngram_chr_fraction_6,,,,,0.06969205834683954
