,continue,human-full,create,human-cont,explain
passed_quality_check,True,True,True,True,True
n_stop_words,97.0,472.0,194.0,488.0,183.0
alpha_ratio,0.8847926267281107,0.867513611615245,0.8879120879120879,0.8663239074550129,0.887468030690537
mean_word_length,6.474654377880184,6.356624319419238,5.854945054945055,6.430162810625536,6.107416879795396
doc_length,217.0,1102.0,455.0,1167.0,391.0
duplicate_ngram_chr_fraction_5,0.11264080100125157,0.01605216955104088,0.08213820078226858,0.020869973033180913,0.09031078610603291
duplicate_ngram_chr_fraction_6,0.09136420525657071,0.009029345372460496,0.03911342894393742,0.008441786844882167,0.056672760511883
duplicate_ngram_chr_fraction_7,0.09136420525657071,0.009029345372460496,0.028683181225554105,0.008441786844882167,
duplicate_ngram_chr_fraction_8,0.09136420525657071,,,,
duplicate_ngram_chr_fraction_9,0.09136420525657071,,,,
top_ngram_chr_fraction_2,0.012515644555694618,0.007524454477050414,0.020534550195567144,0.005862351975612616,0.027422303473491772
oov_ratio,0.03225806451612903,0.045372050816696916,0.024175824175824177,0.043701799485861184,0.017902813299232736
token_length_mean,7.123711340206185,7.1107660455486545,6.454320987654321,7.2310717797443465,6.722063037249284
token_length_median,6.0,6.0,5.0,6.0,5.0
token_length_std,4.527710174230475,4.59984112079642,3.9597995142763502,4.5702963560865815,4.204663843417322
sentence_length_mean,16.166666666666668,17.25,13.96551724137931,17.53448275862069,19.38888888888889
sentence_length_median,16.0,15.0,13.0,15.5,19.5
sentence_length_std,2.7938424357067015,10.793930172621488,4.147976312743607,10.654795775064082,6.80799276087297
syllables_per_token_mean,2.5051546391752577,2.5041407867494825,2.1753086419753087,2.538839724680433,2.372492836676218
syllables_per_token_median,2.0,2.0,2.0,2.0,2.0
syllables_per_token_std,1.723839584831215,1.779071871937923,1.4389237116504847,1.7651481844182062,1.6267603920546676
n_tokens,194,966,405,1017,349
n_unique_tokens,116,457,215,492,188
proportion_unique_tokens,0.5979381443298969,0.4730848861283644,0.5308641975308642,0.4837758112094395,0.5386819484240688
n_characters,1405,7005,2664,7504,2388
n_sentences,12,56,29,58,18
pos_prop_DET,0.16129032258064516,0.14519056261343014,0.12747252747252746,0.13624678663239073,0.15089514066496162
pos_prop_NOUN,0.22580645161290322,0.24954627949183303,0.24835164835164836,0.2365038560411311,0.24808184143222506
pos_prop_CCONJ,0.05069124423963134,0.047186932849364795,0.05714285714285714,0.04541559554413025,0.0639386189258312
pos_prop_AUX,0.06912442396313365,0.0499092558983666,0.046153846153846156,0.05398457583547558,0.058823529411764705
pos_prop_ADJ,0.10138248847926268,0.07713248638838476,0.06373626373626373,0.08911739502999143,0.08184143222506395
