,human-full,explain,create,human-cont,continue
pos_prop_ADJ,0.07148659626320066,0.07235142118863049,0.08733624454148471,0.06296691568836713,0.08391608391608392
pos_prop_NOUN,0.21039805036555645,0.2144702842377261,0.2663755458515284,0.2305229455709712,0.17482517482517482
pos_prop_PUNCT,0.16084484159220147,0.12144702842377261,0.1331877729257642,0.16275346851654215,0.11188811188811189
pos_prop_VERB,0.0463038180341186,0.07493540051679587,0.06768558951965066,0.0432230522945571,0.07692307692307693
pos_prop_ADP,0.10804224207961008,0.09819121447028424,0.10480349344978165,0.11686232657417289,0.07692307692307693
pos_prop_DET,0.0926076360682372,0.1421188630490956,0.10480349344978165,0.09284951974386339,0.07692307692307693
pos_prop_PRON,0.01380991064175467,0.05167958656330749,0.028384279475982533,0.011205976520811099,0.027972027972027972
pos_prop_ADV,0.0479285134037368,0.05167958656330749,0.021834061135371178,0.03468516542155817,0.1048951048951049
pos_prop_AUX,0.034930950446791224,0.059431524547803614,0.039301310043668124,0.03628601921024546,0.055944055944055944
pos_prop_CCONJ,0.024370430544272948,0.031007751937984496,0.03711790393013101,0.0240128068303095,0.055944055944055944
pos_prop_PROPN,0.11535337124289195,0.04392764857881137,0.07860262008733625,0.10032017075773746,0.0979020979020979
pos_prop_X,0.025182778229082048,0.0103359173126615,0.008733624454148471,0.025613660618996798,0.027972027972027972
pos_prop_NUM,0.041429731925264016,0.0103359173126615,0.006550218340611353,0.049626467449306294,0.013986013986013986
pos_prop_PART,0.005686433793663688,0.00516795865633075,0.008733624454148471,0.005869797225186766,0.006993006993006993
pos_prop_SCONJ,0.0016246953696181965,0.012919896640826873,0.006550218340611353,0.0032017075773745998,0.006993006993006993
passed_quality_check,True,True,True,True,True
n_stop_words,352.0,177.0,159.0,548.0,53.0
alpha_ratio,0.7319252640129975,0.8708010335917312,0.851528384279476,0.7161152614727855,0.8251748251748252
mean_word_length,5.138099106417546,5.366925064599483,5.827510917030568,5.022945570971185,5.454545454545454
doc_length,1231.0,387.0,458.0,1874.0,143.0
duplicate_ngram_chr_fraction_5,0.030727023319615913,0.0687655343827672,0.10584776216922574,0.06757999264435455,0.04241071428571429
duplicate_ngram_chr_fraction_6,0.02496570644718793,0.0687655343827672,,0.05654652445752115,0.04241071428571429
duplicate_ngram_chr_fraction_7,0.019478737997256516,0.045567522783761395,,0.030893710923133505,
duplicate_ngram_chr_fraction_8,0.008093278463648833,0.045567522783761395,,0.016274365575579257,
duplicate_ngram_chr_fraction_9,0.0031550068587105624,,,0.002114748069143067,
top_ngram_chr_fraction_2,0.01646090534979424,0.014498757249378625,0.013721006207121855,0.0158146377344612,0.0234375
top_ngram_chr_fraction_3,0.013991769547325103,0.014913007456503728,0.014374387455080039,0.013791835233541744,
top_ngram_chr_fraction_4,0.009602194787379973,0.01739850869925435,0.02221496243057824,0.011585141596175064,
oov_ratio,0.11616571892770106,0.07235142118863049,0.09170305676855896,0.11259338313767342,0.11188811188811189
flesch_reading_ease,2.542494802494815,14.408235294117645,1.5213686077446482,5.13047098249595,16.900790682414737
flesch_kincaid_grade,16.13426195426196,15.472941176470592,15.955193615134498,16.02888536668952,13.531200787401577
smog,15.15634056779757,16.342720416070684,14.92658621030569,15.402047736947555,13.295006501635747
gunning_fog,18.83825363825364,19.38823529411765,19.255217262784512,18.771236885116256,16.201837270341212
automated_readability_index,14.720478170478167,15.191470588235298,15.298292935264556,14.628885037169823,12.195839895013123
coleman_liau_index,18.9389604989605,17.565882352941177,20.21638190954774,18.349389993145994,16.77574803149606
lix,51.565488565488565,52.88235294117647,51.906887378066806,50.83487768229029,46.01640419947507
rix,5.013513513513513,6.1,4.705882352941177,5.163461538461538,3.75
dependency_distance_mean,2.62582721065793,3.0900898146316664,2.312699675372686,2.679081854634063,1.9982608826358828
dependency_distance_std,1.3643717183895623,0.7343464670140936,1.058795575116082,1.4722863638616925,1.6248751213691346
prop_adjacent_dependency_relation_mean,0.45298470022462634,0.46560515551356685,0.4402153694390794,0.4581140891456865,0.3144560686227353
prop_adjacent_dependency_relation_std,0.12418450824197387,0.08155834191412974,0.16585953542075804,0.12371581068891728,0.23603964012552484
first_order_coherence,0.30097275608129903,0.6302155307249019,0.3053597411931013,0.29768946364033716,0.23007276857441122
second_order_coherence,0.31317342149042005,0.5738258692953322,0.42689989204518497,0.3360539054881562,0.3180066947825253
entropy,15.176074554975465,6.696429024414026,6.08611213996619,23.2673782470163,1.9251578208362072
perplexity,3898391.3629641463,809.5099174851348,439.7085583071015,12731922343.313166,6.8562306365704675
per_word_perplexity,3166.8491981837096,2.0917568927264463,0.9600623543823177,6793982.040188456,0.04794566878720607
token_length_mean,6.295218295218295,5.970588235294118,6.555276381909548,6.166552433173407,6.015748031496063
token_length_median,5.0,5.0,5.0,5.0,4.0
token_length_std,4.199811648602842,3.6435704379539833,4.183085081971203,4.130540208223011,4.318034424462429
sentence_length_mean,13.0,17.0,11.705882352941176,14.028846153846153,10.583333333333334
sentence_length_median,12.0,14.0,12.0,13.0,13.0
sentence_length_std,8.933689652702897,6.442049363362563,7.426223059357674,10.801937798705406,8.281086214313246
syllables_per_token_mean,2.258835758835759,2.070588235294118,2.28643216080402,2.2159013022618232,2.1181102362204722
syllables_per_token_median,2.0,1.0,2.0,2.0,1.0
syllables_per_token_std,1.6617720597092267,1.39358391371581,1.6035033361098538,1.6093862554135774,1.7050835213031736
n_tokens,962,340,398,1459,127
n_unique_tokens,470,170,200,657,89
proportion_unique_tokens,0.4885654885654886,0.5,0.5025125628140703,0.45030843043180263,0.7007874015748031
n_characters,6325,2077,2669,9413,780
n_sentences,74,20,34,104,12
connectives,17,7,3,20,4
