,human-full,continue,explain,human-cont,create
pos_prop_PROPN,0.06910039113428944,0.02631578947368421,0.03286384976525822,0.0736196319018405,0.014336917562724014
pos_prop_NOUN,0.18904823989569752,0.18421052631578946,0.19483568075117372,0.18558282208588958,0.2222222222222222
pos_prop_CCONJ,0.024771838331160364,0.05263157894736842,0.03286384976525822,0.02147239263803681,0.03225806451612903
pos_prop_ADJ,0.10691003911342895,0.05263157894736842,0.1267605633802817,0.10736196319018405,0.10752688172043011
pos_prop_PUNCT,0.12516297262059975,0.13157894736842105,0.11032863849765258,0.12269938650306748,0.10752688172043011
pos_prop_DET,0.12255541069100391,0.13157894736842105,0.12441314553990611,0.12423312883435583,0.17921146953405018
pos_prop_ADP,0.10821382007822686,0.09210526315789473,0.11502347417840375,0.11042944785276074,0.07526881720430108
pos_prop_VERB,0.048239895697522815,0.05263157894736842,0.06807511737089202,0.049079754601226995,0.0967741935483871
pos_prop_PRON,0.014341590612777053,0.039473684210526314,0.025821596244131457,0.013803680981595092,0.017921146953405017
pos_prop_ADV,0.10039113428943937,0.09210526315789473,0.0892018779342723,0.09815950920245399,0.04659498207885305
pos_prop_AUX,0.04432855280312908,0.07894736842105263,0.0539906103286385,0.04294478527607362,0.05017921146953405
pos_prop_SCONJ,0.005215123859191656,0.013157894736842105,0.014084507042253521,0.004601226993865031,0.025089605734767026
pos_prop_NUM,0.024771838331160364,0.02631578947368421,,0.02607361963190184,
pos_prop_PART,0.010430247718383311,0.02631578947368421,0.009389671361502348,0.012269938650306749,0.025089605734767026
pos_prop_X,0.00651890482398957,,0.002347417840375587,0.007668711656441718,
passed_quality_check,True,True,True,True,True
n_stop_words,281.0,35.0,183.0,241.0,115.0
alpha_ratio,0.8252933507170795,0.8157894736842105,0.8896713615023474,0.8251533742331288,0.8924731182795699
mean_word_length,5.8904823989569755,5.7631578947368425,6.424882629107981,5.819018404907975,6.275985663082437
doc_length,767.0,76.0,426.0,652.0,279.0
duplicate_ngram_chr_fraction_5,0.023192887514495556,,0.08895311496467566,0.02756086357372531,0.0720360180090045
top_ngram_chr_fraction_2,0.006957866254348666,,0.00899165061014772,0.008268259072117593,0.010005002501250625
top_ngram_chr_fraction_3,0.00676459219172787,,0.011560693641618497,0.008038585209003215,0.018009004502251125
top_ngram_chr_fraction_4,0.004638577502899111,,0.023121387283236993,0.005512172714745062,
oov_ratio,0.08735332464146023,0.14473684210526316,0.07981220657276995,0.0736196319018405,0.053763440860215055
flesch_reading_ease,-16.971498093185176,-12.973749999999995,-23.907093459241764,-14.681639058413197,-14.515154367469876
flesch_kincaid_grade,20.004211573536725,19.04375,21.549368143313433,19.75478058703865,19.150057730923695
smog,17.79939972611514,17.410965686947208,19.287186520377343,17.639490048335663,17.76365745401958
gunning_fog,22.017973802022883,22.025000000000002,24.021163727260102,21.575704736995064,23.092469879518077
automated_readability_index,19.18775866357155,17.9209375,21.973499513956398,18.896153443766345,18.90510542168675
coleman_liau_index,22.228282208588954,21.48875,24.450131926121376,21.71488288288288,22.938473895582323
lix,59.33941303266457,58.1875,64.8022496875434,58.263586166811976,63.75527108433735
rix,7.351351351351352,6.75,8.947368421052632,7.225806451612903,7.5
dependency_distance_mean,3.1787212765418165,2.957070707070707,3.1889402262141386,3.3073123794139745,2.956786826231549
dependency_distance_std,1.0280450928588802,0.5784592382328321,0.724285889166581,1.0302695244633584,0.6520242547654901
prop_adjacent_dependency_relation_mean,0.46399360026428454,0.5064935064935066,0.46905157850224666,0.46091974831073484,0.42757834044769116
prop_adjacent_dependency_relation_std,0.07312405396843877,0.04183148937248417,0.0671900891214074,0.066532946372252,0.07121931459464441
first_order_coherence,0.43092077458277345,0.4965076744556427,0.7122585508558485,0.4708032986770074,0.6776197155316671
second_order_coherence,0.4967915288039616,0.4348749443888664,0.7208975325612461,0.5241392933089157,0.6993975681918008
entropy,10.139259052471022,1.1276204488835588,6.203429319754093,8.785792275734835,4.440049999418843
perplexity,25317.70044613955,3.088298984507654,494.44173585059883,6540.652929185519,84.77918047761212
per_word_perplexity,33.0087359141324,0.04063551295404808,1.160661351761969,10.03167627175693,0.30386803038570653
token_length_mean,6.7530674846625764,6.65625,7.097625329815304,6.661261261261261,6.911646586345381
token_length_median,5.0,4.0,6.0,5.0,6.0
token_length_std,4.477490372785921,4.750719517873056,4.418534918422787,4.420329186942047,4.336293192833628
sentence_length_mean,17.62162162162162,16.0,19.94736842105263,17.903225806451612,15.5625
sentence_length_median,16.0,16.5,21.0,17.0,14.5
sentence_length_std,7.768096053040426,3.6742346141747673,6.565248896636915,7.402505411572914,4.358450842902785
syllables_per_token_mean,2.434049079754601,2.40625,2.4881266490765173,2.4036036036036035,2.429718875502008
syllables_per_token_median,2.0,2.0,2.0,2.0,2.0
syllables_per_token_std,1.712532347296238,1.7741084909046572,1.64909551440245,1.6881104062740677,1.594443262885004
n_tokens,652,64,379,555,249
n_unique_tokens,332,52,215,287,144
proportion_unique_tokens,0.50920245398773,0.8125,0.5672823218997362,0.5171171171171172,0.5783132530120482
n_characters,4518,438,2737,3794,1751
n_sentences,37,4,19,31,16
connectives,21,1,11,19,5
duplicate_ngram_chr_fraction_6,,,0.07867694283879255,,0.0720360180090045
duplicate_ngram_chr_fraction_7,,,0.07867694283879255,,0.0720360180090045
duplicate_ngram_chr_fraction_8,,,0.07867694283879255,,0.0720360180090045
duplicate_ngram_chr_fraction_9,,,0.05394990366088632,,0.0720360180090045
duplicate_ngram_chr_fraction_10,,,0.05394990366088632,,0.0720360180090045
