,continue,human-full,create,human-cont,explain
passed_quality_check,True,True,True,True,True
n_stop_words,119.0,365.0,264.0,323.0,72.0
alpha_ratio,0.890625,0.8564650059311981,0.848531684698609,0.8571428571428571,0.8802083333333334
mean_word_length,4.9921875,5.01779359430605,5.094281298299846,5.0161725067385445,5.28125
doc_length,256.0,843.0,647.0,742.0,192.0
duplicate_ngram_chr_fraction_5,0.035856573705179286,,,,
duplicate_ngram_chr_fraction_6,0.035856573705179286,,,,
top_ngram_chr_fraction_2,0.03652058432934927,0.011068625477963372,0.02178988326848249,0.012582932967284374,0.055790363482671176
top_ngram_chr_fraction_3,0.03718459495351926,,0.014007782101167316,,0.03550295857988166
oov_ratio,0.01171875,0.022538552787663108,0.012364760432766615,0.0215633423180593,0.010416666666666666
first_order_coherence,0.5998713249961535,0.4247107444552042,0.47902047745883464,0.42522047124803064,0.6256029307842255
second_order_coherence,0.6106466271660544,0.4315305715466946,0.46731385021385824,0.4434653287230782,0.6877714842557907
token_length_mean,5.462882096069869,5.601902173913044,5.755834829443447,5.613003095975232,5.8352941176470585
token_length_median,5.0,5.0,5.0,5.0,6.0
token_length_std,2.9277579076848768,3.091089344916472,3.089564742721721,3.098299437186018,3.25340386029781
sentence_length_mean,17.615384615384617,12.266666666666667,12.108695652173912,12.666666666666666,17.0
sentence_length_median,17.0,11.0,12.0,11.0,18.0
sentence_length_std,6.294545398608856,6.791825151525096,6.4680763247007995,7.089530161336274,5.0990195135927845
syllables_per_token_mean,1.8253275109170306,1.9130434782608696,1.9802513464991023,1.9272445820433437,2.011764705882353
syllables_per_token_median,1.0,2.0,2.0,2.0,2.0
syllables_per_token_std,1.0716943700830026,1.265359322683065,1.2329867437462665,1.302284546192126,1.2222844344727315
n_tokens,229,736,557,646,170
n_unique_tokens,140,404,302,359,111
proportion_unique_tokens,0.611353711790393,0.5489130434782609,0.5421903052064632,0.5557275541795665,0.6529411764705882
n_characters,1278,4230,3296,3722,1014
n_sentences,13,60,46,51,10
flesch_reading_ease,34.53267719180383,32.540855072463785,27.01540999921943,30.933441692466488,19.38470588235296
flesch_kincaid_grade,12.818864628820965,11.767913043478263,12.499357193037234,12.091486068111454,14.778823529411763
smog,14.220115178616776,12.716760846108397,12.915724023768803,12.86084465949693,15.381575749822971
gunning_fog,15.60510581121935,14.09144927536232,14.538271797673875,14.230753353973169,17.623529411764707
automated_readability_index,13.107866980181392,11.088292572463772,11.734329872765592,11.340577915376677,14.554235294117646
coleman_liau_index,14.641397379912668,14.726141304347827,15.599784560143625,14.867616099071203,16.770352941176466
lix,45.99966409136715,43.788405797101454,43.1679416126766,43.936016511867905,52.88235294117647
rix,5.0,3.8666666666666667,3.760869565217391,3.9607843137254903,6.1
entropy,3.509371754263735,10.060006117028202,8.053442519141564,8.955566475916479,2.0008645950696224
perplexity,33.42726065183573,23388.649440747708,3144.60171099427,7750.917294441882,7.395447402949783
per_word_perplexity,0.13057523692123332,27.744542634338917,4.860280851614019,10.44598018118852,0.03851795522369678
dependency_distance_mean,2.983824682722039,2.5858403008934627,2.6085500913365642,2.5966685933141815,2.963746194981489
dependency_distance_std,0.701394813861527,0.9417119535159123,1.103867740490866,0.9534827886409731,0.7100892848467808
prop_adjacent_dependency_relation_mean,0.4394169909280651,0.4366720867425202,0.4105526985493347,0.4299712710143415,0.4826078431372549
prop_adjacent_dependency_relation_std,0.04534113423996218,0.10823218437993402,0.135246587699611,0.10472876892016533,0.0423105009512874
pos_prop_DET,0.109375,0.1162514827995255,0.09582689335394126,0.11590296495956873,0.08333333333333333
pos_prop_ADJ,0.046875,0.0498220640569395,0.0401854714064915,0.04582210242587601,0.041666666666666664
pos_prop_NOUN,0.1640625,0.17556346381969157,0.14992272024729522,0.16981132075471697,0.140625
pos_prop_VERB,0.11328125,0.0830367734282325,0.0973724884080371,0.08490566037735849,0.09375
pos_prop_ADV,0.078125,0.08778173190984578,0.08964451313755796,0.09433962264150944,0.08333333333333333
pos_prop_ADP,0.109375,0.10794780545670225,0.08191653786707882,0.09838274932614555,0.13541666666666666
pos_prop_PUNCT,0.10546875,0.1269276393831554,0.1391035548686244,0.1293800539083558,0.11458333333333333
pos_prop_PROPN,0.0859375,0.10320284697508897,0.12364760432766615,0.10242587601078167,0.1875
pos_prop_AUX,0.0625,0.04863582443653618,0.06027820710973725,0.04986522911051213,0.046875
pos_prop_PART,0.02734375,0.014234875444839857,0.01854714064914992,0.016172506738544475,0.010416666666666666
pos_prop_CCONJ,0.0234375,0.017793594306049824,0.01854714064914992,0.02021563342318059,0.015625
pos_prop_PRON,0.0390625,0.045077105575326216,0.05255023183925812,0.04851752021563342,0.015625
pos_prop_NUM,0.00390625,0.014234875444839857,0.012364760432766615,0.013477088948787063,0.005208333333333333
pos_prop_SCONJ,0.03125,0.009489916963226572,0.017001545595054096,0.01078167115902965,0.026041666666666668
connectives,4,20,19,20,9
pos_prop_X,,,0.0030911901081916537,,
