,create,human-full,explain,continue,human-cont
flesch_reading_ease,34.70061573747358,47.21389343214926,52.85295480225989,26.76339080459772,49.88808222958059
flesch_kincaid_grade,11.543746177370032,9.82839338955618,9.796000000000003,14.329310344827586,9.426992273730686
smog,12.569435656516262,11.753397827838263,11.979248473330827,15.470042427545799,11.645159339076184
gunning_fog,13.715784521289107,12.25855694692904,12.395028248587572,17.388505747126437,12.097350993377484
automated_readability_index,11.375617501764289,9.495375670840787,9.906836158192093,13.410804597701151,9.285044150110377
coleman_liau_index,14.950703363914368,12.550402930402932,11.618983050847454,14.096551724137928,12.338013245033114
lix,45.604446012702894,37.05664877757901,39.03841807909604,50.367816091954026,35.7621412803532
rix,4.153846153846154,3.0930232558139537,3.6666666666666665,6.0,2.9166666666666665
token_length_mean,5.629969418960244,5.217948717948718,4.983050847457627,5.344827586206897,5.185430463576159
token_length_median,5.0,4.0,4.0,4.0,4.0
token_length_std,3.3892374629265145,3.1585293856720775,2.7136911220492856,2.93346754998674,3.159632191779296
sentence_length_mean,12.576923076923077,12.69767441860465,15.733333333333333,19.333333333333332,12.583333333333334
sentence_length_median,11.5,13.0,16.0,21.0,13.0
sentence_length_std,6.517273361690909,5.7568357091694775,5.259488779550939,4.268749491621899,5.524566347989074
syllables_per_token_mean,1.8837920489296636,1.7344322344322345,1.63135593220339,1.896551724137931,1.7041942604856513
syllables_per_token_median,2.0,1.0,1.0,2.0,1.0
syllables_per_token_std,1.162071463033457,1.1015246460130288,0.9363831564510053,1.1324318533567608,1.0655782570348893
n_tokens,327,546,236,116,453
n_unique_tokens,192,293,132,84,255
proportion_unique_tokens,0.5871559633027523,0.5366300366300366,0.559322033898305,0.7241379310344828,0.5629139072847682
n_characters,1875,2928,1205,633,2414
n_sentences,26,43,15,6,36
pos_prop_NOUN,0.22160664819944598,0.1968,0.2,0.23255813953488372,0.19111969111969113
pos_prop_VERB,0.10526315789473684,0.0976,0.11320754716981132,0.10852713178294573,0.10231660231660232
pos_prop_DET,0.1634349030470914,0.1408,0.16981132075471697,0.1937984496124031,0.13706563706563707
pos_prop_PUNCT,0.0886426592797784,0.1232,0.10943396226415095,0.10077519379844961,0.12548262548262548
pos_prop_CCONJ,0.04155124653739612,0.0208,0.03018867924528302,0.046511627906976744,0.021235521235521235
pos_prop_PRON,0.0443213296398892,0.0896,0.07924528301886792,0.06976744186046512,0.0945945945945946
pos_prop_ADP,0.13573407202216067,0.1104,0.12452830188679245,0.07751937984496124,0.10810810810810811
pos_prop_PROPN,0.060941828254847646,0.0288,0.01509433962264151,0.007751937984496124,0.023166023166023165
pos_prop_ADV,0.0443213296398892,0.0768,0.04905660377358491,0.05426356589147287,0.08687258687258688
pos_prop_AUX,0.027700831024930747,0.056,0.06415094339622641,0.03875968992248062,0.055984555984555984
pos_prop_ADJ,0.04986149584487535,0.0208,0.007547169811320755,0.023255813953488372,0.015444015444015444
pos_prop_SCONJ,0.008310249307479225,0.0176,0.022641509433962263,0.03875968992248062,0.021235521235521235
pos_prop_NUM,0.002770083102493075,0.0096,,,0.009652509652509652
pos_prop_PART,0.00554016620498615,0.0064,0.011320754716981131,0.007751937984496124,0.005791505791505791
passed_quality_check,True,True,True,True,True
n_stop_words,160.0,312.0,143.0,67.0,264.0
alpha_ratio,0.9002770083102493,0.8656,0.8905660377358491,0.8992248062015504,0.8687258687258688
mean_word_length,5.193905817174516,4.6848,4.547169811320755,4.906976744186046,4.66023166023166
doc_length,361.0,625.0,265.0,129.0,518.0
dependency_distance_mean,2.5452484651505247,2.5683754520089654,2.9802761256456907,3.4869955406911934,2.4486139207317286
dependency_distance_std,1.1079900823099764,0.9029103288623027,0.8003958787844712,0.5677853916186534,0.7958745587819667
prop_adjacent_dependency_relation_mean,0.45363293006333016,0.4254285795087163,0.46556271828010964,0.48362597547380154,0.429800334326609
prop_adjacent_dependency_relation_std,0.1149075227163191,0.09113557418422215,0.10429300146528608,0.0670185869669322,0.09339747760758514
entropy,5.759883423220279,9.61725699711587,4.829019942503009,2.4726894337951517,8.191669039989137
perplexity,317.3113356279365,15021.788564883826,125.0883068277889,11.854285334305402,3610.7436956643855
per_word_perplexity,0.8789787690524556,24.03486170381412,0.4720313465199581,0.09189368476205738,6.970547675027771
first_order_coherence,0.549725631987676,0.4972665705939844,0.6625733801296779,0.7662689685821533,0.526710255337613
second_order_coherence,0.5013525220565498,0.4826508518762705,0.643884063913272,0.7822300344705582,0.5031449601930731
connectives,9,22,5,5,20
pos_prop_X,,0.0048,0.0037735849056603774,,0.0019305019305019305
top_ngram_chr_fraction_2,,0.03223949337938975,0.017361111111111112,0.026737967914438502,0.039078855547801813
oov_ratio,,0.0096,0.007547169811320755,,0.005791505791505791
