,explain,human-full,create,human-cont,continue
first_order_coherence,0.6555347039419062,0.342519840111749,0.31190644784242305,0.33183235829122937,0.49524953216314316
second_order_coherence,0.6198811773210764,0.3554510507647964,0.3677488347307804,0.3320516343473604,0.48949815332889557
token_length_mean,5.663194444444445,5.477186311787072,5.58256880733945,5.456521739130435,5.680232558139535
token_length_median,5.0,5.0,5.0,5.0,5.0
token_length_std,3.1348898290002367,3.00861444928582,2.9584382204097395,3.024584209578526,3.203752152226114
sentence_length_mean,16.0,11.434782608695652,11.179487179487179,11.5,12.285714285714286
sentence_length_median,16.0,11.0,12.0,11.5,14.0
sentence_length_std,3.39934634239519,6.1349043219676656,6.28335936145787,6.2048368229954285,5.636977044842531
syllables_per_token_mean,1.8125,1.796577946768061,1.901376146788991,1.7934782608695652,1.877906976744186
syllables_per_token_median,2.0,2.0,2.0,2.0,2.0
syllables_per_token_std,1.0101481602000548,1.0954744794741018,1.1177869419099593,1.1047136504666764,1.0298906199306277
n_tokens,288,526,436,460,172
n_unique_tokens,182,273,260,252,123
proportion_unique_tokens,0.6319444444444444,0.5190114068441065,0.5963302752293578,0.5478260869565217,0.7151162790697675
n_characters,1670,2990,2523,2604,1007
n_sentences,18,46,39,40,14
dependency_distance_mean,3.2446617024834143,2.6411556862114676,2.4412231679128564,2.6409261245290656,2.534620152408789
dependency_distance_std,0.46035469193042594,0.9932576106068415,1.050080809844798,1.0402115206903855,1.0378545000645738
prop_adjacent_dependency_relation_mean,0.4485782850271678,0.377731174024112,0.3735187026595695,0.37244093222953517,0.3823688500433112
prop_adjacent_dependency_relation_std,0.06295453071152438,0.14233649278707117,0.15847902588515098,0.1486550870340817,0.14725824493414977
pos_prop_DET,0.1162079510703364,0.12125984251968504,0.11619047619047619,0.12093862815884476,0.11386138613861387
pos_prop_NOUN,0.17737003058103976,0.1795275590551181,0.1580952380952381,0.17328519855595667,0.16336633663366337
pos_prop_VERB,0.11314984709480122,0.10236220472440945,0.10285714285714286,0.10108303249097472,0.09900990099009901
pos_prop_ADP,0.10091743119266056,0.09921259842519685,0.08761904761904762,0.09747292418772563,0.09405940594059406
pos_prop_ADJ,0.03058103975535168,0.026771653543307086,0.04,0.02527075812274368,0.0594059405940594
pos_prop_PROPN,0.06116207951070336,0.050393700787401574,0.05904761904761905,0.048736462093862815,0.039603960396039604
pos_prop_CCONJ,0.027522935779816515,0.009448818897637795,0.02095238095238095,0.010830324909747292,0.04455445544554455
pos_prop_PUNCT,0.1162079510703364,0.1700787401574803,0.16952380952380952,0.16787003610108303,0.1485148514851485
pos_prop_SCONJ,0.039755351681957186,0.03307086614173228,0.02666666666666667,0.03429602888086643,0.009900990099009901
pos_prop_AUX,0.07339449541284404,0.06456692913385827,0.06476190476190476,0.06498194945848375,0.054455445544554455
pos_prop_PART,0.01529051987767584,0.01889763779527559,0.017142857142857144,0.021660649819494584,0.01485148514851485
pos_prop_ADV,0.07033639143730887,0.06456692913385827,0.07238095238095238,0.0703971119133574,0.09405940594059406
pos_prop_PRON,0.04892966360856269,0.050393700787401574,0.06285714285714286,0.05415162454873646,0.06435643564356436
pos_prop_NUM,0.009174311926605505,0.009448818897637795,0.0019047619047619048,0.009025270758122744,
entropy,4.601728871398165,7.352512333881803,7.216754028593502,6.65984581921494,2.725721296953231
perplexity,99.6564599946588,1560.111128433618,1362.060667397178,780.4306004475789,15.267422301418069
per_word_perplexity,0.30475981649742756,2.4568679187930993,2.59440127123272,1.4087194953927415,0.07558129852187163
passed_quality_check,True,True,True,True,True
n_stop_words,157.0,288.0,233.0,256.0,87.0
alpha_ratio,0.8746177370030581,0.8236220472440945,0.8285714285714286,0.8267148014440433,0.8514851485148515
mean_word_length,5.107033639143731,4.708661417322834,4.805714285714286,4.700361010830325,4.985148514851486
doc_length,327.0,635.0,525.0,554.0,202.0
duplicate_ngram_chr_fraction_5,0.08993357179356157,0.019356675206376316,,0.01305909239307868,
duplicate_ngram_chr_fraction_6,0.08993357179356157,0.013663535439795047,,,
duplicate_ngram_chr_fraction_7,0.08993357179356157,,,,
duplicate_ngram_chr_fraction_8,0.08993357179356157,,,,
duplicate_ngram_chr_fraction_9,0.08993357179356157,,,,
duplicate_ngram_chr_fraction_10,0.08993357179356157,,,,
top_ngram_chr_fraction_2,0.030659172202350538,0.015371477369769428,0.005409060175794456,0.005223636957231472,0.015280135823429542
top_ngram_chr_fraction_3,0.020439448134900357,0.011955593509820665,,,
oov_ratio,0.03058103975535168,0.014173228346456693,0.007619047619047619,0.01444043321299639,
flesch_reading_ease,37.25750000000002,43.238201355595976,34.63139849447191,43.434239130434804,35.494069767441886
flesch_kincaid_grade,12.037500000000005,10.069184989254424,11.206238532110095,10.05804347826087,11.360730897009969
smog,13.731508374201276,11.119845054232373,12.045189820785101,11.20814326018867,12.785403640627713
gunning_fog,15.011111111111113,11.418019507356588,13.187391202070103,11.556521739130435,14.216611295681062
automated_readability_index,13.24364583333334,10.084938832864935,10.453642672312398,10.020217391304346,11.46675249169435
coleman_liau_index,15.649583333333329,13.817262357414453,14.377798165137612,13.710434782608694,15.190465116279064
lix,46.55555555555556,39.761778806414284,40.30792754645965,39.108695652173914,46.006644518272424
rix,4.888888888888889,3.239130434782609,3.2564102564102564,3.175,4.142857142857143
connectives,5,21,14,21,5
top_ngram_chr_fraction_4,,0.012809564474807857,,,
