,human-full,continue,human-cont,explain,create
dependency_distance_mean,2.457952452360642,3.3595967999537115,2.4148686241935824,2.794225575971747,2.776463325870441
dependency_distance_std,0.8546790653809514,0.9022886663002285,0.8577856263440177,0.911175150026021,0.6848684465222511
prop_adjacent_dependency_relation_mean,0.44423081360697697,0.4413773998563772,0.44789904423953547,0.4442627059419878,0.4738208541568225
prop_adjacent_dependency_relation_std,0.10127846977309571,0.1018095765365338,0.10525479884316653,0.06695555780818209,0.08451790222452392
entropy,9.885224842772892,2.2122614410429335,8.764213637644005,3.2685247913378817,5.55921322448538
perplexity,19638.060859113637,9.136354375221826,6401.026439397916,26.27255324338402,259.61849447331576
per_word_perplexity,28.175123183807226,0.07677608718673803,10.241642303036665,0.12570599637982785,0.7547049257945225
flesch_reading_ease,22.25262628230098,18.581666666666678,21.50399995966768,33.892369395310595,25.5159530791789
flesch_kincaid_grade,13.097697701597202,15.139259259259259,13.1708772283617,12.105561497326203,13.20093841642229
smog,13.528378283781496,15.688483145680365,13.410663311599787,13.875232112747142,14.811377253095038
gunning_fog,15.929307882093235,17.940740740740743,15.7444704363959,15.593418346359526,17.50733137829912
automated_readability_index,13.437793793013896,15.742777777777782,13.553797692990237,11.654714109419992,13.389260997067446
coleman_liau_index,17.83735099337748,17.726666666666663,18.033840445269018,14.466524064171118,16.772387096774185
lix,47.77028957278276,52.25925925925926,47.70997015406954,44.865898807075276,49.25219941348974
rix,4.254901960784314,6.166666666666667,4.217391304347826,4.384615384615385,4.954545454545454
passed_quality_check,True,True,True,True,True
n_stop_words,310.0,58.0,276.0,106.0,162.0
alpha_ratio,0.8593974175035868,0.907563025210084,0.856,0.8899521531100478,0.8953488372093024
mean_word_length,5.459110473457676,5.5210084033613445,5.4704,5.023923444976076,5.412790697674419
doc_length,697.0,119.0,625.0,209.0,344.0
top_ngram_chr_fraction_2,0.010211027910142955,0.015706806282722512,0.011372251705837756,0.024271844660194174,0.023030861354214647
top_ngram_chr_fraction_3,0.014976174268209666,,,0.02669902912621359,0.017964071856287425
oov_ratio,0.03730272596843615,,0.04,0.009569377990430622,0.0029069767441860465
first_order_coherence,0.4538957791030407,0.7591308712959289,0.45033469912078644,0.6163479462265968,0.6290686059565771
second_order_coherence,0.44430415393138417,0.824940949678421,0.4310911206359213,0.5391645973378961,0.606635607033968
token_length_mean,6.145695364238411,5.981481481481482,6.183673469387755,5.497326203208556,5.896774193548387
token_length_median,5.0,5.0,5.0,5.0,5.0
token_length_std,3.6991986799960435,3.519736631249669,3.7522575335905497,3.2065680114895496,3.449495883783202
sentence_length_mean,11.843137254901961,18.0,11.717391304347826,14.384615384615385,14.090909090909092
sentence_length_median,11.0,16.0,10.5,17.0,12.5
sentence_length_std,7.116323541398815,4.760952285695233,7.2581679431079005,6.121066542793157,5.375948887990008
syllables_per_token_mean,2.0397350993377485,2.009259259259259,2.0500927643784785,1.8716577540106951,1.9741935483870967
syllables_per_token_median,2.0,2.0,2.0,1.0,2.0
syllables_per_token_std,1.2835216182040627,1.2133163183359037,1.2990987994907024,1.0869173061743316,1.1155695036068938
n_tokens,604,108,539,187,310
n_unique_tokens,335,77,311,118,179
proportion_unique_tokens,0.554635761589404,0.7129629629629629,0.5769944341372912,0.6310160427807486,0.5774193548387097
n_characters,3805,657,3419,1050,1862
n_sentences,51,6,46,13,22
pos_prop_PRON,0.03873744619799139,0.058823529411764705,0.0384,0.03827751196172249,0.02616279069767442
pos_prop_AUX,0.05164992826398852,0.058823529411764705,0.0496,0.09090909090909091,0.06976744186046512
pos_prop_DET,0.14347202295552366,0.12605042016806722,0.1456,0.1674641148325359,0.1686046511627907
pos_prop_ADJ,0.047345767575322814,0.11764705882352941,0.0416,0.05741626794258373,0.07267441860465117
pos_prop_NOUN,0.22812051649928264,0.18487394957983194,0.2256,0.22009569377990432,0.23255813953488372
pos_prop_ADP,0.11908177905308465,0.09243697478991597,0.1168,0.10047846889952153,0.09011627906976744
pos_prop_PROPN,0.040172166427546625,,0.04,0.019138755980861243,0.011627906976744186
pos_prop_VERB,0.09038737446197992,0.09243697478991597,0.0912,0.09090909090909091,0.11046511627906977
pos_prop_CCONJ,0.020086083213773313,0.058823529411764705,0.0176,0.028708133971291867,0.02616279069767442
pos_prop_PUNCT,0.133428981348637,0.09243697478991597,0.1376,0.10526315789473684,0.09883720930232558
pos_prop_ADV,0.054519368723098996,0.06722689075630252,0.0592,0.04784688995215311,0.04941860465116279
pos_prop_NUM,0.00860832137733142,,0.0096,0.004784688995215311,0.0029069767441860465
pos_prop_PART,0.014347202295552367,0.025210084033613446,0.016,0.009569377990430622,0.023255813953488372
pos_prop_SCONJ,0.005738880918220947,0.01680672268907563,0.0064,0.014354066985645933,0.01744186046511628
pos_prop_X,0.00430416068866571,0.008403361344537815,0.0048,0.004784688995215311,
connectives,12,2,12,4,8
top_ngram_chr_fraction_4,,,,0.038834951456310676,
duplicate_ngram_chr_fraction_5,,,,,0.022109626900046062
