,human-full,continue,human-cont,explain,create
entropy,11.391308038488276,3.444841204577181,10.158820818812746,4.941032323730628,5.434651178893558
perplexity,88548.70676124832,31.33830667187691,25817.835197676573,139.91461220713225,229.212880038829
per_word_perplexity,99.82943265078728,0.12053194873798811,33.39952806943929,0.4020534833538283,0.560422689581489
flesch_reading_ease,-14.456824176278445,-21.77989864864861,-13.139626327389294,-17.185380827974257,-3.4501098901098715
flesch_kincaid_grade,20.79387324817066,23.191058558558556,20.252929272690846,20.485158762057882,16.970109890109892
smog,19.469769564561354,21.75037462742548,19.024435895343842,18.968455278072398,15.39108485156461
gunning_fog,23.618818471205923,26.415315315315315,23.216509717491487,23.594935691318327,19.375824175824178
automated_readability_index,20.422786390508087,23.505540540540544,19.76956571829293,19.6231229903537,17.056593406593407
coleman_liau_index,21.2518417462483,21.909549549549542,21.241677018633542,21.795241157556266,21.85538461538461
lix,62.184836082516846,66.9391891891892,61.45742336205169,61.881229903536976,54.48351648351649
rix,8.878787878787879,10.875,8.451612903225806,8.25,5.392857142857143
first_order_coherence,0.5576715455390513,0.718398528439658,0.5512818867961565,0.6129851539929708,0.44964333940987233
second_order_coherence,0.48751675541843137,0.5690287301937739,0.5022261002711181,0.6408962330647877,0.45317799082169163
dependency_distance_mean,3.5767353851582087,4.002836438923396,3.4986567058133384,3.5322436441578775,2.7153216356472663
dependency_distance_std,0.8921408662776221,0.8209174908166166,0.855796208628751,0.7938487651338018,0.8927434395603926
prop_adjacent_dependency_relation_mean,0.4244274140682603,0.47549032489249876,0.431351889541555,0.43118546376966316,0.42177714034331687
prop_adjacent_dependency_relation_std,0.06871481141842822,0.05250088045025256,0.074919491808861,0.07674890217538556,0.08402405978776176
token_length_mean,6.527967257844475,6.594594594594595,6.541925465838509,6.652733118971061,6.791208791208791
token_length_median,5.0,5.0,5.0,6.0,6.0
token_length_std,4.258155912503661,4.336890525507999,4.12383392372553,4.004216096735202,4.315233643265063
sentence_length_mean,22.21212121212121,27.75,20.774193548387096,19.4375,13.0
sentence_length_median,19.0,22.5,18.0,19.5,12.5
sentence_length_std,10.98692770290876,12.997595931555958,8.44988901404248,5.8733375307400815,5.976143046671968
syllables_per_token_mean,2.34924965893588,2.369369369369369,2.3509316770186337,2.414790996784566,2.32967032967033
syllables_per_token_median,2.0,2.0,2.0,2.0,2.0
syllables_per_token_std,1.6279415970902391,1.5793026624438729,1.5785289957308437,1.579095717267301,1.5728111953291275
n_tokens,733,222,644,311,364
n_unique_tokens,373,149,341,177,208
proportion_unique_tokens,0.5088676671214188,0.6711711711711712,0.5295031055900621,0.5691318327974276,0.5714285714285714
n_characters,4940,1502,4342,2106,2517
n_sentences,33,8,31,16,28
pos_prop_ADJ,0.08906426155580609,0.08846153846153847,0.08926261319534282,0.08908045977011494,0.09046454767726161
pos_prop_PROPN,0.07328072153325817,0.06538461538461539,0.062095730918499355,0.008620689655172414,0.02444987775061125
pos_prop_NOUN,0.2040586245772266,0.20384615384615384,0.2056921086675291,0.22701149425287356,0.24205378973105135
pos_prop_PUNCT,0.1488162344983089,0.13076923076923078,0.14359637774902975,0.10632183908045977,0.1100244498777506
pos_prop_PART,0.012401352874859075,0.015384615384615385,0.0129366106080207,0.0028735632183908046,0.007334963325183374
pos_prop_ADV,0.0552423900789177,0.05384615384615385,0.05821474773609314,0.0603448275862069,0.0488997555012225
pos_prop_ADP,0.10597519729425028,0.09230769230769231,0.1073738680465718,0.1235632183908046,0.11246943765281174
pos_prop_PRON,0.013528748590755355,0.023076923076923078,0.0129366106080207,0.031609195402298854,0.029339853300733496
pos_prop_NUM,0.04284103720405862,0.03076923076923077,0.03880983182406209,0.011494252873563218,0.017114914425427872
pos_prop_VERB,0.05186020293122886,0.07307692307692308,0.05304010349288486,0.07758620689655173,0.07823960880195599
pos_prop_AUX,0.04509582863585118,0.05,0.04915912031047866,0.06609195402298851,0.05867970660146699
pos_prop_DET,0.10710259301014656,0.09615384615384616,0.11642949547218628,0.14655172413793102,0.14180929095354522
pos_prop_CCONJ,0.014656144306651634,0.04230769230769231,0.014230271668822769,0.014367816091954023,0.02689486552567237
pos_prop_X,0.02367531003382187,0.011538461538461539,0.02328589909443726,0.005747126436781609,0.004889975550122249
pos_prop_SCONJ,0.012401352874859075,0.023076923076923078,0.0129366106080207,0.028735632183908046,0.007334963325183374
passed_quality_check,True,True,True,True,True
n_stop_words,295.0,92.0,271.0,152.0,162.0
alpha_ratio,0.7779030439684329,0.8192307692307692,0.7891332470892626,0.882183908045977,0.8728606356968215
mean_word_length,5.569334836527621,5.776923076923077,5.6170763260025875,6.051724137931035,6.154034229828851
doc_length,887.0,260.0,773.0,348.0,409.0
duplicate_ngram_chr_fraction_5,0.03479789103690686,0.04988399071925754,0.013994402239104359,0.0803312629399586,0.019444444444444445
top_ngram_chr_fraction_2,0.00843585237258348,0.01740139211136891,0.007996801279488205,0.014906832298136646,0.022916666666666665
top_ngram_chr_fraction_3,0.007381370826010545,,0.007197121151539384,0.02650103519668737,0.022569444444444444
top_ngram_chr_fraction_4,0.00843585237258348,,0.004198320671731308,0.03975155279503106,
oov_ratio,0.07102593010146561,0.05384615384615385,0.06727037516170763,0.040229885057471264,0.02689486552567237
connectives,14,2,14,8,6
duplicate_ngram_chr_fraction_6,,,,0.06625258799171843,0.019444444444444445
