,create,human-full,explain,continue,human-cont
passed_quality_check,True,True,True,True,True
n_stop_words,189.0,223.0,146.0,69.0,180.0
alpha_ratio,0.8353413654618473,0.830220713073005,0.8558558558558559,0.8975903614457831,0.8162839248434238
mean_word_length,6.022088353413655,6.32088285229202,6.321321321321322,6.837349397590361,6.062630480167015
doc_length,498.0,589.0,333.0,166.0,479.0
top_ngram_chr_fraction_2,0.016030311862430778,0.007575757575757576,0.008364700961940611,0.030397505845674203,0.009679370840895343
oov_ratio,0.06626506024096386,0.12563667232597622,0.10810810810810811,0.15060240963855423,0.11482254697286012
token_length_mean,6.841121495327103,7.269076305220883,7.153846153846154,7.503355704697986,7.0776942355889725
token_length_median,6.0,6.0,5.0,7.0,6.0
token_length_std,4.5372797085327665,4.872252345875402,5.0018286059105215,4.689877949605832,4.741591020983097
sentence_length_mean,11.88888888888889,17.785714285714285,17.875,16.555555555555557,19.0
sentence_length_median,10.5,15.5,17.0,18.0,16.0
sentence_length_std,5.414885747116092,9.751765931128075,5.010925563206861,4.192880503136268,10.244626930854093
syllables_per_token_mean,2.383177570093458,2.6506024096385543,2.562937062937063,2.771812080536913,2.56390977443609
syllables_per_token_median,2.0,2.0,2.0,2.0,2.0
syllables_per_token_std,1.7301334820368988,2.0006047375275027,1.9827641340874467,1.9425327871404914,1.9182021532235016
n_tokens,428,498,286,149,399
n_unique_tokens,232,292,169,96,240
proportion_unique_tokens,0.5420560747663551,0.5863453815261044,0.5909090909090909,0.6442953020134228,0.6015037593984962
n_characters,2999,3723,2105,1135,2904
n_sentences,36,28,16,9,21
pos_prop_ADJ,0.06626506024096386,0.08488964346349745,0.07507507507507508,0.1144578313253012,0.06680584551148225
pos_prop_NOUN,0.23694779116465864,0.21392190152801357,0.21621621621621623,0.21686746987951808,0.21085594989561587
pos_prop_PUNCT,0.13855421686746988,0.14261460101867574,0.13813813813813813,0.10240963855421686,0.1544885177453027
pos_prop_PROPN,0.040160642570281124,0.04753820033955857,0.009009009009009009,,0.05845511482254697
pos_prop_NUM,0.02208835341365462,0.013582342954159592,0.009009009009009009,,0.012526096033402923
pos_prop_ADV,0.05220883534136546,0.07470288624787776,0.06906906906906907,0.0783132530120482,0.07306889352818371
pos_prop_VERB,0.07228915662650602,0.07640067911714771,0.09309309309309309,0.09036144578313253,0.07933194154488518
pos_prop_PRON,0.030120481927710843,0.01867572156196944,0.03003003003003003,0.04216867469879518,0.016701461377870562
pos_prop_ADP,0.07630522088353414,0.0831918505942275,0.08108108108108109,0.05421686746987952,0.07933194154488518
pos_prop_DET,0.14859437751004015,0.1273344651952462,0.14414414414414414,0.16265060240963855,0.12734864300626306
pos_prop_CCONJ,0.03614457831325301,0.022071307300509338,0.021021021021021023,0.030120481927710843,0.018789144050104383
pos_prop_SCONJ,0.008032128514056224,0.011884550084889643,0.03303303303303303,0.024096385542168676,0.012526096033402923
pos_prop_AUX,0.06224899598393574,0.06451612903225806,0.05105105105105105,0.05421686746987952,0.06889352818371608
pos_prop_PART,0.004016064257028112,0.013582342954159592,0.03003003003003003,0.030120481927710843,0.014613778705636743
pos_prop_X,0.006024096385542169,0.0050933786078098476,,,0.006263048016701462
entropy,6.786948429389772,8.233288740998178,5.190960985676623,2.391949052788527,6.796052947868128
perplexity,886.2051139420838,3764.1928734039084,179.64110253617417,10.934785661445538,894.3104262716298
per_word_perplexity,1.7795283412491643,6.390819819021916,0.5394627703789014,0.0658722027797924,1.8670363805253232
dependency_distance_mean,2.5374490236567437,3.108771177408624,3.117057146640591,3.0447057339219814,3.229285899860434
dependency_distance_std,0.8605323515108896,1.1337588687502578,0.5705860581977663,0.5311340577251462,1.145744199554367
prop_adjacent_dependency_relation_mean,0.4390321225968128,0.47367881693473485,0.4412116580629879,0.4193748788714464,0.46495741050606476
prop_adjacent_dependency_relation_std,0.07426988048676679,0.08394762178689001,0.05649676547413039,0.05752707248521077,0.06923560006851362
flesch_reading_ease,-6.849044652128754,-35.458463855421684,-28.132600524475492,-44.464190902311685,-29.356766917293186
flesch_kincaid_grade,17.168161993769477,22.623537005163517,21.623907342657343,23.574049217002244,22.074135338345865
smog,14.982952924963538,18.473206523352868,18.10804710084791,18.83193753551143,18.649436658719743
gunning_fog,19.241536863966772,23.33918531267929,22.53461538461539,24.877255779269206,23.138847117794487
automated_readability_index,16.736126687435096,21.700206540447503,21.20211538461539,22.188583146905295,21.405939849624062
coleman_liau_index,21.936074766355137,25.277911646586336,24.60867132867133,26.531812080536913,24.25894736842105
lix,54.64589823468329,63.76965002868617,62.63024475524475,66.89112602535423,63.611528822055135
rix,5.083333333333333,8.178571428571429,8.0,8.333333333333334,8.476190476190476
first_order_coherence,0.4425439272608076,0.5633429592406308,0.6424827973047892,0.656725250184536,0.5520197324454784
second_order_coherence,0.3897813183036359,0.5499986392947344,0.598725438117981,0.6554149006094251,0.521001124852582
connectives,10,15,14,2,13
duplicate_ngram_chr_fraction_5,,0.004261363636363636,0.05938937682977834,,0.0054446460980036296
top_ngram_chr_fraction_3,,0.008285984848484848,0.018820577164366373,,0.01058681185722928
top_ngram_chr_fraction_4,,0.005681818181818182,0.02383939774153074,,0.007259528130671506
duplicate_ngram_chr_fraction_6,,,0.034295273943956504,,
duplicate_ngram_chr_fraction_7,,,0.034295273943956504,,
duplicate_ngram_chr_fraction_8,,,0.034295273943956504,,
