,explain,human-full,create,human-cont,continue
first_order_coherence,0.7396514664093653,0.5576715455390513,0.489823180437088,0.5512818867961565,0.3597820084542036
second_order_coherence,0.7278102365407076,0.48751675541843137,0.43590464533190243,0.5022261002711181,0.24139041701952615
dependency_distance_mean,3.3895411598413903,3.5767353851582087,2.6170451520311606,3.4986567058133384,2.9229405398523047
dependency_distance_std,0.8937580185605964,0.8921408662776221,0.7728659150475728,0.855796208628751,1.4516917919122216
prop_adjacent_dependency_relation_mean,0.4057118653775733,0.4244274140682603,0.45527121871936116,0.431351889541555,0.4856697224344283
prop_adjacent_dependency_relation_std,0.07606260775362761,0.06871481141842822,0.09379464676842109,0.074919491808861,0.11580852736570352
passed_quality_check,True,True,True,True,True
n_stop_words,109.0,295.0,147.0,271.0,30.0
alpha_ratio,0.8875502008032129,0.7779030439684329,0.8525,0.7891332470892626,0.7435897435897436
mean_word_length,6.253012048192771,5.569334836527621,6.16,5.6170763260025875,4.811965811965812
doc_length,249.0,887.0,400.0,773.0,117.0
duplicate_ngram_chr_fraction_5,0.038202247191011236,0.03479789103690686,0.017768301350390904,0.013994402239104359,0.10060975609756098
top_ngram_chr_fraction_2,0.016853932584269662,0.00843585237258348,0.006396588486140725,0.007996801279488205,0.04573170731707317
top_ngram_chr_fraction_3,0.015168539325842697,0.007381370826010545,0.013859275053304905,0.007197121151539384,
oov_ratio,0.028112449799196786,0.07102593010146561,0.0525,0.06727037516170763,0.07692307692307693
token_length_mean,6.839285714285714,6.527967257844475,6.948126801152738,6.541925465838509,5.6947368421052635
token_length_median,6.0,5.0,6.0,5.0,4.0
token_length_std,3.9507087325941805,4.258155912503661,4.345677995480753,4.12383392372553,4.247782540302092
sentence_length_mean,17.23076923076923,22.21212121212121,13.346153846153847,20.774193548387096,19.0
sentence_length_median,13.0,19.0,14.0,18.0,24.0
sentence_length_std,6.851769520505647,10.98692770290876,4.819370432011503,8.44988901404248,8.921883209278185
syllables_per_token_mean,2.424107142857143,2.34924965893588,2.403458213256484,2.3509316770186337,2.0736842105263156
syllables_per_token_median,2.0,2.0,2.0,2.0,1.0
syllables_per_token_std,1.4557610635796983,1.6279415970902391,1.5554272837382608,1.5785289957308437,1.5440350777523288
n_tokens,224,733,347,644,95
n_unique_tokens,140,373,210,341,61
proportion_unique_tokens,0.625,0.5088676671214188,0.6051873198847262,0.5295031055900621,0.6421052631578947
n_characters,1557,4940,2464,4342,563
n_sentences,13,33,26,31,5
pos_prop_ADP,0.09236947791164658,0.10597519729425028,0.1075,0.1073738680465718,0.11965811965811966
pos_prop_DET,0.1606425702811245,0.10710259301014656,0.135,0.11642949547218628,0.05982905982905983
pos_prop_NOUN,0.2248995983935743,0.2040586245772266,0.235,0.2056921086675291,0.1794871794871795
pos_prop_VERB,0.08433734939759036,0.05186020293122886,0.08,0.05304010349288486,0.042735042735042736
pos_prop_PRON,0.028112449799196786,0.013528748590755355,0.0175,0.0129366106080207,0.008547008547008548
pos_prop_ADJ,0.11244979919678715,0.08906426155580609,0.1075,0.08926261319534282,0.06837606837606838
pos_prop_PUNCT,0.10040160642570281,0.1488162344983089,0.1325,0.14359637774902975,0.15384615384615385
pos_prop_AUX,0.07630522088353414,0.04509582863585118,0.0375,0.04915912031047866,0.02564102564102564
pos_prop_SCONJ,0.024096385542168676,0.012401352874859075,0.015,0.0129366106080207,0.017094017094017096
pos_prop_ADV,0.060240963855421686,0.0552423900789177,0.0525,0.05821474773609314,0.042735042735042736
pos_prop_PART,0.012048192771084338,0.012401352874859075,0.0125,0.0129366106080207,
pos_prop_CCONJ,0.012048192771084338,0.014656144306651634,0.0225,0.014230271668822769,0.03418803418803419
pos_prop_NUM,0.012048192771084338,0.04284103720405862,0.0175,0.03880983182406209,0.05982905982905983
flesch_reading_ease,-15.73369505494503,-14.456824176278445,-10.043910995344675,-13.139626327389294,12.116315789473731
flesch_kincaid_grade,19.734464285714285,20.79387324817066,17.975806916426517,20.252929272690846,16.289473684210524
smog,18.326425776900052,19.469769564561354,16.242597729145633,19.024435895343842,16.15616582465906
gunning_fog,23.32087912087912,23.618818471205923,21.13096874307249,23.216509717491487,18.547368421052635
automated_readability_index,19.39842032967033,20.422786390508087,17.968754156506314,19.76956571829293,14.892210526315793
coleman_liau_index,22.697142857142854,21.2518417462483,22.837118155619596,21.241677018633542,16.127157894736847
lix,59.64148351648352,62.184836082516846,58.01474174240745,61.45742336205169,49.526315789473685
rix,7.3076923076923075,8.878787878787879,5.961538461538462,8.451612903225806,5.8
entropy,3.34146465096128,11.391308038488276,5.378662113588072,10.158820818812746,1.4142318592097638
perplexity,28.260488159116587,88548.70676124832,216.7321184134125,25817.835197676573,4.113325638941795
per_word_perplexity,0.11349593638199433,99.82943265078728,0.5418302960335313,33.39952806943929,0.035156629392664916
connectives,4,14,5,14,2
top_ngram_chr_fraction_4,,0.00843585237258348,,0.004198320671731308,
pos_prop_PROPN,,0.07328072153325817,0.0225,0.062095730918499355,0.1452991452991453
pos_prop_X,,0.02367531003382187,0.005,0.02328589909443726,0.042735042735042736
