,human-full,continue,create,human-cont,explain
entropy,19.311946617248505,2.3466540485972898,5.333849377905305,19.035968054814695,5.399489102146047
perplexity,243821416.87803474,10.45054414761542,207.23416336627662,185018810.23405656,221.29332903175364
per_word_perplexity,221253.5543357847,0.07917078899708652,0.5341086684697851,158542.25384237923,0.6893873178559303
dependency_distance_mean,2.8846796115010496,3.0450247012747016,3.07502094920903,3.0575948465032265,3.6157151596320167
dependency_distance_std,1.2652565940188871,0.5045294457174088,0.7205839898034884,1.3579666045294505,0.7229533527661332
prop_adjacent_dependency_relation_mean,0.45503513981615384,0.4771174146174146,0.4463747855601571,0.4458169157129085,0.4650183367498395
prop_adjacent_dependency_relation_std,0.11322349122750644,0.0980993824833398,0.10422451779978956,0.11288638422009863,0.061455522907775686
flesch_reading_ease,-22.524060559006188,-25.151295518207263,-12.822978862973741,-25.748340707964587,-28.17256978085348
flesch_kincaid_grade,20.686361283643894,21.694579831932774,19.308412536443146,21.206757027091175,21.97521107266436
smog,18.2628723734038,19.78447435784618,17.637676136203027,18.59322686922822,19.219720311224798
gunning_fog,23.17329192546584,25.076190476190476,21.903731778425655,23.729623978571187,24.177254901960783
automated_readability_index,20.68670807453416,21.733725490196072,20.115000000000002,21.39558946190622,22.754198385236442
coleman_liau_index,24.295362318840578,24.21344537815126,23.634052478134105,25.03059980334317,25.79723183391003
lix,63.00569358178054,68.57282913165265,61.756413994169094,64.92877971043977,63.90334486735871
rix,7.892857142857143,9.666666666666666,7.65,8.310344827586206,8.6
token_length_mean,7.1107660455486545,7.0588235294117645,7.0,7.2310717797443465,7.335640138408304
token_length_median,6.0,6.0,6.0,6.0,6.0
token_length_std,4.59984112079642,4.112481754238209,4.47930127829006,4.5702963560865815,4.592924793008988
sentence_length_mean,17.25,19.833333333333332,17.15,17.53448275862069,19.266666666666666
sentence_length_median,15.0,17.5,16.0,15.5,20.0
sentence_length_std,10.793930172621488,7.492588930996341,8.816320094007477,10.654795775064082,4.4492196569236215
syllables_per_token_mean,2.5041407867494825,2.504201680672269,2.39067055393586,2.538839724680433,2.546712802768166
syllables_per_token_median,2.0,2.0,2.0,2.0,2.0
syllables_per_token_std,1.779071871937923,1.5167077879231565,1.5720315594245577,1.7651481844182062,1.712582558980436
n_tokens,966,119,343,1017,289
n_unique_tokens,457,89,202,492,168
proportion_unique_tokens,0.4730848861283644,0.7478991596638656,0.5889212827988338,0.4837758112094395,0.5813148788927336
n_characters,7005,853,2446,7504,2152
n_sentences,56,6,20,58,15
pos_prop_NOUN,0.24954627949183303,0.20454545454545456,0.2757731958762887,0.2365038560411311,0.21806853582554517
pos_prop_DET,0.14519056261343014,0.16666666666666666,0.12371134020618557,0.13624678663239073,0.12461059190031153
pos_prop_CCONJ,0.047186932849364795,0.06818181818181818,0.04381443298969072,0.04541559554413025,0.04984423676012461
pos_prop_PUNCT,0.11705989110707804,0.09848484848484848,0.11597938144329897,0.12253641816623821,0.09968847352024922
pos_prop_ADP,0.10980036297640654,0.06060606060606061,0.1056701030927835,0.09940017137960583,0.09657320872274143
pos_prop_NUM,0.007259528130671506,0.015151515151515152,0.002577319587628866,0.005141388174807198,
pos_prop_PROPN,0.020871143375680582,0.007575757575757576,0.028350515463917526,0.018851756640959727,0.003115264797507788
pos_prop_VERB,0.06442831215970962,0.09848484848484848,0.059278350515463915,0.06855184233076264,0.0778816199376947
pos_prop_AUX,0.0499092558983666,0.05303030303030303,0.04639175257731959,0.05398457583547558,0.09345794392523364
pos_prop_X,0.004537205081669692,,0.002577319587628866,0.003427592116538132,0.006230529595015576
pos_prop_SCONJ,0.012704174228675136,0.022727272727272728,0.01804123711340206,0.012853470437017995,0.03426791277258567
pos_prop_ADJ,0.07713248638838476,0.10606060606060606,0.10051546391752578,0.08911739502999143,0.09034267912772585
pos_prop_ADV,0.060798548094373864,0.06818181818181818,0.05412371134020619,0.07197943444730077,0.07165109034267912
pos_prop_PART,0.011796733212341199,0.015151515151515152,0.01288659793814433,0.011996572407883462,0.006230529595015576
pos_prop_PRON,0.021778584392014518,0.015151515151515152,0.010309278350515464,0.023993144815766924,0.028037383177570093
first_order_coherence,0.5860872437500141,0.7505199790000916,0.599437393640217,0.5758869124641806,0.7893936506339482
second_order_coherence,0.5650556564538015,0.6857625097036362,0.5466278750035498,0.554168043890968,0.7879718312850366
passed_quality_check,True,True,True,True,True
n_stop_words,472.0,57.0,153.0,488.0,151.0
alpha_ratio,0.867513611615245,0.8863636363636364,0.8814432989690721,0.8663239074550129,0.9003115264797508
mean_word_length,6.356624319419238,6.462121212121212,6.304123711340206,6.430162810625536,6.70404984423676
doc_length,1102.0,132.0,388.0,1167.0,321.0
duplicate_ngram_chr_fraction_5,0.01605216955104088,,,0.020869973033180913,
duplicate_ngram_chr_fraction_6,0.009029345372460496,,,0.008441786844882167,
duplicate_ngram_chr_fraction_7,0.009029345372460496,,,0.008441786844882167,
top_ngram_chr_fraction_2,0.007524454477050414,,0.03217733285663211,0.005862351975612616,0.012295081967213115
top_ngram_chr_fraction_3,0.0043892651116127415,,0.015016088666428316,0.004103646382928831,0.014754098360655738
top_ngram_chr_fraction_4,0.0030097817908201654,,,0.0028139289482940555,0.020901639344262295
oov_ratio,0.045372050816696916,0.030303030303030304,0.020618556701030927,0.043701799485861184,0.024922118380062305
connectives,22,4,8,28,13
