,human,create,explain,continue
entropy,7.027534335215277,0.4659629116771549,7.953865989848367,7.305777032872658
perplexity,1127.247765695865,1.5935478962336291,2846.5584718585537,1488.8764184095942
per_word_perplexity,2.268104156329708,0.03621699764167339,5.821182969035897,3.050976267232775
dependency_distance_mean,2.517843521809123,3.471264367816092,3.071678018919049,2.852820304163015
dependency_distance_std,0.8590494670882587,0.19540229885057459,0.7106650350685291,0.8098565559801056
prop_adjacent_dependency_relation_mean,0.44739613747098894,0.4413793103448276,0.42213539145690476,0.47178919175295986
prop_adjacent_dependency_relation_std,0.11059830293801104,0.041379310344827586,0.07663168001592298,0.06079139128400431
pos_prop_ADV,0.056338028169014086,0.06818181818181818,0.05930470347648262,0.0778688524590164
pos_prop_NUM,0.012072434607645875,0.022727272727272728,0.010224948875255624,
pos_prop_NOUN,0.23742454728370221,0.20454545454545456,0.21267893660531698,0.2192622950819672
pos_prop_VERB,0.0925553319919517,0.09090909090909091,0.10020449897750511,0.06967213114754098
pos_prop_ADP,0.1267605633802817,0.13636363636363635,0.10633946830265849,0.09221311475409837
pos_prop_DET,0.1488933601609658,0.09090909090909091,0.16155419222903886,0.14754098360655737
pos_prop_ADJ,0.04225352112676056,0.09090909090909091,0.053169734151329244,0.09221311475409837
pos_prop_PUNCT,0.1267605633802817,0.09090909090909091,0.10020449897750511,0.10040983606557377
pos_prop_PRON,0.03822937625754527,0.13636363636363635,0.03885480572597137,0.05942622950819672
pos_prop_PART,0.014084507042253521,,0.014314928425357873,0.012295081967213115
pos_prop_AUX,0.0482897384305835,0.045454545454545456,0.06134969325153374,0.06762295081967214
pos_prop_SCONJ,0.008048289738430584,0.022727272727272728,0.022494887525562373,0.014344262295081968
pos_prop_CCONJ,0.01609657947686117,,0.034764826175869123,0.040983606557377046
pos_prop_X,0.006036217303822937,,0.00408997955010225,
pos_prop_PROPN,0.026156941649899398,,0.02044989775051125,0.006147540983606557
flesch_reading_ease,20.585275142314998,15.220000000000056,21.227167832167822,20.746430439551176
flesch_kincaid_grade,13.55920303605313,16.105,14.502727272727277,14.404869653252344
smog,13.771669155767515,,15.299343439825492,15.12234027201249
gunning_fog,15.981458389807536,20.0,17.4965034965035,17.346528305070446
automated_readability_index,13.689864461913793,16.476750000000003,15.27012937062937,14.895256053319834
coleman_liau_index,17.757235023041464,17.559,17.704181818181812,17.579134396355347
lix,47.32691786391976,57.5,51.24125874125875,53.16130937315448
rix,4.411764705882353,7.5,5.8076923076923075,6.0
passed_quality_check,True,True,True,True
n_stop_words,230.0,21.0,238.0,239.0
alpha_ratio,0.8651911468812877,0.8863636363636364,0.8916155419222904,0.8975409836065574
mean_word_length,5.454728370221328,5.4772727272727275,5.494887525562373,5.485655737704918
doc_length,497.0,44.0,489.0,488.0
top_ngram_chr_fraction_2,0.0111323155216285,,0.011196417146513116,0.009621552277100705
oov_ratio,0.0482897384305835,0.022727272727272728,0.022494887525562373,0.0020491803278688526
first_order_coherence,0.47089095120177127,0.5501413941383362,0.5965127301216125,0.6672647847579076
second_order_coherence,0.4480305992765352,,0.5740071640660366,0.6666321611404419
token_length_mean,6.1013824884792625,5.925,5.995454545454545,5.9863325740318905
token_length_median,5.0,4.5,5.0,5.0
token_length_std,3.698778964828946,3.7241609793348083,3.6444200527191093,3.4083904228184227
sentence_length_mean,12.764705882352942,20.0,16.923076923076923,16.25925925925926
sentence_length_median,12.5,20.0,16.5,16.0
sentence_length_std,7.91892306823053,7.0,6.832743997293063,4.94856950967084
syllables_per_token_mean,2.0483870967741935,2.025,1.990909090909091,2.0045558086560367
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.3180629822854806,1.2939764294607534,1.2284169749978262,1.2372271226560367
n_tokens,434,40,440,439
n_unique_tokens,254,38,257,250
proportion_unique_tokens,0.5852534562211982,0.95,0.5840909090909091,0.5694760820045558
n_characters,2711,241,2687,2677
n_sentences,34,2,26,27
connectives,10,1,20,14
connectives_cap,2,0,1,3
duplicate_ngram_chr_fraction_5,,,0.015355086372360844,0.015394483643361129
duplicate_ngram_chr_fraction_6,,,0.015355086372360844,0.015394483643361129
top_ngram_chr_fraction_3,,,0.008637236084452975,0.01796023091725465
