,human,explain,create,continue
dependency_distance_mean,2.5292067454137284,3.2769499143643848,2.7394357425162252,3.0518592883319804
dependency_distance_std,0.8694471896814646,0.7144344479013904,0.7688989579299413,0.7115304571874072
prop_adjacent_dependency_relation_mean,0.45640814163677645,0.4552597787124628,0.46110736730115576,0.48458404343870093
prop_adjacent_dependency_relation_std,0.10937326677714826,0.06258943460910987,0.09164288300456393,0.08765291222731403
pos_prop_ADV,0.05725971370143149,0.0407725321888412,0.07289293849658314,0.07966457023060797
pos_prop_NUM,0.012269938650306749,0.006437768240343348,,
pos_prop_NOUN,0.23517382413087934,0.22103004291845493,0.20273348519362186,0.22431865828092243
pos_prop_VERB,0.09406952965235174,0.09871244635193133,0.10022779043280182,0.0859538784067086
pos_prop_ADP,0.12678936605316973,0.0944206008583691,0.09339407744874716,0.1090146750524109
pos_prop_DET,0.147239263803681,0.16523605150214593,0.15945330296127563,0.1509433962264151
pos_prop_ADJ,0.04294478527607362,0.04721030042918455,0.08200455580865604,0.07966457023060797
pos_prop_PUNCT,0.12678936605316973,0.12017167381974249,0.09111617312072894,0.09014675052410902
pos_prop_PRON,0.03885480572597137,0.0407725321888412,0.04783599088838269,0.03773584905660377
pos_prop_PART,0.014314928425357873,0.019313304721030045,0.018223234624145785,0.014675052410901468
pos_prop_AUX,0.04703476482617587,0.06437768240343347,0.05694760820045558,0.05450733752620545
pos_prop_SCONJ,0.0081799591002045,0.027896995708154508,0.00683371298405467,0.016771488469601678
pos_prop_CCONJ,0.016359918200409,0.023605150214592276,0.03189066059225513,0.0440251572327044
pos_prop_X,0.006134969325153374,0.002145922746781116,,0.0020964360587002098
pos_prop_PROPN,0.026584867075664622,0.027896995708154508,0.03644646924829157,0.010482180293501049
flesch_reading_ease,20.14273295011003,21.739806910569115,25.23910497397344,23.958757680491573
flesch_kincaid_grade,13.664326165637643,14.471036585365855,13.55139097744361,14.40996543778802
smog,13.839777934574535,15.134931603849854,15.143640949648024,15.742502247213078
gunning_fog,16.042268114399263,17.17479674796748,17.667283593599382,18.01674347158218
automated_readability_index,13.740914768291816,15.475056910569101,13.948264893001735,15.437565284178184
coleman_liau_index,17.743231850117095,17.87639024390243,16.858546365914787,17.30119815668203
lix,47.36562344759066,51.47357723577235,53.44139194139194,53.79761904761905
rix,4.454545454545454,5.875,5.846153846153846,6.458333333333333
entropy,6.9636138925189215,7.603334084507239,6.916135725963649,8.10307608223875
perplexity,1057.4481643108631,2004.8691675257696,1008.4156612289573,3304.6177326034162
per_word_perplexity,2.162470683662297,4.302294350913669,2.2970743991548,6.927919774849929
token_length_mean,6.0936768149882905,6.021951219512195,5.882205513784461,5.907834101382488
token_length_median,5.0,5.0,5.0,5.0
token_length_std,3.6913256529164853,3.7588278008768707,3.2442212589174164,3.522250983520457
sentence_length_mean,12.93939393939394,17.083333333333332,15.346153846153847,18.083333333333332
sentence_length_median,12.0,16.5,15.0,17.5
sentence_length_std,7.904503487902722,4.9490459237670805,5.239952346321098,4.132358756072479
syllables_per_token_mean,2.0515222482435598,1.9829268292682927,1.962406015037594,1.944700460829493
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.3207641944978463,1.2325667129868134,1.1018736494773078,1.195876952060635
n_tokens,427,410,399,434
n_unique_tokens,251,245,226,240
proportion_unique_tokens,0.5878220140515222,0.5975609756097561,0.5664160401002506,0.5529953917050692
n_characters,2664,2525,2387,2607
n_sentences,33,24,26,24
first_order_coherence,0.4700741118285805,0.6454777458439702,0.6243275308609009,0.7059806935165239
second_order_coherence,0.45414549484848976,0.6280127885666761,0.6028007740775744,0.7040646943179044
passed_quality_check,True,True,True,True
n_stop_words,226.0,222.0,202.0,229.0
alpha_ratio,0.8650306748466258,0.8733905579399142,0.9043280182232346,0.9077568134171907
mean_word_length,5.447852760736196,5.418454935622318,5.437357630979498,5.465408805031447
doc_length,489.0,466.0,439.0,477.0
top_ngram_chr_fraction_2,0.011326860841423949,0.013633265167007498,0.017953321364452424,0.011513157894736841
oov_ratio,0.049079754601226995,0.02575107296137339,,0.0041928721174004195
connectives,10,18,9,15
connectives_cap,2,2,1,2
duplicate_ngram_chr_fraction_5,,,0.015080789946140035,
top_ngram_chr_fraction_3,,,0.01867145421903052,0.018421052631578946
